!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 23:21:51
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(REAL),SYSNPD(IMAG)
100000000,1613.2953,0.51254231
109500000,1675.0315,0.38559818
119000000,1691.7487,0.36153439
128500000,1713.1318,0.40004772
138000000,1722.6639,0.49951899
147500000,1903.3967,0.44518986
157000000,1714.0028,0.49732241
166500000,1754.8628,0.49035847
176000000,1759.1073,0.49240384
185500000,1759.3333,0.48482752
195000000,1762.1417,0.47085434
204500000,1789.9242,0.44879463
214000000,1787.1583,0.42038849
223500000,1804.7529,0.39594486
233000000,1825.7156,0.37985355
242500000,1846.1862,0.36736998
252000000,1855.6664,0.35671192
261500000,1860.7034,0.34596974
271000000,1853.5955,0.336638
280500000,1845.5242,0.32998776
290000000,1840.1083,0.32739007
299500000,1846.4377,0.3310034
309000000,1835.272,0.34654719
318500000,1842.8345,0.36779049
328000000,1873.4374,0.38180327
337500000,1860.3749,0.37377709
347000000,1927.8542,0.29745799
356500000,1924.9609,0.33253956
366000000,1910.1694,0.32669154
375500000,1848.5422,0.32069793
385000000,1819.7234,0.31209147
394500000,1833.0601,0.30348501
404000000,1860.726,0.30173081
413500000,1870.1481,0.30941555
423000000,1912.4563,0.31708983
432500000,1944.0834,0.3293649
442000000,1966.5144,0.34286278
451500000,1973.1086,0.35439852
461000000,2001.9835,0.35548967
470500000,1992.3527,0.3565782
480000000,1975.9464,0.3519702
489500000,1964.6824,0.34223393
499000000,1949.0853,0.3324984
508500000,1942.921,0.32180724
518000000,1948.7759,0.3110036
527500000,1956.9467,0.30199027
537000000,1954.2908,0.29800132
546500000,1972.9884,0.29400569
556000000,1994.002,0.29246134
565500000,2015.194,0.29234576
575000000,2048.9197,0.2922335
584500000,2084.6592,0.29245082
594000000,2112.0425,0.29266739
603500000,2130.0198,0.29318169
613000000,2132.696,0.29419032
622500000,2119.7854,0.2951974
632000000,2118.2085,0.2921882
641500000,2115.0549,0.28774807
651000000,2110.9119,0.28352833
660500000,2095.7268,0.28123307
670000000,2083.7295,0.27893433
679500000,2064.0474,0.27966464
689000000,2040.6982,0.28375331
698500000,2035.6816,0.28784266
708000000,2021.2238,0.29507533
717500000,2010.9744,0.30289939
727000000,2018.8986,0.30905238
736500000,2047.5558,0.30893263
746000000,2037.9633,0.30881956
