!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 19:17:25
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
100000000,-166.52185,0.018202087
109500000,-166.35652,0.01318238
119000000,-166.31372,0.012238496
128500000,-166.25716,0.013366991
138000000,-166.23384,0.016601315
147500000,-165.80292,0.013398099
157000000,-166.25797,0.016620398
166500000,-166.15471,0.016002594
176000000,-166.14482,0.016032811
185500000,-166.15112,0.015809059
195000000,-166.13872,0.015309636
204500000,-166.0722,0.01437058
214000000,-166.07785,0.013478514
223500000,-166.03404,0.012567389
233000000,-165.9838,0.011917955
242500000,-165.93666,0.011401885
252000000,-165.91589,0.011018267
261500000,-165.90317,0.010655196
271000000,-165.91818,0.010403709
280500000,-165.94188,0.01025397
290000000,-165.95026,0.010192881
299500000,-165.9371,0.010274217
309000000,-165.96085,0.010815673
318500000,-165.94209,0.01142922
328000000,-165.8694,0.011667724
337500000,-165.90257,0.01151002
347000000,-165.7514,0.0088465037
356500000,-165.74973,0.0098860431
366000000,-165.78127,0.0097829672
375500000,-165.92888,0.0099355094
385000000,-165.99536,0.0098180166
394500000,-165.95743,0.0094642583
404000000,-165.89606,0.0092775263
413500000,-165.87466,0.0094670691
423000000,-165.7785,0.0094894115
432500000,-165.70723,0.0096963122
442000000,-165.66057,0.009985799
451500000,-165.64276,0.010279574
461000000,-165.58127,0.01016622
470500000,-165.60704,0.01025807
480000000,-165.63736,0.01019643
489500000,-165.66267,0.0099723265
499000000,-165.696,0.009763292
508500000,-165.70915,0.0094780019
518000000,-165.69856,0.0091375196
527500000,-165.67767,0.0088301264
537000000,-165.68192,0.0087220091
546500000,-165.64049,0.0085233701
556000000,-165.59705,0.0083942162
565500000,-165.55148,0.0083033191
575000000,-165.47919,0.0081631057
584500000,-165.40019,0.0080219097
594000000,-165.34161,0.0079203071
603500000,-165.30685,0.0078709805
613000000,-165.29948,0.0078846598
622500000,-165.32664,0.0079612769
632000000,-165.33229,0.0078903697
641500000,-165.3362,0.0077774595
651000000,-165.34753,0.0076834401
660500000,-165.37679,0.0076727504
670000000,-165.3976,0.0076465895
679500000,-165.44362,0.0077482946
689000000,-165.49109,0.0079479758
698500000,-165.50426,0.0080869896
708000000,-165.53868,0.0083561698
717500000,-165.55316,0.0086063901
727000000,-165.5424,0.0087594995
736500000,-165.48076,0.0086326944
746000000,-165.49672,0.008661286
755500000,-165.50777,0.010281417
765000000,-165.44954,0.010603658
774500000,-165.4117,0.010966759
784000000,-165.41678,0.011435435
793500000,-165.41501,0.011791965
803000000,-165.30965,0.011476808
812500000,-165.25742,0.011307772
822000000,-165.24507,0.011243756
831500000,-165.25821,0.011245952
841000000,-165.25253,0.011114207
850500000,-165.24707,0.010963384
860000000,-165.23911,0.010806331
869500000,-165.21201,0.010603351
879000000,-165.20667,0.010529744
888500000,-165.23328,0.010637837
898000000,-165.23782,0.010692363
907500000,-165.22379,0.010700867
917000000,-165.21265,0.010717334
926500000,-165.19949,0.010750296
936000000,-165.19101,0.010794378
945500000,-165.17987,0.010831784
955000000,-165.18723,0.010915372
964500000,-165.15169,0.010749591
974000000,-165.09529,0.010459529
983500000,-165.06412,0.010234414
993000000,-165.05087,0.010053402
1002500000,-165.03799,0.0098615624
1012000000,-165.00906,0.0096002128
1021500000,-164.97609,0.0093331179
1031000000,-164.93272,0.0090479199
1040500000,-164.8732,0.008734935
1050000000,-164.90886,0.0088494774
1059500000,-164.94099,0.0089908168
1069000000,-164.96696,0.009120971
1078500000,-164.97304,0.0092099104
1088000000,-164.98161,0.0093287844
1097500000,-164.99934,0.0094928863
1107000000,-165.02283,0.0096709635
1116500000,-165.05237,0.0098644579
1126000000,-165.08275,0.010035124
1135500000,-165.04031,0.0098121343
1145000000,-165.03484,0.0096746888
1154500000,-165.05206,0.0095873969
