!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 19:17:25
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
1164000000,-165.09972,0.0095660528
1173500000,-165.08867,0.0092041949
1183000000,-165.04527,0.0086968783
1192500000,-164.97676,0.0081515359
1202000000,-164.87938,0.0075705936
1211500000,-164.80698,0.0071145352
1221000000,-164.78853,0.0068790903
1230500000,-164.73056,0.0065853847
1240000000,-164.65065,0.0062664603
1249500000,-164.55519,0.0059358263
1259000000,-164.58833,0.0060034213
1268500000,-164.60593,0.0060620424
1278000000,-164.61612,0.0061105993
1287500000,-164.62086,0.0061517581
1297000000,-164.6259,0.0061962074
1306500000,-164.63303,0.0062459884
1316000000,-164.65755,0.0063212421
1325500000,-164.71115,0.0064402451
1335000000,-164.76482,0.0065194196
1344500000,-164.71278,0.0062475963
1354000000,-164.69559,0.0060293456
1363500000,-164.69519,0.0058352808
1373000000,-164.66479,0.005602363
1382500000,-164.63948,0.005417712
1392000000,-164.60579,0.0052352753
1401500000,-164.53322,0.0050101494
1411000000,-164.40343,0.0047284863
1420500000,-164.32216,0.0045865844
1430000000,-164.32819,0.0046532671
1439500000,-164.30222,0.0046855919
1449000000,-164.2608,0.0047006533
1458500000,-164.1996,0.0046958202
1468000000,-164.256,0.0049517751
1477500000,-164.32063,0.0052235071
1487000000,-164.3828,0.0054991837
1496500000,-164.47333,0.0058195931
1506000000,-164.55374,0.010248218
1515500000,-164.55559,0.010103035
1525000000,-164.56027,0.0099642193
1534500000,-164.58296,0.0098658381
1544000000,-164.62801,0.0098166419
1553500000,-164.65923,0.0097342916
1563000000,-164.65352,0.0095684221
1572500000,-164.63081,0.0093546854
1582000000,-164.59557,0.0091030961
1591500000,-164.51807,0.0087692272
1601000000,-164.41232,0.0083895791
1610500000,-164.30438,0.0080190375
1620000000,-164.1926,0.0076548588
1629500000,-164.06633,0.0072797271
1639000000,-163.98454,0.0070673875
1648500000,-164.02818,0.0072625224
1658000000,-164.07762,0.0074709165
1667500000,-164.12589,0.0076809698
1677000000,-164.16252,0.0078735836
1686500000,-164.21307,0.0080949077
1696000000,-164.2688,0.0083303126
1705500000,-164.30977,0.0085277837
1715000000,-164.28908,0.008484236
1724500000,-164.27559,0.0084551191
1734000000,-164.27014,0.008441519
1743500000,-164.25021,0.0084000817
1753000000,-164.22751,0.008353305
1762500000,-164.19617,0.0082903868
1772000000,-164.16931,0.0082363524
1781500000,-164.13036,0.0081810467
1791000000,-164.06989,0.0080875959
1800500000,-164.00433,0.0079858704
1810000000,-163.93085,0.0078708753
1819500000,-163.85483,0.0077530583
1829000000,-163.77698,0.0076337419
1838500000,-163.71425,0.0075424267
1848000000,-163.72595,0.0076784836
1857500000,-163.76215,0.0078928769
1867000000,-163.81372,0.0081389369
1876500000,-163.89119,0.0084399153
1886000000,-163.99429,0.0088011473
1895500000,-164.10776,0.0091964751
1905000000,-164.22717,0.0096200202
1914500000,-164.28592,0.0097364616
1924000000,-164.27969,0.0095696747
1933500000,-164.26176,0.009377704
1943000000,-164.23016,0.009158602
1952500000,-164.18854,0.0089212749
1962000000,-164.13597,0.0086657722
1971500000,-164.06073,0.0083715608
1981000000,-163.98488,0.0081073325
1990500000,-163.93666,0.0079365307
2000000000,-163.88913,0.007769757
END

