!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 02:44:09
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
100000000,-166.52142,0.018200275
109500000,-166.35979,0.013192267
119000000,-166.31874,0.01225266
128500000,-166.25894,0.013372494
138000000,-166.23654,0.016611632
147500000,-165.80792,0.013413534
157000000,-166.26675,0.016654057
166500000,-166.16321,0.016033983
176000000,-166.14575,0.016036274
185500000,-166.1499,0.015804594
195000000,-166.1433,0.015325752
204500000,-166.07751,0.014388159
214000000,-166.0811,0.01348863
223500000,-166.0416,0.012589285
233000000,-165.98611,0.011924314
242500000,-165.93933,0.011408884
252000000,-165.92097,0.011031156
261500000,-165.90576,0.010661562
271000000,-165.92291,0.010415027
280500000,-165.94223,0.010254784
290000000,-165.95395,0.010201581
299500000,-165.94447,0.010291666
309000000,-165.96149,0.010817247
318500000,-165.94757,0.011443637
328000000,-165.87286,0.011677032
337500000,-165.90326,0.011511829
347000000,-165.75218,0.0088481037
356500000,-165.75337,0.009894358
366000000,-165.78725,0.0097964695
375500000,-165.93227,0.0099432757
385000000,-165.9998,0.0098280804
394500000,-165.95944,0.0094686449
404000000,-165.89789,0.0092814155
413500000,-165.87904,0.0094765946
423000000,-165.78406,0.0095015382
432500000,-165.71097,0.0097046746
442000000,-165.66077,0.009986259
451500000,-165.64766,0.010291141
461000000,-165.59058,0.010188051
470500000,-165.6113,0.010268126
480000000,-165.63937,0.010201173
489500000,-165.66466,0.0099769058
499000000,-165.70326,0.0097796293
508500000,-165.71315,0.0094867572
518000000,-165.70595,0.0091530709
527500000,-165.68198,0.0088388743
537000000,-165.68526,0.0087287268
546500000,-165.64128,0.008524932
556000000,-165.59972,0.0083993599
565500000,-165.55891,0.0083175348
575000000,-165.48589,0.0081756907
584500000,-165.40727,0.0080350116
594000000,-165.349,0.0079337992
603500000,-165.30898,0.0078748185
613000000,-165.30338,0.0078917332
622500000,-165.33058,0.0079685105
632000000,-165.33571,0.0078966022
641500000,-165.34224,0.0077882991
651000000,-165.35114,0.0076898118
660500000,-165.37837,0.0076755537
670000000,-165.40503,0.0076596886
679500000,-165.45149,0.0077623543
689000000,-165.50154,0.0079671163
698500000,-165.51129,0.0081000952
708000000,-165.54407,0.008366528
717500000,-165.56381,0.0086275348
727000000,-165.54396,0.0087626418
736500000,-165.48633,0.0086437697
746000000,-165.50519,0.0086781923
755500000,-165.51192,0.010291278
765000000,-165.45766,0.010623496
774500000,-165.42046,0.010988874
784000000,-165.42188,0.011448883
793500000,-165.41905,0.011802955
803000000,-165.31876,0.01150092
812500000,-165.26137,0.011318061
822000000,-165.25253,0.011263084
831500000,-165.26424,0.011261543
841000000,-165.2551,0.011120771
850500000,-165.25754,0.010989832
860000000,-165.24963,0.010832554
869500000,-165.21817,0.010618438
879000000,-165.21352,0.010546379
888500000,-165.23643,0.01064558
898000000,-165.2442,0.010708075
907500000,-165.23631,0.010731778
917000000,-165.21744,0.010729156
926500000,-165.20872,0.010773183
936000000,-165.19637,0.01080768
945500000,-165.18776,0.010851451
955000000,-165.19414,0.010932767
964500000,-165.15898,0.010767627
974000000,-165.10832,0.010490946
983500000,-165.06975,0.010247689
993000000,-165.05975,0.010073985
1002500000,-165.04619,0.0098801553
1012000000,-165.01582,0.0096151829
1021500000,-164.9828,0.0093475552
1031000000,-164.93933,0.0090617063
1040500000,-164.8821,0.008752848
1050000000,-164.9157,0.0088634202
1059500000,-164.9502,0.0090098847
1069000000,-164.97498,0.009137827
1078500000,-164.98714,0.0092398459
1088000000,-164.98994,0.0093466789
1097500000,-165.00749,0.009510709
1107000000,-165.0311,0.0096894074
1116500000,-165.06424,0.00989147
1126000000,-165.0858,0.010042183
1135500000,-165.0522,0.009839043
1145000000,-165.04362,0.0096942699
1154500000,-165.06274,0.009611018
1164000000,-165.10616,0.0095802378
1173500000,-165.09723,0.0092223352
1183000000,-165.05777,0.0087219458
1192500000,-164.98018,0.0081579434
