!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 02:44:09
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
1202000000,-164.89108,0.0075910199
1211500000,-164.81975,0.0071354844
1221000000,-164.79341,0.0068868245
1230500000,-164.74089,0.0066010728
1240000000,-164.66162,0.0062822998
1249500000,-164.56665,0.0059514935
1259000000,-164.59709,0.0060155438
1268500000,-164.61699,0.0060775043
1278000000,-164.62364,0.0061211842
1287500000,-164.63094,0.0061660372
1297000000,-164.64276,0.0062202951
1306500000,-164.63951,0.0062553268
1316000000,-164.66197,0.0063276947
1325500000,-164.72887,0.006466582
1335000000,-164.77661,0.0065371646
1344500000,-164.72,0.0062579913
1354000000,-164.70546,0.0060430779
1363500000,-164.70511,0.0058486261
1373000000,-164.67584,0.0056166286
1382500000,-164.64642,0.0054263831
1392000000,-164.61243,0.0052432772
1401500000,-164.53851,0.0050162533
1411000000,-164.41422,0.0047402475
1420500000,-164.33293,0.0045979694
1430000000,-164.33226,0.0046576429
1439500000,-164.3174,0.0047020102
1449000000,-164.26601,0.0047062826
1458500000,-164.20648,0.0047032577
1468000000,-164.27029,0.0049680993
1477500000,-164.32616,0.0052301572
1487000000,-164.39151,0.0055102273
1496500000,-164.48582,0.0058363602
1506000000,-164.56746,0.010280643
1515500000,-164.5639,0.010122393
1525000000,-164.56812,0.0099822208
1534500000,-164.5909,0.0098838797
1544000000,-164.63326,0.0098285116
1553500000,-164.66608,0.0097496454
1563000000,-164.66397,0.0095914779
1572500000,-164.64508,0.0093854889
1582000000,-164.60458,0.0091220392
1591500000,-164.52724,0.0087877484
1601000000,-164.41739,0.008399359
1610500000,-164.30676,0.0080234213
1620000000,-164.20296,0.0076731564
1629500000,-164.07359,0.0072919014
1639000000,-163.98796,0.0070729493
1648500000,-164.03201,0.0072689103
1658000000,-164.08803,0.0074888216
1667500000,-164.13351,0.0076944781
1677000000,-164.17584,0.0078977551
1686500000,-164.22417,0.0081156036
1696000000,-164.27885,0.0083496263
1705500000,-164.3204,0.0085487021
1715000000,-164.30084,0.0085072424
1724500000,-164.28432,0.0084721437
1734000000,-164.2804,0.0084614595
1743500000,-164.25751,0.0084141912
1753000000,-164.22954,0.0083572026
1762500000,-164.20679,0.0083106924
1772000000,-164.1772,0.0082513113
1781500000,-164.13553,0.0081907762
1791000000,-164.07399,0.0080952588
1800500000,-164.0105,0.0079972064
1810000000,-163.94098,0.0078892708
1819500000,-163.86497,0.0077712135
1829000000,-163.78587,0.0076493951
1838500000,-163.72144,0.0075549204
1848000000,-163.73578,0.0076958807
1857500000,-163.76822,0.0079039177
1867000000,-163.81784,0.0081466576
1876500000,-163.90118,0.0084593715
1886000000,-163.99904,0.0088107614
1895500000,-164.11221,0.0092059067
1905000000,-164.2346,0.0096364887
1914500000,-164.29105,0.009747982
1924000000,-164.29071,0.0095939795
1933500000,-164.26872,0.0093927504
1943000000,-164.23381,0.0091662882
1952500000,-164.19754,0.0089397952
1962000000,-164.14047,0.008674752
1971500000,-164.06134,0.0083727445
1981000000,-163.98932,0.0081156055
1990500000,-163.94034,0.0079432521
2000000000,-163.89632,0.0077826204
END

