!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 15:35:24
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
100000000,-166.51552,0.018175557
109500000,-166.35703,0.013183892
119000000,-166.31531,0.012242985
128500000,-166.26106,0.013379022
138000000,-166.23433,0.016603157
147500000,-165.80757,0.01341247
157000000,-166.26442,0.0166451
166500000,-166.15364,0.015998691
176000000,-166.14696,0.01604069
185500000,-166.14989,0.015804563
195000000,-166.142,0.015321182
204500000,-166.07442,0.01437789
214000000,-166.07994,0.013485014
223500000,-166.03784,0.012578374
233000000,-165.98827,0.011930229
242500000,-165.93718,0.011403221
252000000,-165.91483,0.011015577
261500000,-165.90843,0.010668105
271000000,-165.91864,0.010404807
280500000,-165.93896,0.010247106
290000000,-165.94734,0.010186059
299500000,-165.9384,0.010277282
309000000,-165.9601,0.010813816
318500000,-165.94916,0.011447801
328000000,-165.87531,0.01168361
337500000,-165.90015,0.011503602
347000000,-165.74939,0.0088424319
356500000,-165.74802,0.0098821344
366000000,-165.78267,0.0097861392
375500000,-165.92479,0.0099261655
385000000,-165.99821,0.0098244892
394500000,-165.95824,0.0094660288
404000000,-165.89999,0.0092859166
413500000,-165.87505,0.0094678951
423000000,-165.77948,0.0094915405
432500000,-165.70909,0.0097004734
442000000,-165.66187,0.0099888137
451500000,-165.64305,0.010280249
461000000,-165.58353,0.010171517
470500000,-165.60832,0.010261093
480000000,-165.64209,0.010207553
489500000,-165.66072,0.0099678412
499000000,-165.70178,0.0097762756
508500000,-165.71619,0.0094933771
518000000,-165.7036,0.0091481116
527500000,-165.68059,0.0088360487
537000000,-165.68286,0.0087238979
546500000,-165.64088,0.0085241366
556000000,-165.59966,0.0083992546
565500000,-165.5522,0.0083046947
575000000,-165.48373,0.0081716357
584500000,-165.40196,0.0080251982
594000000,-165.34303,0.0079229055
603500000,-165.31003,0.0078767417
613000000,-165.29784,0.0078816861
622500000,-165.33044,0.0079682497
632000000,-165.33704,0.0078990022
641500000,-165.33806,0.0077807987
651000000,-165.3468,0.0076821428
660500000,-165.37798,0.0076748505
670000000,-165.40179,0.0076539884
679500000,-165.44417,0.0077492818
689000000,-165.49506,0.0079552308
698500000,-165.50789,0.0080937678
708000000,-165.53577,0.0083505549
717500000,-165.55949,0.0086189546
727000000,-165.54698,0.0087687271
736500000,-165.48538,0.0086418884
746000000,-165.49944,0.0086667268
755500000,-165.51039,0.010287654
765000000,-165.45247,0.010610805
774500000,-165.41367,0.010971715
784000000,-165.41911,0.011441584
793500000,-165.41844,0.011801326
803000000,-165.31354,0.011487097
812500000,-165.26404,0.011325038
822000000,-165.24609,0.011246396
831500000,-165.26003,0.011250661
841000000,-165.25572,0.011122365
850500000,-165.25204,0.010975949
860000000,-165.23793,0.010803404
869500000,-165.21687,0.010615261
879000000,-165.2108,0.010539763
888500000,-165.2339,0.010639389
898000000,-165.23827,0.010693431
907500000,-165.22972,0.010715527
917000000,-165.21475,0.010722542
926500000,-165.20645,0.010767551
936000000,-165.1915,0.010795558
945500000,-165.18709,0.010849798
955000000,-165.18945,0.010920983
964500000,-165.15445,0.010756392
974000000,-165.09908,0.010468635
983500000,-165.06824,0.01024414
993000000,-165.0528,0.010057858
1002500000,-165.04343,0.009873881
1012000000,-165.01396,0.0096110599
1021500000,-164.97437,0.0093293963
1031000000,-164.93759,0.0090580638
1040500000,-164.8759,0.0087403916
1050000000,-164.9072,0.0088460967
1059500000,-164.9445,0.0089980615
1069000000,-164.97214,0.0091318656
1078500000,-164.9772,0.0092187366
1088000000,-164.98309,0.0093319453
1097500000,-165.00304,0.009500959
1107000000,-165.02942,0.0096856793
1116500000,-165.05765,0.0098764533
1126000000,-165.08485,0.010040008
1135500000,-165.04251,0.009817116
1145000000,-165.03769,0.0096810441
1154500000,-165.05457,0.0095929326
1164000000,-165.10025,0.0095672151
1173500000,-165.09203,0.0092112962
1183000000,-165.04652,0.0086993929
1192500000,-164.98163,0.0081606572
1202000000,-164.8838,0.0075783082
1211500000,-164.81239,0.0071234098
1221000000,-164.79347,0.0068869204
1230500000,-164.73683,0.0065948959
1240000000,-164.65706,0.006275713
1249500000,-164.55984,0.005942191
1259000000,-164.59041,0.0060062949
1268500000,-164.61015,0.0060679414
1278000000,-164.61743,0.0061124521
1287500000,-164.62325,0.0061551407
1297000000,-164.63097,0.0062034307
1306500000,-164.63452,0.0062481468
1316000000,-164.65973,0.0063244165
1325500000,-164.71918,0.006452152
1335000000,-164.76474,0.0065193116
1344500000,-164.71474,0.006250408
1354000000,-164.69873,0.0060337074
1363500000,-164.69656,0.005837129
1373000000,-164.67456,0.0056149666
1382500000,-164.64764,0.0054279189
1392000000,-164.60893,0.0052390588
1401500000,-164.53534,0.0050125932
1411000000,-164.40643,0.0047317678
1420500000,-164.32018,0.0045844894
1430000000,-164.32703,0.0046520382
1439500000,-164.31113,0.004695219
1449000000,-164.26419,0.0047043073
1458500000,-164.19788,0.0046939505
1468000000,-164.26219,0.0049588429
1477500000,-164.32089,0.0052238256
1487000000,-164.38406,0.0055007762
1496500000,-164.47702,0.0058245491
1506000000,-164.55679,0.010255416
1515500000,-164.56053,0.010114514
1525000000,-164.56259,0.0099695288
1534500000,-164.58635,0.009873529
1544000000,-164.62846,0.0098176617
1553500000,-164.65829,0.0097321915
1563000000,-164.65704,0.0095762052
1572500000,-164.6346,0.0093628382
1582000000,-164.59801,0.0091082389
1591500000,-164.52238,0.0087779323
1601000000,-164.41245,0.0083898054
1610500000,-164.30014,0.0080112079
1620000000,-164.19687,0.0076624034
1629500000,-164.0666,0.0072801821
1639000000,-163.98285,0.0070646177
1648500000,-164.02715,0.0072607845
1658000000,-164.07915,0.0074735312
1667500000,-164.12622,0.0076815607
1677000000,-164.16527,0.0078785587
1686500000,-164.21648,0.0081012547
1696000000,-164.27214,0.0083367163
1705500000,-164.31033,0.0085288957
1715000000,-164.29472,0.0084952684
1724500000,-164.27972,0.0084631778
1734000000,-164.27081,0.0084428126
1743500000,-164.25395,0.0084073208
1753000000,-164.23004,0.0083581852
1762500000,-164.19807,0.0082940347
1772000000,-164.17238,0.0082421592
1781500000,-164.13177,0.0081837112
1791000000,-164.0726,0.0080926791
1800500000,-164.00871,0.0079939403
1810000000,-163.93483,0.0078780968
1819500000,-163.85873,0.0077600572
1829000000,-163.77905,0.007637402
1838500000,-163.71631,0.0075460151
1848000000,-163.72949,0.0076847342
1857500000,-163.76578,0.0078994846
1867000000,-163.81265,0.0081369551
1876500000,-163.8963,0.0084498469
1886000000,-163.99945,0.0088115931
1895500000,-164.10815,0.0091973133
1905000000,-164.22455,0.0096142208
1914500000,-164.2899,0.009745419
1924000000,-164.28542,0.0095823007
1933500000,-164.2655,0.0093857814
1943000000,-164.23216,0.0091628302
1952500000,-164.1911,0.0089265462
1962000000,-164.13525,0.008664351
1971500000,-164.0605,0.0083711138
1981000000,-163.98723,0.0081117116
1990500000,-163.9381,0.007939158
2000000000,-163.88841,0.0077684838
END

