!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 15:35:24
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
1287500000,-173.36272,81.228386
1297000000,-173.24471,80.934303
1306500000,-173.02603,80.387871
1316000000,-172.96219,80.158745
1325500000,-173.13043,80.437874
1335000000,-173.27899,80.694145
1344500000,-173.11659,80.414093
1354000000,-173.19095,80.639854
1363500000,-173.36713,81.068604
1373000000,-173.40042,81.197029
1382500000,-173.79997,82.121735
1392000000,-174.25497,83.0616
1401500000,-174.4086,83.452286
1411000000,-174.0208,83.005058
1420500000,-173.79144,82.743675
1430000000,-174.07199,83.234734
1439500000,-174.14742,83.390366
1449000000,-173.92761,83.092323
1458500000,-173.5303,82.479836
1468000000,-173.47356,82.24118
1477500000,-173.3643,81.896179
1487000000,-173.28619,81.593063
1496500000,-173.4314,81.706619
1506000000,-173.11549,80.802269
1515500000,-173.07152,80.686157
1525000000,-173.01625,80.544441
1534500000,-173.11377,80.726517
1544000000,-173.34767,81.181618
1553500000,-173.49664,81.452019
1563000000,-173.4104,81.260162
1572500000,-173.55585,81.634834
1582000000,-174.10669,82.813118
1591500000,-174.34438,83.366318
1601000000,-174.24084,83.377182
1610500000,-174.09116,83.313728
1620000000,-174.00542,83.343582
1629500000,-173.64688,82.943649
1639000000,-173.35867,82.563454
1648500000,-173.32481,82.412155
1658000000,-173.35205,82.363579
1667500000,-173.33305,82.232109
1677000000,-173.24455,81.971313
1686500000,-173.25145,81.878456
1696000000,-173.28882,81.839775
1705500000,-173.24115,81.655617
1715000000,-173.28456,81.782646
1724500000,-173.3329,81.916794
1734000000,-173.43127,82.138458
1743500000,-173.46515,82.240768
1753000000,-173.4395,82.237381
1762500000,-173.34619,82.113297
1772000000,-173.30414,82.079666
1781500000,-173.52737,82.601097
1791000000,-173.62427,82.891815
1800500000,-173.67216,83.092377
1810000000,-173.61766,83.12661
1819500000,-173.53212,83.109879
1829000000,-173.40294,83.022026
1838500000,-173.42024,83.163437
1848000000,-173.13318,82.616608
1857500000,-172.7491,81.768784
1867000000,-172.47107,81.03997
1876500000,-172.4639,80.823921
1886000000,-172.5842,80.865097
1895500000,-172.72998,80.953636
1905000000,-172.91698,81.11956
1914500000,-173.28427,81.792343
1924000000,-173.5751,82.396568
1933500000,-173.74792,82.764458
1943000000,-173.804,82.928528
1952500000,-173.78735,82.972519
1962000000,-173.63397,82.794647
1971500000,-173.31743,82.332008
1981000000,-173.05865,81.954941
1990500000,-173.04871,82.036293
2000000000,-173.02975,82.099449
END

