!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 15:35:24
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
100000000,-174.86957,80.292191
109500000,-174.2354,78.98069
119000000,-174.07329,78.618141
128500000,-173.78407,77.871498
138000000,-173.67476,77.596138
147500000,-171.81728,71.507408
157000000,-174.06386,78.744507
166500000,-173.46962,77.167755
176000000,-173.48781,77.254784
185500000,-173.46005,77.147499
195000000,-173.50272,77.323761
204500000,-173.30589,76.867638
214000000,-173.56122,77.733177
223500000,-173.58189,77.940659
233000000,-173.60721,78.182785
242500000,-173.5034,78.012924
252000000,-173.44534,77.896194
261500000,-173.45596,77.951881
271000000,-173.45509,77.91571
280500000,-173.48889,77.959778
290000000,-173.49321,77.946465
299500000,-173.5284,78.089783
309000000,-173.6779,78.494385
318500000,-173.53239,78.067924
328000000,-173.08687,76.795555
337500000,-173.37672,77.717659
347000000,-172.74255,75.977188
356500000,-172.52383,75.10556
366000000,-172.6805,75.602158
375500000,-173.42169,77.785217
385000000,-174.03337,79.433701
394500000,-173.96426,79.351181
404000000,-173.85425,79.20253
413500000,-174.0575,79.840218
423000000,-173.80109,79.395325
432500000,-173.53651,78.828995
442000000,-173.37485,78.479179
451500000,-173.35667,78.481064
461000000,-172.97653,77.434914
470500000,-173.0737,77.679924
480000000,-173.20102,77.988998
489500000,-173.22278,77.999405
499000000,-173.3739,78.351547
508500000,-173.49483,78.681252
518000000,-173.47023,78.644791
527500000,-173.39467,78.482758
537000000,-173.50046,78.799232
546500000,-173.34154,78.44088
556000000,-173.36987,78.655563
565500000,-173.46631,79.085724
575000000,-173.42908,79.176712
584500000,-173.33362,79.136879
594000000,-173.37393,79.42157
603500000,-173.39098,79.561996
613000000,-173.22563,79.125816
622500000,-173.34204,79.367012
632000000,-173.36351,79.409073
641500000,-173.37431,79.436737
651000000,-173.41992,79.540237
660500000,-173.48508,79.634506
670000000,-173.50203,79.615425
679500000,-173.60278,79.775658
689000000,-173.71811,79.949394
698500000,-173.58235,79.543777
708000000,-173.58286,79.467117
717500000,-173.56328,79.344719
727000000,-173.3587,78.781563
736500000,-173.01532,77.894295
746000000,-173.11195,78.162285
755500000,-173.33546,78.82196
765000000,-173.13472,78.383278
774500000,-173.04826,78.232826
784000000,-173.22168,78.753868
793500000,-173.38016,79.224197
803000000,-172.96875,78.298088
812500000,-172.89091,78.208214
822000000,-172.99582,78.592796
831500000,-173.30208,79.453171
841000000,-173.40994,79.76368
850500000,-173.50104,80.018417
860000000,-173.52344,80.114388
869500000,-173.4985,80.10437
879000000,-173.52112,80.17939
888500000,-173.67033,80.501297
898000000,-173.69077,80.54142
907500000,-173.62166,80.38913
917000000,-173.51073,80.141731
926500000,-173.47296,80.064522
936000000,-173.39128,79.886955
945500000,-173.3799,79.86824
955000000,-173.41327,79.951439
964500000,-173.3248,79.807472
974000000,-173.17026,79.534813
983500000,-173.17261,79.626999
993000000,-173.27489,79.946754
1002500000,-173.4426,80.40728
1012000000,-173.5359,80.713074
1021500000,-173.55603,80.85778
1031000000,-173.59447,81.036446
1040500000,-173.44835,80.83548
1050000000,-173.53462,80.966812
1059500000,-173.60182,81.037514
1069000000,-173.59679,80.960312
1078500000,-173.42972,80.54142
1088000000,-173.28142,80.148026
1097500000,-173.23773,79.98027
1107000000,-173.23624,79.9058
1116500000,-173.24573,79.855362
1126000000,-173.25996,79.820595
1135500000,-172.9341,79.019569
1145000000,-172.85062,78.785164
1154500000,-172.89906,78.880005
1164000000,-173.12744,79.411057
1173500000,-173.40134,80.176483
1183000000,-173.58954,80.764366
1192500000,-173.63826,81.035881
1202000000,-173.43871,80.793091
1211500000,-173.39323,80.855827
1221000000,-173.67587,81.549652
1230500000,-173.67323,81.667702
1240000000,-173.48503,81.42894
1249500000,-173.16576,80.915619
1259000000,-173.34244,81.257126
1268500000,-173.41573,81.378532
1278000000,-173.39474,81.314651
