!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 08:45:54
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
100000000,-166.52158,0.018200966
109500000,-166.36652,0.013212764
119000000,-166.3187,0.012252531
128500000,-166.26686,0.013396877
138000000,-166.23817,0.016617887
147500000,-165.81085,0.013422596
157000000,-166.26456,0.016645608
166500000,-166.16083,0.016025173
176000000,-166.14989,0.016051508
185500000,-166.15215,0.01581279
195000000,-166.14276,0.015323878
204500000,-166.08237,0.014404274
214000000,-166.08266,0.013493455
223500000,-166.04257,0.012592108
233000000,-165.98703,0.011926857
242500000,-165.9438,0.011420649
252000000,-165.92105,0.011031344
261500000,-165.90848,0.010668223
271000000,-165.924,0.010417633
280500000,-165.94676,0.010265513
290000000,-165.95378,0.010201175
299500000,-165.94519,0.01029338
309000000,-165.96111,0.010816308
318500000,-165.94604,0.011439622
328000000,-165.87321,0.011677981
337500000,-165.90538,0.01151746
347000000,-165.75513,0.0088541172
356500000,-165.74992,0.0098865051
366000000,-165.78766,0.0097973943
375500000,-165.93192,0.0099424729
385000000,-165.99869,0.0098255659
394500000,-165.96083,0.0094716633
404000000,-165.90013,0.009286223
413500000,-165.87903,0.0094765648
423000000,-165.78496,0.0095035201
432500000,-165.70731,0.0096964706
442000000,-165.66188,0.0099888351
451500000,-165.64919,0.010294774
461000000,-165.58887,0.010184055
470500000,-165.6087,0.010262005
480000000,-165.64494,0.010214252
489500000,-165.66783,0.0099841896
499000000,-165.70273,0.009778413
508500000,-165.72002,0.0095017646
518000000,-165.70432,0.0091496175
527500000,-165.68234,0.0088396249
537000000,-165.68828,0.0087348018
546500000,-165.64326,0.0085288268
556000000,-165.60069,0.0084012635
565500000,-165.55809,0.0083159609
575000000,-165.48625,0.0081763957
584500000,-165.41068,0.0080412952
594000000,-165.34639,0.0079290252
603500000,-165.31451,0.007884861
613000000,-165.30737,0.007898991
622500000,-165.33398,0.0079747494
632000000,-165.336,0.0078971228
641500000,-165.34355,0.0077906488
651000000,-165.35674,0.0076997504
660500000,-165.38104,0.0076802676
670000000,-165.41039,0.0076691494
679500000,-165.45073,0.0077609834
689000000,-165.50108,0.0079662884
698500000,-165.51241,0.0081021963
708000000,-165.54254,0.0083635934
717500000,-165.56213,0.0086241905
727000000,-165.54785,0.008770477
736500000,-165.48524,0.0086416034
746000000,-165.5047,0.0086772377
755500000,-165.51674,0.010302686
765000000,-165.45908,0.010626961
774500000,-165.42082,0.010989799
784000000,-165.42342,0.011452944
793500000,-165.42099,0.011808222
803000000,-165.32083,0.011506392
812500000,-165.26544,0.011328706
822000000,-165.25801,0.011277276
