!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 18:31:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(REAL),SYSNPDI(IMAG)
100000000,1614.4111,0.51254231
109500000,1674.4224,0.38559818
119000000,1690.7026,0.36153439
128500000,1711.7705,0.40004772
138000000,1723.8372,0.49951899
147500000,1902.6718,0.44518986
157000000,1713.4404,0.49732241
166500000,1754.818,0.49035847
176000000,1760.7352,0.49240384
185500000,1758.715,0.48482752
195000000,1762.6929,0.47085434
204500000,1789.6978,0.44879463
214000000,1787.9486,0.42038849
223500000,1804.2323,0.39594486
233000000,1829.5175,0.37985355
242500000,1847.1384,0.36736998
252000000,1856.3192,0.35671192
261500000,1860.5984,0.34596974
271000000,1854.1381,0.336638
280500000,1845.6422,0.32998776
290000000,1840.4668,0.32739007
299500000,1843.2507,0.3310034
309000000,1835.4751,0.34654719
318500000,1842.2101,0.36779049
328000000,1873.3822,0.38180327
337500000,1861.4933,0.37377709
347000000,1927.4252,0.29745799
356500000,1927.0927,0.33253956
366000000,1909.9641,0.32669154
375500000,1847.254,0.32069793
385000000,1820.1423,0.31209147
394500000,1833.897,0.30348501
404000000,1859.5952,0.30173081
413500000,1870.2588,0.30941555
423000000,1911.4384,0.31708983
432500000,1944.854,0.3293649
442000000,1966.3379,0.34286278
451500000,1972.0253,0.35439852
461000000,1998.1503,0.35548967
470500000,1989.8947,0.3565782
480000000,1976.2773,0.3519702
489500000,1967.8862,0.34223393
499000000,1950.0125,0.3324984
508500000,1943.7499,0.32180724
518000000,1949.2369,0.3110036
527500000,1960.1425,0.30199027
537000000,1955.3477,0.29800132
546500000,1973.9087,0.29400569
556000000,1993.994,0.29246134
565500000,2015.0432,0.29234576
575000000,2047.3333,0.2922335
584500000,2085.5288,0.29245082
594000000,2113.5876,0.29266739
603500000,2130.5234,0.29318169
613000000,2136.8391,0.29419032
622500000,2121.3254,0.2951974
632000000,2119.2959,0.2921882
641500000,2116.6982,0.28774807
651000000,2113.0767,0.28352833
660500000,2096.4934,0.28123307
670000000,2082.8408,0.27893433
679500000,2063.0576,0.27966464
689000000,2041.4714,0.28375331
698500000,2034.9286,0.28784266
708000000,2021.1974,0.29507533
717500000,2011.4012,0.30289939
727000000,2017.499,0.30905238
736500000,2046.9471,0.30893263
746000000,2040.1245,0.30881956
755500000,2034.2905,0.36565426
765000000,2062.7942,0.38220373
774500000,2078.1018,0.39875096
784000000,2079.2175,0.4153069
793500000,2077.3242,0.42842963
803000000,2126.8306,0.42721871
812500000,2155.2944,0.4260191
822000000,2160.551,0.42481264
831500000,2154.1895,0.42361233
841000000,2157.3757,0.41919738
850500000,2157.5376,0.41402987
860000000,2163.7822,0.40884712
869500000,2176.5291,0.4036797
879000000,2178.854,0.4013699
888500000,2167.8677,0.40301344
898000000,2164.8726,0.40465486
907500000,2169.4885,0.40628844
917000000,2176.9556,0.40795839
926500000,2179.9719,0.41045442
936000000,2188.1675,0.41294247
945500000,2192.4863,0.41543782
955000000,2191.1167,0.41793606
964500000,2205.6428,0.41496938
974000000,2234.2693,0.40904954
983500000,2250.8113,0.40313002
993000000,2259.6501,0.39720958
1002500000,2262.5286,0.39078617
1012000000,2279.689,0.38297322
1021500000,2296.5159,0.3751556
1031000000,2318.8328,0.36734185
1040500000,2355.6387,0.35952902
1050000000,2336.3,0.36126462
1059500000,2316.5496,0.36432821
1069000000,2303.9973,0.36739975
1078500000,2297.3433,0.37046346
1088000000,2294.0457,0.37450427
1097500000,2284.1807,0.37953955
1107000000,2272.4417,0.38457507
1116500000,2256.5872,0.3896105
1126000000,2241.8083,0.39358792
1135500000,2262.3242,0.38862106
1145000000,2266.7839,0.38366005
1154500000,2257.0215,0.37869418
1164000000,2231.2808,0.37372735
1173500000,2237.1248,0.36050558
1183000000,2257.1104,0.34405681
1192500000,2296.3301,0.32760939
1202000000,2347.1799,0.31116101
1211500000,2384.0315,0.29733208
1221000000,2398.7148,0.28871682
1230500000,2429.0845,0.28010389
1240000000,2473.387,0.27148807
1249500000,2531.4893,0.26287851
1259000000,2512.7107,0.26385149
1268500000,2501.2905,0.26535043
1278000000,2496.2073,0.26684889
1287500000,2492.5571,0.26835319
1297000000,2489.0535,0.26997826
1306500000,2486.9504,0.27170169
1316000000,2471.0415,0.27342701
1325500000,2437.4875,0.27515727
1335000000,2409.1965,0.27511945
1344500000,2439.7639,0.26682642
1354000000,2450.2576,0.25852659
1363500000,2451.1436,0.2502284
1373000000,2465.6809,0.24192744
1382500000,2483.7153,0.2353218
1392000000,2501.1187,0.2291681
1401500000,2546.1938,0.22300877
1411000000,2619.0122,0.21685684
1420500000,2673.4766,0.21432194
1430000000,2669.822,0.2171369
1439500000,2679.5383,0.2199565
1449000000,2711.4377,0.22277725
1458500000,2746.7922,0.22570693
1468000000,2708.0227,0.23493882
1477500000,2672.7168,0.24417049
1487000000,2634.7126,0.25340286
1496500000,2577.9304,0.2626355
1506000000,2536.5083,0.45401272
1515500000,2532.8247,0.44738978
1525000000,2531.5063,0.4407669
1534500000,2517.8088,0.43414176
1544000000,2491.1155,0.42751923
1553500000,2475.9827,0.42089626
1563000000,2475.635,0.41426912
1572500000,2489.002,0.40713814
1582000000,2510.8591,0.39941719
1591500000,2554.5811,0.39169511
1601000000,2618.9939,0.38397375
1610500000,2687.6685,0.37625059
1620000000,2755.3862,0.3685289
1629500000,2836.6118,0.36080718
1639000000,2893.531,0.35694209
1648500000,2863.4746,0.36313009
1658000000,2828.5706,0.36932153
1667500000,2797.5427,0.37550983
1677000000,2771.437,0.38169211
1686500000,2742.6177,0.38788044
1696000000,2707.2053,0.39407131
1705500000,2681.4204,0.39962551
1715000000,2694.6555,0.39948314
1724500000,2703.3647,0.39935085
1734000000,2705.519,0.39920849
1743500000,2716.5835,0.39907619
1753000000,2736.6338,0.39893383
1762500000,2752.2095,0.39879721
1772000000,2771.9031,0.39865452
1781500000,2797.2493,0.39954573
1791000000,2834.4424,0.40052098
1800500000,2878.9778,0.4014973
1810000000,2926.2786,0.40246895
1819500000,2979.6104,0.40344509
1829000000,3034.0522,0.40442094
1838500000,3078.3596,0.40539706
1848000000,3069.4878,0.4115985
1857500000,3042.0364,0.41957936
1867000000,3007.7336,0.42755279
1876500000,2951.9597,0.43552503
1886000000,2884.1282,0.44350982
