!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 02:44:09
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
100000000,-174.91014,80.38076
109500000,-174.25232,79.022499
119000000,-174.0938,78.670349
128500000,-173.77208,77.838951
138000000,-173.68707,77.630173
147500000,-171.81865,71.51281
157000000,-174.07797,78.780106
166500000,-173.52142,77.314949
176000000,-173.48129,77.236282
185500000,-173.4601,77.147621
195000000,-173.50975,77.343643
204500000,-173.32231,76.915451
214000000,-173.56772,77.750977
223500000,-173.60332,77.998299
233000000,-173.59479,78.149895
242500000,-173.51576,78.046028
252000000,-173.48024,77.990211
261500000,-173.44081,77.911034
271000000,-173.47937,77.981087
280500000,-173.50745,78.00959
290000000,-173.53093,78.047722
299500000,-173.56342,78.182732
309000000,-173.68608,78.515427
318500000,-173.52338,78.043816
328000000,-173.07407,76.757927
337500000,-173.39413,77.765335
347000000,-172.75647,76.020271
356500000,-172.54944,75.189278
366000000,-172.70299,75.673477
375500000,-173.46385,77.899742
385000000,-174.04344,79.457649
394500000,-173.97185,79.369331
404000000,-173.84114,79.17067
413500000,-174.08383,79.900375
423000000,-173.83015,79.464485
432500000,-173.5479,78.857536
442000000,-173.3683,78.462242
451500000,-173.38388,78.551102
461000000,-173.01538,77.543297
470500000,-173.09032,77.725533
480000000,-173.18555,77.947388
489500000,-173.24541,78.059982
499000000,-173.38263,78.374298
508500000,-173.4767,78.635162
518000000,-173.48434,78.680687
527500000,-173.40285,78.50386
537000000,-173.51503,78.8358
546500000,-173.3439,78.446983
556000000,-173.37024,78.656525
565500000,-173.50801,79.187561
575000000,-173.4425,79.209343
584500000,-173.36668,79.217369
594000000,-173.41208,79.512009
603500000,-173.38416,79.545944
613000000,-173.26009,79.20974
622500000,-173.34293,79.369125
632000000,-173.35507,79.388939
641500000,-173.40096,79.499901
651000000,-173.44778,79.605675
660500000,-173.48766,79.640533
670000000,-173.52296,79.664307
679500000,-173.65097,79.886139
689000000,-173.76137,80.046982
698500000,-173.60422,79.595146
708000000,-173.63609,79.592613
717500000,-173.59061,79.410065
727000000,-173.34055,78.735741
736500000,-173.02066,77.908707
746000000,-173.14519,78.250008
755500000,-173.34474,78.845207
765000000,-173.16525,78.462463
774500000,-173.08777,78.336441
784000000,-173.23842,78.796059
793500000,-173.38394,79.233353
803000000,-172.99928,78.377808
812500000,-172.87541,78.167213
822000000,-173.03429,78.690781
831500000,-173.32889,79.516647
841000000,-173.40591,79.754402
850500000,-173.53787,80.101051
860000000,-173.60289,80.290146
869500000,-173.50723,80.12384
879000000,-173.53963,80.220337
888500000,-173.68793,80.539001
898000000,-173.73267,80.630615
907500000,-173.66736,80.487869
917000000,-173.52884,80.181961
926500000,-173.48825,80.098732
936000000,-173.42357,79.960335
945500000,-173.38423,79.878113
955000000,-173.44441,80.021797
964500000,-173.35466,79.875877
974000000,-173.22984,79.674316
983500000,-173.18242,79.64991
993000000,-173.32133,80.051567
1002500000,-173.46175,80.448715
1012000000,-173.54915,80.740852
1021500000,-173.61737,80.983879
1031000000,-173.6073,81.062485
1040500000,-173.49301,80.927666
1050000000,-173.59692,81.093399
1059500000,-173.64375,81.122261
1069000000,-173.61736,81.002319
1078500000,-173.49971,80.689995
1088000000,-173.32796,80.250999
1097500000,-173.2675,80.047325
1107000000,-173.24728,79.930931
1116500000,-173.28938,79.954765
1126000000,-173.26619,79.834877
1135500000,-172.99409,79.166618
1145000000,-172.88663,78.875458
1154500000,-172.94913,79.004326
1164000000,-173.16505,79.500366
1173500000,-173.43672,80.254662
1183000000,-173.67058,80.932259
1192500000,-173.62766,81.014343
1202000000,-173.49113,80.901703
1211500000,-173.44659,80.965652
1221000000,-173.67546,81.548851
1230500000,-173.70515,81.72789
1240000000,-173.51994,81.496552
1249500000,-173.2153,81.016991
1259000000,-173.39279,81.356392
1268500000,-173.468,81.480171
1278000000,-173.44173,81.406715
1287500000,-173.42052,81.34259
1297000000,-173.33102,81.109856
1306500000,-173.06058,80.462616
1316000000,-172.97748,80.192635
1325500000,-173.19823,80.583321
1335000000,-173.36417,80.871788
1344500000,-173.1532,80.49308
1354000000,-173.23885,80.740753
1363500000,-173.43042,81.19577
1373000000,-173.41005,81.216209
1382500000,-173.78986,82.103592
1392000000,-174.28729,83.112526
1401500000,-174.43944,83.498215
1411000000,-174.09248,83.118484
1420500000,-173.90569,82.930153
1430000000,-174.12154,83.310791
1439500000,-174.20824,83.481506
1449000000,-173.94455,83.118958
1458500000,-173.60463,82.606033
1468000000,-173.54153,82.360229
1477500000,-173.40675,81.973969
1487000000,-173.3445,81.703606
1496500000,-173.50101,81.836685
1506000000,-173.19263,80.96151
1515500000,-173.09557,80.736694
1525000000,-173.05508,80.627121
1534500000,-173.14635,80.794624
1544000000,-173.38342,81.252808
1553500000,-173.55652,81.567383
1563000000,-173.46259,81.362953
1572500000,-173.63837,81.790115
1582000000,-174.16574,82.909187
1591500000,-174.39108,83.436653
1601000000,-174.2886,83.448975
1610500000,-174.15466,83.409943
1620000000,-174.06396,83.431938
1629500000,-173.71069,83.04557
1639000000,-173.40317,82.63842
1648500000,-173.3663,82.483459
1658000000,-173.42778,82.494072
1667500000,-173.39424,82.339493
1677000000,-173.33076,82.127121
1686500000,-173.31339,81.991959
1696000000,-173.34273,81.93911
1705500000,-173.32054,81.804695
1715000000,-173.33333,81.873177
1724500000,-173.37006,81.984772
1734000000,-173.51089,82.279533
1743500000,-173.49478,82.292885
1753000000,-173.43526,82.229889
1762500000,-173.41835,82.241661
1772000000,-173.34377,82.150726
1781500000,-173.56004,82.655945
1791000000,-173.63676,82.912033
1800500000,-173.68851,83.118073
1810000000,-173.67525,83.216301
1819500000,-173.59039,83.200859
1829000000,-173.46582,83.121368
1838500000,-173.46826,83.237907
1848000000,-173.18839,82.708855
1857500000,-172.76845,81.804878
1867000000,-172.50914,81.11692
1876500000,-172.49916,80.896881
1886000000,-172.58118,80.858856
