!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 22:06:36
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(REAL),DUTNPD(IMAG)
1515500000,357.4046,2177.2507
1525000000,357.75177,2171.4946
1534500000,351.93069,2165.7214
1544000000,332.97095,2159.9075
1553500000,322.0249,2154.1321
1563000000,327.0112,2148.3647
1572500000,316.53519,2172.092
1582000000,281.28494,2231.2263
1591500000,264.5834,2290.3384
1601000000,270.64444,2349.4771
1610500000,278.97382,2408.5847
1620000000,287.09991,2467.7268
1629500000,311.10785,2526.781
1639000000,334.89066,2560.6572
1648500000,335.81058,2528.6567
1658000000,335.33826,2496.6707
1667500000,336.50311,2464.6707
1677000000,340.08939,2432.6707
1686500000,343.17905,2400.6753
1696000000,339.46945,2368.6709
1705500000,338.24249,2341.2322
1715000000,342.34448,2354.2813
1724500000,334.27124,2367.3965
1734000000,326.53284,2380.4849
1743500000,324.78522,2393.5313
1753000000,330.19839,2406.6465
1762500000,337.05463,2419.7444
1772000000,337.03427,2432.7813
1781500000,322.13028,2475.7756
1791000000,311.56766,2521.2571
1800500000,311.77921,2566.7415
1810000000,315.65033,2612.2295
1819500000,322.76819,2657.6621
1829000000,330.57559,2703.0969
1838500000,328.14523,2748.5803
1848000000,350.19427,2716.76
1857500000,384.35724,2658.6621
1867000000,408.98178,2600.5303
1876500000,411.55264,2542.4766
1886000000,399.62985,2484.3518
1895500000,385.78189,2426.2571
1905000000,363.87726,2368.1541
1914500000,337.80423,2357.2595
1924000000,315.80878,2382.0913
1933500000,302.59012,2406.9011
1943000000,301.38254,2431.7349
1952500000,301.24078,2456.5129
1962000000,309.70905,2481.3518
1971500000,337.66031,2506.1707
1981000000,358.50507,2533.8303
1990500000,357.00534,2565.9253
2000000000,359.85446,2598.0071
END

