!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 12:14:55
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
869500000,-173.50604,80.121216
879000000,-173.5443,80.230652
888500000,-173.7068,80.5793
898000000,-173.73114,80.627396
907500000,-173.64749,80.445053
917000000,-173.52211,80.167007
926500000,-173.4872,80.096382
936000000,-173.41663,79.944618
945500000,-173.37642,79.860275
955000000,-173.43111,79.991806
964500000,-173.33612,79.833458
974000000,-173.15059,79.48838
983500000,-173.15736,79.591331
993000000,-173.27295,79.942383
1002500000,-173.43539,80.391655
1012000000,-173.54103,80.723824
1021500000,-173.58711,80.921898
1031000000,-173.5782,81.003387
1040500000,-173.44403,80.826508
1050000000,-173.5484,80.994972
1059500000,-173.60995,81.054031
1069000000,-173.57828,80.922325
1078500000,-173.43901,80.561272
1088000000,-173.298,80.18486
1097500000,-173.26003,80.030533
1107000000,-173.23308,79.898621
1116500000,-173.24457,79.85273
1126000000,-173.26157,79.824272
1135500000,-172.95811,79.078651
1145000000,-172.85866,78.805389
1154500000,-172.9166,78.923691
1164000000,-173.14516,79.453209
1173500000,-173.42906,80.237793
1183000000,-173.638,80.865135
1192500000,-173.66431,81.088631
1202000000,-173.44698,80.810295
1211500000,-173.39906,80.867882
1221000000,-173.66241,81.523804
1230500000,-173.65715,81.63723
1240000000,-173.5081,81.473694
1249500000,-173.15616,80.895866
1259000000,-173.3856,81.342278
1268500000,-173.43535,81.41684
1278000000,-173.39093,81.307137
1287500000,-173.39432,81.290993
1297000000,-173.25169,80.948639
1306500000,-173.05441,80.449333
1316000000,-172.98682,80.213318
1325500000,-173.13628,80.450493
1335000000,-173.34412,80.830269
1344500000,-173.13724,80.45871
1354000000,-173.21425,80.689072
1363500000,-173.3654,81.065102
1373000000,-173.36455,81.12516
1382500000,-173.7778,82.081917
1392000000,-174.286,83.110489
1401500000,-174.42331,83.474213
1411000000,-174.06371,83.073174
1420500000,-173.80754,82.770256
1430000000,-174.06686,83.22683
1439500000,-174.15854,83.407143
1449000000,-173.94699,83.122765
1458500000,-173.59731,82.593674
1468000000,-173.47195,82.238342
1477500000,-173.41475,81.988541
1487000000,-173.31592,81.649605
1496500000,-173.4368,81.716766
1506000000,-173.12186,80.815529
1515500000,-173.07571,80.694969
1525000000,-173.04846,80.613068
1534500000,-173.1235,80.746902
1544000000,-173.37112,81.228378
1553500000,-173.513,81.483704
1563000000,-173.42769,81.29435
1572500000,-173.5713,81.664139
1582000000,-174.08075,82.770515
1591500000,-174.37256,83.408836
1601000000,-174.26871,83.419167
1610500000,-174.11761,83.353981
1620000000,-173.96336,83.279396
1629500000,-173.69456,83.019958
1639000000,-173.37097,82.584236
1648500000,-173.32489,82.412285
1658000000,-173.36716,82.389771
1667500000,-173.36932,82.295944
1677000000,-173.25182,81.984543
1686500000,-173.24931,81.874512
1696000000,-173.30719,81.873749
1705500000,-173.28508,81.738449
1715000000,-173.26515,81.746338
1724500000,-173.31532,81.884453
1734000000,-173.494,82.249809
1743500000,-173.48613,82.27771
1753000000,-173.40829,82.182106
1762500000,-173.38695,82.186066
1772000000,-173.28751,82.049667
1781500000,-173.54193,82.625595
1791000000,-173.62749,82.897018
1800500000,-173.64452,83.048676
1810000000,-173.63237,83.149628
1819500000,-173.52197,83.093925
1829000000,-173.41953,83.048386
1838500000,-173.43965,83.193634
1848000000,-173.11089,82.579033
1857500000,-172.75749,81.78447
1867000000,-172.49481,81.088043
1876500000,-172.45645,80.808464
1886000000,-172.57335,80.842628
1895500000,-172.73421,80.962288
1905000000,-172.9463,81.178398
1914500000,-173.26483,81.756012
1924000000,-173.61168,82.459579
1933500000,-173.73264,82.739212
1943000000,-173.78772,82.902237
1952500000,-173.79579,82.986038
1962000000,-173.64119,82.806488
1971500000,-173.29329,82.28978
1981000000,-173.06003,81.957451
1990500000,-173.05908,82.055069
2000000000,-173.03668,82.111855
END

