!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 12:14:55
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
100000000,-174.87866,80.312111
109500000,-174.24582,79.006447
119000000,-174.07681,78.627129
128500000,-173.78583,77.876274
138000000,-173.70364,77.675858
147500000,-171.80769,71.469353
157000000,-174.04608,78.699516
166500000,-173.48593,77.214256
176000000,-173.48338,77.242256
185500000,-173.44095,77.09272
195000000,-173.52245,77.379379
204500000,-173.30397,76.862015
214000000,-173.56453,77.742233
223500000,-173.57959,77.934456
233000000,-173.57826,78.106018
242500000,-173.50076,78.005867
252000000,-173.4333,77.863586
261500000,-173.42836,77.877342
271000000,-173.43593,77.863838
280500000,-173.51318,78.024979
290000000,-173.51402,78.002434
299500000,-173.52885,78.090973
309000000,-173.67728,78.492775
318500000,-173.5007,77.983063
328000000,-173.08359,76.785934
337500000,-173.3709,77.701668
347000000,-172.74712,75.991341
356500000,-172.53716,75.149139
366000000,-172.67731,75.592003
375500000,-173.43977,77.834473
385000000,-174.00008,79.35424
394500000,-173.95818,79.336586
404000000,-173.87779,79.259529
413500000,-174.04143,79.803352
423000000,-173.79848,79.389114
432500000,-173.53806,78.832886
442000000,-173.36124,78.44397
451500000,-173.36923,78.513481
461000000,-172.96989,77.416298
470500000,-173.05786,77.636276
480000000,-173.17093,77.907959
489500000,-173.23773,78.039474
499000000,-173.34312,78.270973
508500000,-173.46376,78.602127
518000000,-173.46266,78.625496
527500000,-173.37724,78.437698
537000000,-173.48738,78.766304
546500000,-173.36551,78.502792
556000000,-173.35791,78.625099
565500000,-173.49011,79.143951
575000000,-173.4173,79.148041
584500000,-173.33315,79.13575
594000000,-173.39041,79.460739
603500000,-173.37212,79.517578
613000000,-173.25122,79.188187
622500000,-173.32297,79.321259
632000000,-173.34937,79.375305
641500000,-173.36969,79.425743
651000000,-173.40013,79.493523
660500000,-173.48227,79.627937
670000000,-173.51723,79.650932
679500000,-173.62103,79.817619
689000000,-173.72871,79.973404
698500000,-173.5621,79.496002
708000000,-173.60698,79.524162
717500000,-173.54259,79.295006
727000000,-173.35945,78.78344
736500000,-173.0282,77.929077
746000000,-173.11678,78.175041
755500000,-173.33173,78.812592
765000000,-173.16202,78.454086
774500000,-173.06392,78.273956
784000000,-173.19487,78.686028
793500000,-173.35747,79.169098
803000000,-172.95532,78.262817
812500000,-172.87738,78.172432
822000000,-173.01828,78.650093
831500000,-173.30904,79.469681
841000000,-173.39983,79.740341
850500000,-173.52122,80.063759
860000000,-173.55228,80.178551
