!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 19:40:06
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(REAL),DUTNPD(IMAG)
1249500000,348.03232,2185.2827
1259000000,330.6936,2181.4812
1268500000,322.1976,2175.6584
1278000000,327.96689,2169.8682
1287500000,331.20148,2164.0933
1297000000,337.56897,2150.4138
1306500000,356.41541,2130.6621
1316000000,362.10123,2110.9045
1325500000,347.34109,2091.1392
1335000000,330.39798,2077.5002
1344500000,346.53656,2092.5117
1354000000,342.02237,2107.5337
1363500000,328.33875,2122.6013
1373000000,329.09735,2137.6216
1382500000,301.5011,2182.0334
1392000000,266.30112,2234.3494
1401500000,257.77927,2286.6111
1411000000,281.07065,2338.8938
1420500000,297.19589,2376.0071
1430000000,281.58862,2390.7322
1439500000,276.77493,2405.4043
1449000000,290.14185,2420.1035
1458500000,315.34845,2433.7571
1468000000,323.78995,2389.0259
1477500000,328.74631,2344.28
1487000000,335.31989,2299.5884
1496500000,321.01099,2254.8579
1506000000,348.80017,2183.0115
1515500000,354.56372,2177.2507
1525000000,359.74487,2171.4946
1534500000,352.5029,2165.7214
1544000000,333.25888,2159.9075
1553500000,321.77271,2154.1321
1563000000,328.85471,2148.3647
1572500000,319.40939,2172.092
1582000000,279.62708,2231.2263
1591500000,265.3334,2290.3384
1601000000,269.72751,2349.4771
1610500000,280.15411,2408.5847
1620000000,288.31833,2467.7268
1629500000,311.60416,2526.781
1639000000,335.66119,2560.6572
1648500000,335.69159,2528.6567
1658000000,331.79584,2496.6707
1667500000,333.45422,2464.6707
1677000000,340.86237,2432.6707
1686500000,339.85156,2400.6753
1696000000,336.26202,2368.6709
1705500000,340.93079,2341.2322
1715000000,341.59518,2354.2813
1724500000,335.06638,2367.3965
1734000000,326.32739,2380.4849
1743500000,324.8822,2393.5313
1753000000,332.37863,2406.6465
1762500000,331.73367,2419.7444
1772000000,338.65125,2432.7813
1781500000,317.66455,2475.7756
1791000000,310.01758,2521.2571
1800500000,310.64124,2566.7415
1810000000,312.80634,2612.2295
1819500000,320.18088,2657.6621
1829000000,331.88605,2703.0969
1838500000,325.92395,2748.5803
1848000000,351.5686,2716.76
1857500000,384.26367,2658.6621
1867000000,407.48984,2600.5303
1876500000,408.79694,2542.4766
1886000000,399.81613,2484.3518
1895500000,383.16916,2426.2571
1905000000,366.49677,2368.1541
1914500000,338.7879,2357.2595
1924000000,315.7691,2382.0913
1933500000,303.85229,2406.9011
1943000000,299.50327,2431.7349
1952500000,299.42526,2456.5129
1962000000,310.48093,2481.3518
1971500000,336.33716,2506.1707
1981000000,356.33365,2533.8303
1990500000,354.60352,2565.9253
2000000000,356.61954,2598.0071
END

