!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 00:56:41
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
100000000,-166.52084,0.018197872
109500000,-166.36095,0.013195829
119000000,-166.31544,0.012243371
128500000,-166.26469,0.013390233
138000000,-166.23874,0.016620073
147500000,-165.8098,0.013419341
157000000,-166.2675,0.016656913
166500000,-166.16391,0.016036563
176000000,-166.14517,0.016034115
185500000,-166.15269,0.015814789
195000000,-166.14378,0.015327511
204500000,-166.07861,0.014391787
214000000,-166.08344,0.013495861
223500000,-166.03976,0.012583974
233000000,-165.98923,0.011932864
242500000,-165.93912,0.011408321
252000000,-165.91968,0.011027858
261500000,-165.90768,0.010666285
271000000,-165.92421,0.010418159
280500000,-165.94717,0.010266498
290000000,-165.95868,0.010212669
299500000,-165.94386,0.01029022
309000000,-165.96274,0.010820397
318500000,-165.94696,0.011442009
328000000,-165.87148,0.011673303
337500000,-165.90346,0.011512362
347000000,-165.7525,0.0088487491
356500000,-165.75294,0.009893381
366000000,-165.78783,0.0097977668
375500000,-165.93419,0.0099476799
385000000,-165.99959,0.0098276064
394500000,-165.95966,0.0094691254
404000000,-165.90562,0.0092979725
413500000,-165.88113,0.00948116
423000000,-165.78568,0.0095050856
432500000,-165.71344,0.0097101927
442000000,-165.66257,0.0099904072
451500000,-165.64549,0.010286018
461000000,-165.58569,0.0101766
470500000,-165.61101,0.010267418
480000000,-165.63728,0.010196241
489500000,-165.66707,0.0099824173
499000000,-165.70027,0.0097728847
508500000,-165.71036,0.0094806543
518000000,-165.70607,0.0091533232
527500000,-165.68243,0.0088398047
537000000,-165.68919,0.0087366402
546500000,-165.64409,0.0085304221
556000000,-165.60251,0.0084047643
565500000,-165.55948,0.0083186012
575000000,-165.48717,0.0081781074
584500000,-165.40393,0.008028836
594000000,-165.34879,0.0079333885
603500000,-165.31184,0.0078800172
613000000,-165.30399,0.0078928405
622500000,-165.33261,0.0079722321
632000000,-165.33855,0.0079017682
641500000,-165.34682,0.007796526
651000000,-165.34882,0.0076857186
660500000,-165.38,0.0076784459
670000000,-165.41019,0.0076687974
679500000,-165.45259,0.0077642994
689000000,-165.49988,0.0079640811
698500000,-165.50916,0.0080961138
708000000,-165.54297,0.0083644381
717500000,-165.56419,0.0086282678
727000000,-165.54416,0.0087630348
736500000,-165.48988,0.0086508347
746000000,-165.50819,0.0086842282
755500000,-165.51694,0.010303167
765000000,-165.45663,0.010620993
774500000,-165.41754,0.010981516
784000000,-165.42056,0.011445411
793500000,-165.42139,0.011809303
803000000,-165.31441,0.011489401
812500000,-165.26273,0.011321605
822000000,-165.25311,0.011264575
831500000,-165.26109,0.01125342
841000000,-165.25754,0.011127026
850500000,-165.25371,0.010980166
860000000,-165.24576,0.010822899
869500000,-165.21547,0.010611835
879000000,-165.21341,0.010546087
888500000,-165.23347,0.010638331
898000000,-165.2437,0.010706823
907500000,-165.2346,0.010727564
917000000,-165.22115,0.01073835
926500000,-165.21533,0.010789584
936000000,-165.19797,0.01081167
945500000,-165.18687,0.010849269
955000000,-165.19228,0.010928091
964500000,-165.15688,0.01076241
974000000,-165.10692,0.010487547
983500000,-165.07179,0.01025254
993000000,-165.05853,0.010071164
1002500000,-165.04613,0.0098800426
1012000000,-165.01938,0.0096230377
1021500000,-164.98331,0.0093486384
1031000000,-164.93929,0.0090616113
1040500000,-164.88,0.0087486347
1050000000,-164.91531,0.0088626267
1059500000,-164.94984,0.0090091387
1069000000,-164.97346,0.0091346381
1078500000,-164.985,0.0092353253
1088000000,-164.98938,0.0093454756
1097500000,-165.00432,0.0095037585
1107000000,-165.0338,0.0096954498
1116500000,-165.05969,0.0098811137
1126000000,-165.08644,0.010043681
1135500000,-165.05054,0.0098352768
1145000000,-165.04213,0.0096909516
1154500000,-165.06024,0.0096054655
1164000000,-165.10634,0.0095806643
1173500000,-165.1012,0.0092307637
1183000000,-165.05573,0.0087178471
1192500000,-164.98549,0.0081679299
1202000000,-164.88936,0.0075879949
1211500000,-164.81856,0.007133523
1221000000,-164.7932,0.0068865032
1230500000,-164.74425,0.0066061779
1240000000,-164.66432,0.0062862239
1249500000,-164.5612,0.0059440313
1259000000,-164.59608,0.0060141436
1268500000,-164.62076,0.0060827737
1278000000,-164.61797,0.0061131893
1287500000,-164.63197,0.0061675236
1297000000,-164.63617,0.0062108692
1306500000,-164.63885,0.0062543899
1316000000,-164.66562,0.0063329968
1325500000,-164.72481,0.0064605218
1335000000,-164.77783,0.006538982
1344500000,-164.72209,0.0062610004
1354000000,-164.70442,0.0060416204
1363500000,-164.70116,0.0058433106
1373000000,-164.67522,0.0056158234
1382500000,-164.64612,0.0054259999
1392000000,-164.61438,0.0052456316
1401500000,-164.53951,0.005017397
1411000000,-164.41321,0.0047391509
1420500000,-164.32957,0.0045944131
1430000000,-164.33295,0.0046583805
1439500000,-164.31487,0.0046992633
1449000000,-164.2713,0.0047120159
1458500000,-164.20424,0.0047008307
1468000000,-164.26292,0.0049596727
1477500000,-164.32565,0.0052295569
1487000000,-164.39285,0.0055119246
1496500000,-164.48752,0.0058386452
1506000000,-164.56621,0.010277688
1515500000,-164.56856,0.010133253
1525000000,-164.57101,0.0099888863
1534500000,-164.59406,0.0098910816
1544000000,-164.63583,0.0098343343
1553500000,-164.66574,0.0097489068
1563000000,-164.66234,0.0095878979
1572500000,-164.64157,0.0093778931
1582000000,-164.60007,0.0091125406
1591500000,-164.52705,0.0087873787
1601000000,-164.4207,0.0084057683
1610500000,-164.31114,0.0080315266
1620000000,-164.2052,0.0076771262
1629500000,-164.07172,0.0072887498
1639000000,-163.9886,0.0070739752
1648500000,-164.03268,0.0072700544
1658000000,-164.08476,0.0074832067
1667500000,-164.13068,0.0076894499
1677000000,-164.17191,0.0078906137
1686500000,-164.22212,0.0081117814
1696000000,-164.27769,0.008347379
1705500000,-164.31984,0.0085475864
1715000000,-164.29716,0.0085000424
1724500000,-164.28729,0.0084779356
1734000000,-164.27966,0.0084600402
1743500000,-164.25661,0.0084124515
1753000000,-164.23174,0.0083614374
1762500000,-164.20834,0.0083136586
1772000000,-164.17397,0.0082451794
1781500000,-164.13788,0.0081952112
1791000000,-164.07875,0.0081041409
1800500000,-164.0139,0.0080034854
1810000000,-163.94244,0.0078919381
1819500000,-163.86333,0.0077682515
1829000000,-163.78165,0.0076419623
1838500000,-163.72125,0.0075546037
1848000000,-163.73262,0.0076902811
1857500000,-163.77086,0.0079087364
1867000000,-163.82008,0.0081508681
1876500000,-163.8959,0.0084491
1886000000,-164.00337,0.008819554
1895500000,-164.11218,0.0092058443
1905000000,-164.23709,0.0096420087
1914500000,-164.29362,0.00975376
1924000000,-164.29149,0.0095956884
1933500000,-164.26942,0.0093942769
1943000000,-164.23611,0.0091711683
1952500000,-164.1965,0.0089376764
1962000000,-164.14215,0.0086781122
1971500000,-164.06209,0.0083741751
1981000000,-163.99113,0.0081190011
1990500000,-163.94637,0.007954278
2000000000,-163.89526,0.007780727
END

