!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 08:45:54
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(DB),DUTNPD(DEG)
974000000,-173.22583,79.664978
983500000,-173.1884,79.663857
993000000,-173.31256,80.031837
1002500000,-173.47108,80.468857
1012000000,-173.58362,80.812798
1021500000,-173.65347,81.057312
1031000000,-173.63835,81.125122
1040500000,-173.5217,80.98642
1050000000,-173.5948,81.089104
1059500000,-173.65025,81.135338
1069000000,-173.61943,81.006531
1078500000,-173.48853,80.666382
1088000000,-173.31297,80.217957
1097500000,-173.26503,80.041794
1107000000,-173.28134,80.007973
1116500000,-173.26421,79.897545
1126000000,-173.27847,79.863007
1135500000,-172.98848,79.152977
1145000000,-172.88719,78.876869
1154500000,-172.93695,78.974213
1164000000,-173.17871,79.532593
1173500000,-173.42862,80.236832
1183000000,-173.64655,80.882767
1192500000,-173.6714,81.102943
1202000000,-173.46774,80.853394
1211500000,-173.43959,80.951309
1221000000,-173.68262,81.562553
1230500000,-173.73096,81.776199
1240000000,-173.53542,81.526352
1249500000,-173.20535,80.996719
1259000000,-173.42245,81.414337
1268500000,-173.46729,81.478798
1278000000,-173.42172,81.367645
1287500000,-173.42566,81.352684
1297000000,-173.30063,81.048409
1306500000,-173.07661,80.497139
1316000000,-173.02567,80.29879
1325500000,-173.20198,80.591301
1335000000,-173.37395,80.892006
1344500000,-173.15546,80.497925
1354000000,-173.25252,80.769356
1363500000,-173.41408,81.163116
1373000000,-173.388,81.172195
1382500000,-173.84019,82.193451
1392000000,-174.31494,83.155823
1401500000,-174.47899,83.556664
1411000000,-174.08212,83.102196
1420500000,-173.90276,82.925415
1430000000,-174.13065,83.324692
1439500000,-174.19022,83.454636
1449000000,-173.98756,83.186119
1458500000,-173.61557,82.62442
1468000000,-173.50917,82.303757
1477500000,-173.44887,82.050446
1487000000,-173.36075,81.734161
1496500000,-173.47362,81.785751
1506000000,-173.15248,80.878952
1515500000,-173.09663,80.738922
1525000000,-173.08537,80.691116
1534500000,-173.12827,80.756866
1544000000,-173.41171,81.308716
1553500000,-173.5786,81.60952
1563000000,-173.43977,81.318153
1572500000,-173.58525,81.690491
1582000000,-174.14241,82.871391
1591500000,-174.38579,83.428719
1601000000,-174.28079,83.437279
1610500000,-174.18086,83.449219
1620000000,-174.00717,83.346245
1629500000,-173.69705,83.023911
1639000000,-173.43188,82.686386
1648500000,-173.35727,82.468002
1658000000,-173.39333,82.434959
1667500000,-173.34537,82.253838
1677000000,-173.30563,82.082001
1686500000,-173.29344,81.955589
1696000000,-173.30908,81.877258
1705500000,-173.30208,81.770279
1715000000,-173.30939,81.82885
1724500000,-173.38287,82.008087
1734000000,-173.51259,82.282501
1743500000,-173.48433,82.274544
1753000000,-173.45895,82.271667
1762500000,-173.36545,82.147766
1772000000,-173.33177,82.12928
1781500000,-173.56995,82.672493
1791000000,-173.68617,82.991402
1800500000,-173.70413,83.142548
1810000000,-173.66693,83.203415
1819500000,-173.53922,83.12101
1829000000,-173.46046,83.112961
1838500000,-173.47284,83.244957
1848000000,-173.17671,82.689453
1857500000,-172.78502,81.83567
1867000000,-172.50867,81.115974
1876500000,-172.47711,80.851341
1886000000,-172.59186,80.880905
1895500000,-172.77432,81.044037
1905000000,-173.00867,81.302238
1914500000,-173.33696,81.889977
1924000000,-173.66632,82.552803
1933500000,-173.77357,82.806618
1943000000,-173.83308,82.975258
1952500000,-173.8593,83.086876
1962000000,-173.68312,82.874878
1971500000,-173.33868,82.369003
1981000000,-173.08907,82.010376
1990500000,-173.10957,82.145729
2000000000,-173.05069,82.13694
END

