!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 00:20:31
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),B_2(DB),B_2(DEG)
100000000,-104.09292,144.71077
109500000,-102.91326,160.86575
119000000,-104.0267,10.169571
128500000,-104.34037,130.54297
138000000,-104.72536,-7.1788473
147500000,-102.40397,166.22845
157000000,-102.82951,120.45305
166500000,-103.13624,115.14814
176000000,-103.58814,71.482811
185500000,-103.95394,35.801594
195000000,-104.40377,-85.923126
204500000,-105.01703,-98.162987
214000000,-102.24197,-51.52697
223500000,-102.82853,172.97389
233000000,-103.02362,21.559391
242500000,-103.2375,-75.362572
252000000,-98.217278,-117.46773
261500000,-98.784775,-74.82093
271000000,-98.974213,59.931721
280500000,-99.159256,-82.038177
290000000,-99.806488,79.329147
299500000,-100.09023,-89.871147
309000000,-100.41985,44.844116
318500000,-100.29806,-134.91199
328000000,-100.62766,43.035919
337500000,-100.57834,95.319878
347000000,-100.94472,-57.564827
356500000,-101.20402,-159.27335
366000000,-101.44309,-85.952576
375500000,-101.76742,170.97015
385000000,-101.73357,35.141457
394500000,-101.79861,-127.35889
404000000,-102.10491,153.33009
413500000,-102.06073,77.550209
423000000,-102.61217,-133.40665
432500000,-102.57827,143.59213
442000000,-102.86263,-88.945938
451500000,-102.70026,95.623627
461000000,-103.22861,62.709579
470500000,-103.19593,-142.67245
480000000,-103.39294,27.649513
489500000,-103.65975,-99.148224
499000000,-103.3953,130.16519
508500000,-103.05453,78.589035
518000000,-102.971,-18.848349
527500000,-103.2964,-155.96472
537000000,-103.33794,168.55319
546500000,-103.28822,-99.945633
556000000,-103.54549,130.51773
565500000,-103.72646,-169.01117
575000000,-103.67405,9.9031229
584500000,-103.62791,-121.31636
594000000,-103.95058,-44.103683
603500000,-103.99992,-71.153236
613000000,-104.36118,-157.22719
622500000,-104.01259,16.454475
632000000,-103.29791,-81.749687
641500000,-103.32348,-38.419033
651000000,-103.40176,93.090263
660500000,-103.74322,-158.03026
670000000,-103.57152,27.542429
679500000,-103.49834,47.169937
689000000,-103.75449,-27.096241
698500000,-103.97235,120.84314
708000000,-103.64117,124.05215
717500000,-103.85062,26.783003
727000000,-104.05657,74.173126
736500000,-104.07757,32.972641
746000000,-104.25037,14.916917
755500000,-104.25177,-40.905384
765000000,-104.36826,133.0247
774500000,-104.21145,-110.89507
784000000,-104.46986,51.85545
793500000,-104.28088,-51.299
803000000,-104.35178,-129.71407
812500000,-104.45125,-42.438293
822000000,-104.49242,-81.572479
831500000,-104.69509,-101.53562
841000000,-104.80865,153.18176
850500000,-104.61089,-118.78491
860000000,-104.7859,-69.891861
869500000,-104.94463,152.711
879000000,-104.78564,-103.58014
888500000,-105.158,78.967125
898000000,-104.96841,-155.27399
907500000,-105.19456,68.828896
917000000,-104.94594,-58.846275
926500000,-104.93935,-87.128143
936000000,-105.29273,143.40071
945500000,-104.94547,63.023617
955000000,-105.21906,-157.8196
964500000,-105.15746,13.874662
974000000,-105.16034,-4.0341387
983500000,-105.19749,-31.997906
993000000,-105.46661,49.789715
1002500000,-105.25234,109.23528
1012000000,-105.5683,-101.38108
1021500000,-105.33693,-85.932762
1031000000,-105.35674,-155.7907
1040500000,-105.18977,55.81255
1050000000,-105.10917,62.138802
1059500000,-105.37489,-108.73566
1069000000,-105.30371,9.9510689
1078500000,-105.41724,-41.910347
1088000000,-105.4613,-25.678465
1097500000,-105.46402,-44.292294
1107000000,-105.28554,-133.8658
1116500000,-105.38697,-98.940384
1126000000,-105.35741,21.678528
1135500000,-105.70033,177.88652
1145000000,-105.5924,86.222649
1154500000,-105.63486,166.94933
1164000000,-105.53544,101.42163
1173500000,-105.50804,-47.43985
1183000000,-105.37801,26.688042
1192500000,-105.60328,-74.817184
1202000000,-105.23453,153.6095
1211500000,-105.50237,128.96048
1221000000,-105.6266,-71.952118
1230500000,-105.54842,-4.9026089
1240000000,-105.64963,2.599822
1249500000,-105.42937,142.83821
1259000000,-105.29914,20.191439
1268500000,-105.38738,50.310528
1278000000,-105.54367,15.02998
1287500000,-105.60585,176.13609
1297000000,-105.35872,-175.33763
1306500000,-105.59636,18.663647
1316000000,-105.29704,151.43549
1325500000,-105.56778,-170.49149
1335000000,-105.15781,17.695566
1344500000,-105.3016,19.789433
1354000000,-105.112,55.609562
1363500000,-105.10875,59.482021
1373000000,-105.20736,135.00478
1382500000,-105.15491,4.2928424
1392000000,-105.0432,127.28575
1401500000,-105.3559,-111.44211
1411000000,-105.32774,-140.82039
1420500000,-105.32892,-1.59474
1430000000,-105.20537,127.41478
1439500000,-105.10281,136.93236
1449000000,-105.21472,-136.37985
1458500000,-105.34415,144.35683
1468000000,-105.11649,152.36452
1477500000,-105.0033,106.91409
1487000000,-105.10804,78.511559
1496500000,-104.95464,127.30659
1506000000,-104.96868,-135.87883
1515500000,-104.87451,-132.49112
1525000000,-104.84507,-92.370552
1534500000,-105.20567,111.50117
1544000000,-104.71586,22.620428
1553500000,-104.83344,73.669373
1563000000,-104.86189,81.289688
1572500000,-104.9157,173.75806
1582000000,-104.84578,-31.916662
1591500000,-104.62189,-64.167252
1601000000,-104.56049,63.906433
1610500000,-104.88505,-26.927891
1620000000,-104.8049,145.59499
1629500000,-104.62709,-85.556557
1639000000,-104.33128,76.469727
1648500000,-104.71693,-137.06563
1658000000,-104.51871,139.74529
1667500000,-104.79472,54.734798
1677000000,-104.578,107.20094
1686500000,-104.69142,-95.531822
1696000000,-104.55109,-53.490147
1705500000,-104.58845,-152.2043
1715000000,-104.81815,-97.069664
1724500000,-104.47064,147.12386
1734000000,-104.55206,146.95322
1743500000,-104.49532,42.185627
1753000000,-104.35501,-3.1670623
1762500000,-104.22419,68.395325
1772000000,-104.21974,44.999622
1781500000,-104.34063,-36.847637
1791000000,-104.43967,11.230798
1800500000,-104.14117,-18.196091
1810000000,-104.05125,65.011108
1819500000,-104.18478,-25.760698
1829000000,-104.31619,-160.98518
1838500000,-104.1829,-84.622063
1848000000,-104.13831,125.26375
1857500000,-103.97366,-50.382717
1867000000,-103.85411,113.55865
1876500000,-104.18711,28.986301
1886000000,-104.0971,74.851021
1895500000,-104.23215,3.5954299
1905000000,-104.19065,37.350609
1914500000,-104.04041,84.634964
1924000000,-103.87785,37.168652
1933500000,-103.78176,57.53582
1943000000,-103.87135,-58.113369
1952500000,-103.9357,-176.98569
1962000000,-103.9709,6.2224712
1971500000,-104.14798,135.45218
1981000000,-104.06714,-68.963417
1990500000,-104.09949,-69.347092
2000000000,-103.94521,175.02625
END

