!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Wednesday, January 25, 2023 04:15:48
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(REAL),SYSNPDI(IMAG)
100000000,1615.9586,0.51254231
109500000,1675.3043,0.38559818
119000000,1692.6295,0.36153439
128500000,1712.2478,0.40004772
138000000,1721.8582,0.49951899
147500000,1903.1727,0.44518986
157000000,1715.0845,0.49732241
166500000,1757.1469,0.49035847
176000000,1759.5077,0.49240384
185500000,1761.0372,0.48482752
195000000,1763.3105,0.47085434
204500000,1788.6558,0.44879463
214000000,1787.639,0.42038849
223500000,1806.3458,0.39594486
233000000,1826.8091,0.37985355
242500000,1846.1384,0.36736998
252000000,1855.5195,0.35671192
261500000,1859.7664,0.34596974
271000000,1853.4683,0.336638
280500000,1842.8385,0.32998776
290000000,1840.6143,0.32739007
299500000,1845.0859,0.3310034
309000000,1835.6588,0.34654719
318500000,1842.1597,0.36779049
328000000,1871.9229,0.38180327
337500000,1860.4768,0.37377709
347000000,1927.9325,0.29745799
356500000,1925.5275,0.33253956
366000000,1911.059,0.32669154
375500000,1847.8571,0.32069793
385000000,1820.5311,0.31209147
394500000,1837.5736,0.30348501
404000000,1859.8621,0.30173081
413500000,1868.6005,0.30941555
423000000,1912.6127,0.31708983
432500000,1944.1042,0.3293649
442000000,1965.5082,0.34286278
451500000,1972.5979,0.35439852
461000000,2002.6981,0.35548967
470500000,1990.606,0.3565782
480000000,1975.521,0.3519702
489500000,1967.5457,0.34223393
499000000,1950.8788,0.3324984
508500000,1942.6028,0.32180724
518000000,1946.6694,0.3110036
527500000,1957.5885,0.30199027
537000000,1956.6152,0.29800132
546500000,1973.0367,0.29400569
556000000,1992.1066,0.29246134
565500000,2017.1272,0.29234576
575000000,2048.7346,0.2922335
584500000,2081.9292,0.29245082
594000000,2111.7935,0.29266739
603500000,2132.2043,0.29318169
613000000,2135.4016,0.29419032
622500000,2120.4458,0.2951974
632000000,2118.0054,0.2921882
641500000,2116.4397,0.28774807
651000000,2112.2329,0.28352833
660500000,2094.5825,0.28123307
670000000,2084.6567,0.27893433
679500000,2065.4255,0.27966464
689000000,2043.054,0.28375331
698500000,2033.0227,0.28784266
708000000,2021.5386,0.29507533
717500000,2013.4131,0.30289939
727000000,2016.4185,0.30905238
736500000,2045.9624,0.30893263
746000000,2040.2427,0.30881956
755500000,2035.5808,0.36565426
765000000,2062.3628,0.38220373
774500000,2078.8049,0.39875096
784000000,2077.771,0.4153069
793500000,2079.8511,0.42842963
803000000,2127.0833,0.42721871
812500000,2153.7473,0.4260191
822000000,2160.9736,0.42481264
831500000,2154.6724,0.42361233
841000000,2155.5383,0.41919738
850500000,2159.479,0.41402987
860000000,2164.833,0.40884712
869500000,2176.7952,0.4036797
879000000,2178.9641,0.4013699
888500000,2168.3738,0.40301344
898000000,2163.9958,0.40465486
907500000,2170.0366,0.40628844
917000000,2176.6855,0.40795839
926500000,2181.9011,0.41045442
936000000,2187.7358,0.41294247
945500000,2191.8223,0.41543782
955000000,2190.5591,0.41793606
964500000,2210.9995,0.41496938
974000000,2233.7332,0.40904954
983500000,2250.3782,0.40313002
993000000,2260.3694,0.39720958
1002500000,2267.2527,0.39078617
1012000000,2278.2607,0.38297322
1021500000,2296.9031,0.3751556
1031000000,2320.9187,0.36734185
1040500000,2355.6484,0.35952902
1050000000,2333.7129,0.36126462
1059500000,2316.0435,0.36432821
1069000000,2304.0186,0.36739975
1078500000,2297.022,0.37046346
1088000000,2296.0435,0.37450427
1097500000,2284.3066,0.37953955
1107000000,2275.6763,0.38457507
1116500000,2260.1196,0.3896105
1126000000,2240.1455,0.39358792
1135500000,2261.009,0.38862106
1145000000,2268.677,0.38366005
1154500000,2257.0068,0.37869418
1164000000,2231.76,0.37372735
1173500000,2239.061,0.36050558
1183000000,2262.8647,0.34405681
1192500000,2296.9263,0.32760939
1202000000,2346.1328,0.31116101
1211500000,2390.1301,0.29733208
1221000000,2402.3135,0.28871682
1230500000,2430.1938,0.28010389
1240000000,2473.4429,0.27148807
1249500000,2535.335,0.26287851
1259000000,2515.1147,0.26385149
1268500000,2502.4502,0.26535043
1278000000,2498.062,0.26684889
1287500000,2494.3806,0.26835319
1297000000,2491.3728,0.26997826
1306500000,2485.7917,0.27170169
1316000000,2471.658,0.27342701
1325500000,2439.9446,0.27515727
1335000000,2412.4653,0.27511945
1344500000,2437.1252,0.26682642
1354000000,2448.0576,0.25852659
1363500000,2454.656,0.2502284
1373000000,2469.5427,0.24192744
1382500000,2479.7822,0.2353218
1392000000,2503.4141,0.2291681
1401500000,2550.0854,0.22300877
1411000000,2620.5737,0.21685684
1420500000,2671.6548,0.21432194
1430000000,2670.1897,0.2171369
1439500000,2684.9438,0.2199565
1449000000,2712.2937,0.22277725
1458500000,2747.2214,0.22570693
1468000000,2711.3059,0.23493882
1477500000,2675.9578,0.24417049
1487000000,2635.4905,0.25340286
1496500000,2575.6511,0.2626355
1506000000,2532.95,0.45401272
1515500000,2539.552,0.44738978
1525000000,2531.1042,0.4407669
1534500000,2515.4316,0.43414176
1544000000,2496.3308,0.42751923
1553500000,2482.1204,0.42089626
1563000000,2474.2693,0.41426912
1572500000,2485.0916,0.40713814
1582000000,2513.0581,0.39941719
1591500000,2560.625,0.39169511
1601000000,2619.8381,0.38397375
1610500000,2685.8726,0.37625059
1620000000,2760.9717,0.3685289
1629500000,2840.0215,0.36080718
1639000000,2893.3884,0.35694209
1648500000,2862.8574,0.36313009
1658000000,2832.1565,0.36932153
1667500000,2802.063,0.37550983
1677000000,2770.9072,0.38169211
1686500000,2742.1304,0.38788044
1696000000,2712.2395,0.39407131
1705500000,2684.3821,0.39962551
1715000000,2694.9492,0.39948314
1724500000,2703.1892,0.39935085
1734000000,2712.5142,0.39920849
1743500000,2722.4111,0.39907619
1753000000,2733.717,0.39893383
1762500000,2751.709,0.39879721
1772000000,2777.8691,0.39865452
1781500000,2800.2693,0.39954573
1791000000,2835.2771,0.40052098
1800500000,2878.7793,0.4014973
1810000000,2928.7039,0.40246895
1819500000,2982.4377,0.40344509
1829000000,3033.3359,0.40442094
1838500000,3077.7832,0.40539706
1848000000,3073.3491,0.4115985
1857500000,3044.0959,0.41957936
1867000000,3004.6758,0.42755279
1876500000,2952.2454,0.43552503
1886000000,2886.1609,0.44350982
1895500000,2813.7864,0.45148033
1905000000,2730.667,0.45946535
1914500000,2697.2854,0.45877907
1924000000,2702.1294,0.45156646
1933500000,2712.4988,0.44433865
1943000000,2730.2419,0.43712592
1952500000,2757.4978,0.42989993
1962000000,2795.1833,0.42267221
1971500000,2844.4949,0.41545823
1981000000,2888.1492,0.40943322
1990500000,2924.3337,0.405283
2000000000,2962.0295,0.40113264
END

