!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 08:09:48
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(DB),DUTNPD(DEG)
100000000,-174.92905,80.421753
109500000,-174.30334,79.147659
119000000,-174.08937,78.659103
128500000,-173.80173,77.919273
138000000,-173.67055,77.584488
147500000,-171.82492,71.537682
157000000,-174.07295,78.767471
166500000,-173.51569,77.298706
176000000,-173.52489,77.359642
185500000,-173.49271,77.240608
195000000,-173.52907,77.397995
204500000,-173.34097,76.969635
214000000,-173.60356,77.84864
223500000,-173.62114,78.046021
233000000,-173.60255,78.170479
242500000,-173.54086,78.112953
252000000,-173.48123,77.992905
261500000,-173.4738,77.999832
271000000,-173.47913,77.980461
280500000,-173.52567,78.058357
290000000,-173.54129,78.075386
299500000,-173.58179,78.231216
309000000,-173.71161,78.581001
318500000,-173.53049,78.062813
328000000,-173.11305,76.872162
337500000,-173.43059,77.864548
347000000,-172.77344,76.072647
356500000,-172.57962,75.287361
366000000,-172.73772,75.782921
375500000,-173.4807,77.945213
385000000,-174.0571,79.490005
394500000,-174.02171,79.487984
404000000,-173.89507,79.301208
413500000,-174.1078,79.954834
423000000,-173.81177,79.420792
432500000,-173.57228,78.91835
442000000,-173.4191,78.592873
451500000,-173.38312,78.549156
461000000,-173.00185,77.505653
470500000,-173.12912,77.831467
480000000,-173.25523,78.133736
489500000,-173.26563,78.113861
499000000,-173.36476,78.327652
508500000,-173.53052,78.771538
518000000,-173.48337,78.678192
527500000,-173.44658,78.616005
537000000,-173.55988,78.947655
546500000,-173.38103,78.542725
556000000,-173.44861,78.854233
565500000,-173.52364,79.225479
575000000,-173.45129,79.230652
584500000,-173.41862,79.342606
594000000,-173.47801,79.666603
603500000,-173.42625,79.644608
613000000,-173.30827,79.326035
622500000,-173.39693,79.497543
632000000,-173.40536,79.508369
641500000,-173.43556,79.581413
651000000,-173.49802,79.722649
660500000,-173.58096,79.856102
670000000,-173.59943,79.840889
679500000,-173.66347,79.914589
689000000,-173.79305,80.117912
698500000,-173.65425,79.711754
708000000,-173.66911,79.669754
717500000,-173.62068,79.481491
727000000,-173.42854,78.956078
736500000,-173.09238,78.101067
746000000,-173.17137,78.31871
755500000,-173.38815,78.953445
765000000,-173.22395,78.613281
774500000,-173.16447,78.535156
784000000,-173.26755,78.869064
793500000,-173.42804,79.339622
803000000,-173.04456,78.495117
812500000,-172.93706,78.329369
822000000,-173.0719,78.785835
831500000,-173.36827,79.609215
841000000,-173.50754,79.986496
850500000,-173.5836,80.202713
860000000,-173.61809,80.323433
869500000,-173.59688,80.32177
879000000,-173.59737,80.347061
888500000,-173.74725,80.665085
898000000,-173.80312,80.778778
907500000,-173.73268,80.627335
917000000,-173.59593,80.32959
926500000,-173.53142,80.194756
936000000,-173.46808,80.060654
945500000,-173.461,80.051872
955000000,-173.50865,80.165436
964500000,-173.4021,79.983627
974000000,-173.27057,79.768654
983500000,-173.28427,79.884804
993000000,-173.35521,80.127327
1002500000,-173.53886,80.613785
1012000000,-173.62134,80.890907
1021500000,-173.71275,81.176636
1031000000,-173.70143,81.251114
1040500000,-173.51535,80.97345
