!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 11:38:45
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
100000000,-166.51804,0.018186113
109500000,-166.36247,0.01320044
119000000,-166.31625,0.012245638
128500000,-166.26366,0.013387036
138000000,-166.23676,0.016612455
147500000,-165.80925,0.013417654
157000000,-166.26459,0.016645752
166500000,-166.15672,0.016010016
176000000,-166.14578,0.016036365
185500000,-166.14621,0.015791193
195000000,-166.13924,0.015311462
204500000,-166.07854,0.014391532
214000000,-166.0844,0.013498855
223500000,-166.04021,0.012585266
233000000,-165.98767,0.0119286
242500000,-165.94151,0.011414614
252000000,-165.91765,0.011022725
261500000,-165.91029,0.010672701
271000000,-165.92137,0.010411333
280500000,-165.94333,0.01025738
290000000,-165.95255,0.010198263
299500000,-165.94086,0.010283095
309000000,-165.96591,0.010828305
318500000,-165.94611,0.01143979
328000000,-165.87579,0.011684909
337500000,-165.90419,0.011514329
347000000,-165.75282,0.0088494029
356500000,-165.75459,0.0098971203
366000000,-165.78781,0.0097977296
375500000,-165.93109,0.0099405879
385000000,-166.0018,0.0098326011
394500000,-165.9599,0.0094696535
404000000,-165.90346,0.0092933355
413500000,-165.88007,0.009478854
423000000,-165.78296,0.0094991401
432500000,-165.71037,0.0097033381
442000000,-165.6628,0.0099909389
451500000,-165.6478,0.010291488
461000000,-165.58243,0.010168965
470500000,-165.61168,0.010269026
480000000,-165.644,0.010212041
489500000,-165.66266,0.009972292
499000000,-165.70387,0.0097810049
508500000,-165.71802,0.0094973771
518000000,-165.70518,0.0091514494
527500000,-165.67902,0.0088328626
537000000,-165.68706,0.0087323198
546500000,-165.64879,0.0085396748
556000000,-165.60176,0.008403332
565500000,-165.55769,0.0083151963
575000000,-165.48244,0.0081692068
584500000,-165.40958,0.0080392696
594000000,-165.35162,0.0079385908
603500000,-165.30804,0.00787313
613000000,-165.30234,0.0078898538
622500000,-165.33408,0.0079749161
632000000,-165.34032,0.0079049673
641500000,-165.34399,0.0077914475
