!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 20:33:04
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(REAL),DUTNPD(IMAG)
1135500000,356.16721,1899.5341
1145000000,369.80389,1894.9059
1154500000,362.69171,1890.281
1164000000,340.96304,1885.6385
1173500000,321.78717,1911.4091
1183000000,308.15964,1949.101
1192500000,304.37564,1986.7438
1202000000,315.70007,2024.3882
1211500000,322.19809,2059.9736
1221000000,306.45041,2091.2764
1230500000,303.59424,2122.6284
1240000000,313.54611,2153.9946
1249500000,343.89459,2185.2827
1259000000,327.05008,2181.4812
1268500000,322.37805,2175.6584
1278000000,321.34161,2169.8682
1287500000,325.14078,2164.0933
1297000000,338.42947,2150.4138
1306500000,348.7706,2130.6621
1316000000,353.0629,2110.9045
1325500000,343.18616,2091.1392
1335000000,328.87915,2077.5002
1344500000,341.53894,2092.5117
1354000000,335.75238,2107.5337
1363500000,325.92838,2122.6013
1373000000,326.4693,2137.6216
1382500000,292.05142,2182.0334
1392000000,261.56992,2234.3494
1401500000,258.5643,2286.6111
1411000000,277.76797,2338.8938
1420500000,289.34277,2376.0071
1430000000,275.0571,2390.7322
1439500000,272.29001,2405.4043
1449000000,286.64517,2420.1035
1458500000,306.49765,2433.7571
1468000000,316.38995,2389.0259
1477500000,326.3031,2344.28
1487000000,330.4389,2299.5884
1496500000,316.14929,2254.8579
1506000000,347.30414,2183.0115
1515500000,355.64392,2177.2507
1525000000,353.64075,2171.4946
1534500000,345.15903,2165.7214
1544000000,331.80405,2159.9075
1553500000,322.04596,2154.1321
1563000000,322.56006,2148.3647
1572500000,308.74088,2172.092
1582000000,278.48447,2231.2263
1591500000,267.24454,2290.3384
1601000000,265.0462,2349.4771
1610500000,273.17178,2408.5847
1620000000,286.03632,2467.7268
1629500000,307.46411,2526.781
1639000000,324.32721,2560.6572
1648500000,327.82336,2528.6567
1658000000,331.16074,2496.6707
1667500000,333.77344,2464.6707
1677000000,335.46661,2432.6707
1686500000,338.67026,2400.6753
1696000000,336.85144,2368.6709
1705500000,337.45511,2341.2322
1715000000,335.70609,2354.2813
1724500000,330.44012,2367.3965
1734000000,324.89828,2380.4849
1743500000,323.59729,2393.5313
1753000000,322.84891,2406.6465
1762500000,328.43182,2419.7444
1772000000,339.37616,2432.7813
1781500000,320.44772,2475.7756
1791000000,307.54782,2521.2571
1800500000,306.51724,2566.7415
1810000000,317.25211,2612.2295
1819500000,320.4343,2657.6621
1829000000,325.37915,2703.0969
1838500000,324.34784,2748.5803
1848000000,354.52081,2716.76
1857500000,382.3219,2658.6621
1867000000,401.32513,2600.5303
1876500000,406.17996,2542.4766
1886000000,400.76871,2484.3518
1895500000,383.25436,2426.2571
1905000000,357.31396,2368.1541
1914500000,335.37335,2357.2595
1924000000,317.57016,2382.0913
1933500000,302.23361,2406.9011
1943000000,294.4353,2431.7349
1952500000,297.60172,2456.5129
1962000000,312.15939,2481.3518
1971500000,332.87527,2506.1707
1981000000,350.79016,2533.8303
1990500000,351.48846,2565.9253
2000000000,358.81674,2598.0071
END

