!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 03:55:28
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
100000000,-166.5247,0.018214017
109500000,-166.3656,0.013209959
119000000,-166.31738,0.012248819
128500000,-166.26903,0.013403591
138000000,-166.23674,0.016612422
147500000,-165.80951,0.013418442
157000000,-166.26579,0.01665034
166500000,-166.16322,0.016034022
176000000,-166.15375,0.01606581
185500000,-166.15515,0.015823735
195000000,-166.14545,0.015333368
204500000,-166.07886,0.014392627
214000000,-166.08806,0.013510227
223500000,-166.04179,0.012589836
233000000,-165.99071,0.011936961
242500000,-165.94403,0.011421235
252000000,-165.92577,0.011043361
261500000,-165.91429,0.010682513
271000000,-165.92479,0.010419553
280500000,-165.94855,0.01026972
290000000,-165.95737,0.010209605
299500000,-165.94582,0.010294861
309000000,-165.96634,0.010829348
318500000,-165.94667,0.011441271
328000000,-165.88155,0.011700405
337500000,-165.91194,0.011534871
347000000,-165.7576,0.0088591473
356500000,-165.75562,0.0098994626
366000000,-165.79121,0.0098053953
375500000,-165.93582,0.0099514052
385000000,-166.00328,0.0098359408
394500000,-165.96225,0.0094747599
404000000,-165.90939,0.0093060462
413500000,-165.88522,0.0094900979
423000000,-165.7845,0.0095025217
432500000,-165.71844,0.0097213732
442000000,-165.66969,0.010006825
451500000,-165.65384,0.010305825
461000000,-165.58812,0.010182297
470500000,-165.62105,0.010291187
480000000,-165.64774,0.010220828
489500000,-165.66891,0.0099866623
499000000,-165.70535,0.0097843222
508500000,-165.72302,0.0095083509
518000000,-165.71466,0.0091714589
527500000,-165.69077,0.0088567846
537000000,-165.69336,0.0087450137
546500000,-165.65179,0.0085455738
556000000,-165.61145,0.0084220916
565500000,-165.56108,0.0083216783
575000000,-165.49109,0.0081855012
584500000,-165.41878,0.0080563361
594000000,-165.35486,0.0079444852
603500000,-165.31616,0.0078878626
613000000,-165.31165,0.0079067694
622500000,-165.34132,0.0079882564
632000000,-165.34839,0.0079196785
641500000,-165.3508,0.0078036604
651000000,-165.35838,0.0077026719
660500000,-165.39461,0.0077043101
670000000,-165.41554,0.0076782485
679500000,-165.4588,0.0077754343
689000000,-165.50833,0.0079795858
