!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Wednesday, January 25, 2023 04:15:48
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(REAL),DUTNPDI(IMAG)
100000000,236.26843,1379.6732
109500000,272.66916,1402.63
119000000,284.21002,1408.4152
128500000,302.08682,1410.1633
138000000,308.84085,1413.0128
147500000,478.03693,1425.1312
157000000,287.34036,1427.7474
166500000,326.84021,1430.2966
176000000,325.13293,1434.38
185500000,329.92975,1431.1163
195000000,325.81259,1437.505
204500000,338.53391,1450.1285
214000000,320.47406,1467.1598
223500000,320.26294,1486.092
233000000,318.17725,1508.6317
242500000,323.55457,1522.594
252000000,327.76901,1527.7551
261500000,328.47577,1531.2842
271000000,326.61142,1526.866
280500000,322.10367,1520.7412
290000000,323.10757,1517.5059
299500000,321.16492,1523.9122
309000000,310.06317,1525.6158
318500000,322.51028,1519.6378
328000000,355.39578,1516.5132
337500000,331.66034,1528.8375
347000000,385.69122,1542.2444
356500000,402.56451,1522.9694
366000000,389.06943,1521.9944
375500000,326.1452,1521.719
385000000,286.57605,1533.9679
394500000,291.37537,1546.2133
404000000,296.31769,1563.5359
413500000,280.7016,1587.8861
423000000,300.35889,1612.2563
432500000,319.53433,1624.5881
442000000,331.83664,1633.6589
451500000,331.78873,1640.7902
461000000,365.2135,1637.4911
470500000,356.44769,1634.1389
480000000,346.47391,1629.0339
489500000,345.21829,1622.3418
499000000,335.26898,1615.6162
508500000,324.30191,1618.2902
518000000,324.57047,1622.1162
527500000,330.86389,1626.7411
537000000,322.93481,1633.6652
546500000,332.40475,1640.6313
556000000,330.44388,1661.6575
565500000,326.2229,1690.8878
575000000,328.58521,1720.1378
584500000,330.14902,1751.7628
594000000,328.37939,1783.406
603500000,331.34238,1800.8688
613000000,341.41946,1793.9938
622500000,333.34097,1787.1162
632000000,332.46881,1785.531
641500000,330.57123,1785.8696
651000000,327.14703,1785.1011
660500000,319.71021,1774.8696
670000000,320.00308,1764.6378
679500000,313.63446,1751.7826
689000000,307.06345,1735.9951
698500000,312.83456,1720.1635
708000000,314.35098,1707.1635
717500000,318.69763,1694.724
727000000,331.26813,1685.1378
736500000,359.46799,1686.4972
746000000,352.40341,1687.849
755500000,335.13956,1700.4646
765000000,350.47244,1711.8833
774500000,355.47034,1723.347
784000000,342.99063,1734.7628
793500000,332.39343,1747.4719
803000000,361.81696,1765.2587
812500000,370.67197,1783.0941
822000000,360.08331,1800.8837
831500000,335.97476,1818.7178
841000000,326.38919,1829.1361
850500000,321.64383,1837.8511
860000000,318.30853,1846.5111
869500000,321.58203,1855.2261
879000000,319.01834,1859.9692
888500000,309.13452,1859.2445
898000000,305.46143,1858.5134
907500000,312.21494,1857.8451
917000000,319.49847,1857.1604
926500000,323.36066,1858.5297
936000000,327.841,1859.8861
945500000,330.57907,1861.2439
955000000,327.96094,1862.6162
964500000,337.44043,1873.5341
974000000,344.0289,1889.7242
983500000,344.51859,1905.8663
993000000,338.35638,1922.0087
1002500000,327.45023,1939.7826
1012000000,316.05338,1962.2244
1021500000,312.29016,1984.6165
1031000000,313.90677,2007.0083
1040500000,326.23926,2029.4021
1050000000,314.78067,2018.9076
1059500000,312.20062,2003.8535
1069000000,315.25571,1988.7562
1078500000,323.34927,1973.6547
1088000000,336.91241,1959.1312
1097500000,339.15475,1945.1372
1107000000,344.50919,1931.1558
1116500000,342.93103,1917.1591
1126000000,335.95352,1904.2202
1135500000,361.45081,1899.5341
1145000000,373.7572,1894.9059
1154500000,366.71851,1890.281
1164000000,346.1026,1885.6385
1173500000,327.62524,1911.4091
1183000000,313.77341,1949.101
1192500000,310.17453,1986.7438
1202000000,321.73007,2024.3882
1211500000,330.17795,2059.9736
1221000000,311.02521,2091.2764
1230500000,307.56772,2122.6284
1240000000,319.46863,2153.9946
