!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Wednesday, January 25, 2023 04:15:48
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(REAL),DUTNPDI(IMAG)
1249500000,350.02225,2185.2827
1259000000,333.64859,2181.4812
1268500000,326.77951,2175.6584
1278000000,328.18893,2169.8682
1287500000,330.31085,2164.0933
1297000000,340.94,2150.4138
1306500000,355.11292,2130.6621
1316000000,360.7373,2110.9045
1325500000,348.785,2091.1392
1335000000,334.95764,2077.5002
1344500000,344.59677,2092.5117
1354000000,340.49554,2107.5337
1363500000,332.05966,2122.6013
1373000000,331.91882,2137.6216
1382500000,297.72263,2182.0334
1392000000,269.07932,2234.3494
1401500000,263.38708,2286.6111
1411000000,281.67719,2338.8938
1420500000,295.59195,2376.0071
1430000000,279.45358,2390.7322
1439500000,279.58868,2405.4043
1449000000,292.16,2420.1035
1458500000,313.42786,2433.7571
1468000000,322.21808,2389.0259
1477500000,331.65036,2344.28
1487000000,336.00357,2299.5884
1496500000,320.80487,2254.8579
1506000000,349.96292,2183.0115
1515500000,362.30032,2177.2507
1525000000,359.67398,2171.4946
1534500000,349.74054,2165.7214
1544000000,336.42908,2159.9075
1553500000,327.94061,2154.1321
1563000000,325.8952,2148.3647
1572500000,312.95575,2172.092
1582000000,281.82626,2231.2263
1591500000,270.3147,2290.3384
1601000000,270.42267,2349.4771
1610500000,277.2207,2408.5847
1620000000,293.29736,2467.7268
1629500000,313.18915,2526.781
1639000000,332.70917,2560.6572
1648500000,334.16577,2528.6567
1658000000,335.45236,2496.6707
1667500000,337.41766,2464.6707
1677000000,338.23047,2432.6707
1686500000,341.45099,2400.6753
1696000000,343.55212,2368.6709
1705500000,343.16589,2341.2322
1715000000,340.64581,2354.2813
1724500000,335.80249,2367.3965
1734000000,332.04248,2380.4849
1743500000,328.85379,2393.5313
1753000000,327.07141,2406.6465
1762500000,331.98215,2419.7444
1772000000,345.06131,2432.7813
1781500000,324.47604,2475.7756
1791000000,314.0137,2521.2571
1800500000,312.05316,2566.7415
1810000000,316.51221,2612.2295
1819500000,324.77942,2657.6621
1829000000,330.21393,2703.0969
1838500000,329.1944,2748.5803
1848000000,356.595,2716.76
1857500000,385.44168,2658.6621
1867000000,404.12534,2600.5303
1876500000,409.78726,2542.4766
1886000000,401.80643,2484.3518
1895500000,387.52628,2426.2571
1905000000,362.50766,2368.1541
1914500000,340.01855,2357.2595
1924000000,320.04395,2382.0913
1933500000,305.60019,2406.9011
1943000000,298.52637,2431.7349
1952500000,300.96332,2456.5129
1962000000,313.83371,2481.3518
1971500000,338.33066,2506.1707
1981000000,354.3158,2533.8303
1990500000,358.42429,2565.9253
2000000000,364.03601,2598.0071
END

