!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 08:09:48
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
100000000,-166.52415,0.018211765
109500000,-166.36803,0.013217335
119000000,-166.31801,0.012250575
128500000,-166.26418,0.013388634
138000000,-166.23357,0.016600261
147500000,-165.80949,0.013418397
157000000,-166.26593,0.016650898
166500000,-166.16216,0.016030079
176000000,-166.15378,0.016065896
185500000,-166.15593,0.015826575
195000000,-166.14682,0.015338209
204500000,-166.08102,0.01439981
214000000,-166.08748,0.013508422
223500000,-166.04472,0.012598337
233000000,-165.98746,0.011928024
242500000,-165.94371,0.011420391
252000000,-165.92116,0.011031622
261500000,-165.91156,0.010675796
271000000,-165.92287,0.01041494
280500000,-165.94542,0.010262343
290000000,-165.95576,0.010205841
299500000,-165.94765,0.010299209
309000000,-165.96577,0.010827962
318500000,-165.94882,0.011446917
328000000,-165.88026,0.01169696
337500000,-165.90973,0.011529
347000000,-165.75555,0.008854975
356500000,-165.75967,0.0099086966
366000000,-165.7943,0.0098123737
375500000,-165.93524,0.00995008
385000000,-166.00194,0.0098329205
394500000,-165.96729,0.0094857607
404000000,-165.90649,0.0092998445
413500000,-165.88266,0.0094844885
423000000,-165.78116,0.0094952201
432500000,-165.71497,0.0097136125
442000000,-165.66933,0.010005987
451500000,-165.64754,0.010290851
461000000,-165.58813,0.010182312
470500000,-165.61821,0.010284477
480000000,-165.65157,0.01022983
489500000,-165.6682,0.0099850176
499000000,-165.70021,0.0097727515
508500000,-165.72211,0.0095063429
518000000,-165.70578,0.0091527272
527500000,-165.68933,0.0088538509
537000000,-165.69263,0.0087435329
546500000,-165.64755,0.0085372468
556000000,-165.61272,0.0084245428
565500000,-165.56142,0.0083223265
575000000,-165.48729,0.0081783375
584500000,-165.41554,0.0080503309
594000000,-165.35925,0.0079525299
603500000,-165.31551,0.0078866621
613000000,-165.31105,0.007905703
622500000,-165.33907,0.0079840915
632000000,-165.3436,0.0079109604
641500000,-165.34763,0.0077979676
651000000,-165.35887,0.0077035306
660500000,-165.39267,0.007700861
670000000,-165.41673,0.0076803719
679500000,-165.45338,0.0077657402
689000000,-165.50626,0.0079757608
698500000,-165.519,0.0081144981
708000000,-165.54916,0.0083763646
717500000,-165.56854,0.0086369198
727000000,-165.55846,0.0087919403
736500000,-165.49889,0.0086688045
746000000,-165.50967,0.0086871805
755500000,-165.51904,0.010308169
765000000,-165.46756,0.010647724
774500000,-165.43347,0.011021877
784000000,-165.42668,0.011461549
793500000,-165.42606,0.011822031
803000000,-165.32645,0.011521308
812500000,-165.27197,0.011345752
822000000,-165.25877,0.01127929
831500000,-165.27036,0.011277434
841000000,-165.27051,0.011160302
850500000,-165.26428,0.01100695
860000000,-165.25186,0.010838091
869500000,-165.23135,0.010650695
879000000,-165.22195,0.010566889
888500000,-165.24486,0.010666247
898000000,-165.25412,0.010732562
907500000,-165.24562,0.01075482
917000000,-165.22726,0.010753478
926500000,-165.21512,0.010789037
936000000,-165.20303,0.010824293
945500000,-165.19928,0.01088029
955000000,-165.20367,0.010956815
964500000,-165.16612,0.010785377
974000000,-165.11456,0.010506043
983500000,-165.08531,0.010284502
993000000,-165.06479,0.010085681
1002500000,-165.05721,0.0099052489
1012000000,-165.02586,0.0096374378
1021500000,-164.99574,0.0093754409
1031000000,-164.95201,0.0090881921
1040500000,-164.88515,0.0087590218
1050000000,-164.92311,0.0088785784
1059500000,-164.95998,0.0090301801
1069000000,-164.98251,0.0091537042
1078500000,-164.98846,0.0092426827
1088000000,-164.99904,0.0093662888
1097500000,-165.01955,0.0095371334
1107000000,-165.03537,0.0096989451
1116500000,-165.06969,0.0099038882
1126000000,-165.1011,0.010077624
1135500000,-165.06348,0.0098646209
1145000000,-165.05106,0.0097108884
1154500000,-165.06639,0.0096191084
1164000000,-165.11942,0.0096095316
