!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 18:41:19
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
100000000,-174.88066,80.316475
109500000,-174.22998,78.967262
119000000,-174.076,78.625053
128500000,-173.76019,77.806656
138000000,-173.66997,77.582878
147500000,-171.79846,71.432579
157000000,-174.04584,78.698929
166500000,-173.46703,77.160332
176000000,-173.47516,77.218834
185500000,-173.44594,77.107079
195000000,-173.48907,77.285202
204500000,-173.29207,76.827202
214000000,-173.5759,77.773308
223500000,-173.57959,77.934433
233000000,-173.58844,78.133072
242500000,-173.50655,78.021362
252000000,-173.4704,77.963776
261500000,-173.43959,77.907738
271000000,-173.45334,77.91095
280500000,-173.51616,78.032928
290000000,-173.52751,78.038589
299500000,-173.53987,78.120316
309000000,-173.66258,78.454819
318500000,-173.48193,77.932533
328000000,-173.07387,76.757347
337500000,-173.37308,77.707657
347000000,-172.73511,75.954071
356500000,-172.52841,75.120583
366000000,-172.69255,75.640404
375500000,-173.4384,77.830727
385000000,-173.98833,79.32608
394500000,-173.9465,79.308533
404000000,-173.84933,79.19059
413500000,-174.07315,79.87603
423000000,-173.78775,79.363464
432500000,-173.51926,78.78566
442000000,-173.3793,78.490685
451500000,-173.35078,78.465858
461000000,-172.9536,77.370499
470500000,-173.0687,77.666161
480000000,-173.20782,78.007263
489500000,-173.19572,77.926636
499000000,-173.33057,78.237976
508500000,-173.46753,78.61174
518000000,-173.46486,78.631096
527500000,-173.39566,78.485298
537000000,-173.48312,78.755569
546500000,-173.34737,78.455933
556000000,-173.33755,78.573067
565500000,-173.4527,79.052299
575000000,-173.38934,79.079643
584500000,-173.34462,79.163719
594000000,-173.3783,79.431961
603500000,-173.34656,79.457085
613000000,-173.25551,79.198616
622500000,-173.34537,79.374954
632000000,-173.33968,79.352104
641500000,-173.37668,79.442352
651000000,-173.42154,79.544067
660500000,-173.50923,79.690765
670000000,-173.49634,79.602119
679500000,-173.6125,79.798019
689000000,-173.70915,79.929039
698500000,-173.58762,79.556168
708000000,-173.56822,79.432381
717500000,-173.50359,79.200706
727000000,-173.35571,78.774002
736500000,-173.02609,77.923386
746000000,-173.09352,78.113342
755500000,-173.29298,78.71489
765000000,-173.13594,78.386452
774500000,-173.08513,78.329521
784000000,-173.19801,78.693993
793500000,-173.33937,79.124947
803000000,-172.95152,78.252853
812500000,-172.86871,78.149483
822000000,-172.99902,78.600998
831500000,-173.28365,79.40934
841000000,-173.42807,79.805428
850500000,-173.48778,79.988518
860000000,-173.50781,80.079475
869500000,-173.49924,80.106026
879000000,-173.50598,80.145767
888500000,-173.66177,80.482903
898000000,-173.66631,80.488953
907500000,-173.62907,80.405197
917000000,-173.50208,80.122459
926500000,-173.44797,80.008324
936000000,-173.40134,79.909897
945500000,-173.33942,79.775337
955000000,-173.40649,79.936073
964500000,-173.28781,79.722137
974000000,-173.16748,79.528252
983500000,-173.13518,79.539192
993000000,-173.26758,79.930191
1002500000,-173.43134,80.382835
1012000000,-173.50642,80.650917
1021500000,-173.5768,80.900681
1031000000,-173.58026,81.007591
1040500000,-173.42204,80.780746
1050000000,-173.53201,80.961479
1059500000,-173.60904,81.052147
1069000000,-173.56161,80.888016
1078500000,-173.43378,80.550117
1088000000,-173.29863,80.186241
1097500000,-173.222,79.944633
1107000000,-173.22173,79.872726
1116500000,-173.21133,79.776405
1126000000,-173.28108,79.868965
1135500000,-172.94408,79.044174
1145000000,-172.80186,78.661819
1154500000,-172.87466,78.818916
1164000000,-173.16837,79.508171
1173500000,-173.35214,80.066803
1183000000,-173.57343,80.730637
1192500000,-173.63596,81.031212
1202000000,-173.44298,80.80201
1211500000,-173.34825,80.762245
1221000000,-173.59915,81.401276
1230500000,-173.65491,81.632965
1240000000,-173.50594,81.46949
1249500000,-173.12883,80.839371
1259000000,-173.317,81.206558
1268500000,-173.40405,81.355705
1278000000,-173.39272,81.310654
1287500000,-173.35405,81.211121
1297000000,-173.19374,80.829109
1306500000,-173.05907,80.459373
1316000000,-172.98785,80.215599
1325500000,-173.10674,80.386528
1335000000,-173.28384,80.704346
1344500000,-173.14774,80.481346
1354000000,-173.16145,80.577217
1363500000,-173.2963,80.924141
1373000000,-173.31065,81.016151
1382500000,-173.80101,82.123581
1392000000,-174.24095,83.03936
1401500000,-174.32236,83.322128
1411000000,-173.99921,82.970551
1420500000,-173.82379,82.796959
1430000000,-174.01448,83.145424
1439500000,-174.08368,83.293541
1449000000,-173.91638,83.0746
1458500000,-173.61697,82.626778
1468000000,-173.45044,82.200272
1477500000,-173.30296,81.782486
1487000000,-173.29329,81.606606
1496500000,-173.4547,81.750374
1506000000,-173.10214,80.774445
1515500000,-172.99617,80.526077
1525000000,-173.02455,80.562172
1534500000,-173.12883,80.758041
1544000000,-173.31148,81.109016
1553500000,-173.436,81.333633
1563000000,-173.4377,81.314072
1572500000,-173.5945,81.707916
1582000000,-174.05775,82.732544
1591500000,-174.26186,83.240219
1601000000,-174.29292,83.455437
1610500000,-174.18529,83.455833
1620000000,-173.91014,83.197327
1629500000,-173.63478,82.924156
1639000000,-173.35176,82.551727
1648500000,-173.33104,82.42289
1658000000,-173.31824,82.304604
1667500000,-173.29364,82.162201
1677000000,-173.27217,82.021561
1686500000,-173.24803,81.872147
1696000000,-173.22095,81.71302
1705500000,-173.22774,81.630188
1715000000,-173.27916,81.772552
1724500000,-173.32538,81.902969
1734000000,-173.40326,82.088203
1743500000,-173.41594,82.153435
1753000000,-173.43158,82.223389
1762500000,-173.34865,82.117706
1772000000,-173.26671,82.011986
1781500000,-173.47675,82.515327
1791000000,-173.65623,82.943405
1800500000,-173.65646,83.067596
1810000000,-173.56975,83.051094
1819500000,-173.47498,83.019516
1829000000,-173.42941,83.064034
1838500000,-173.42165,83.165619
1848000000,-173.08284,82.531487
1857500000,-172.74014,81.752029
1867000000,-172.49692,81.092278
1876500000,-172.44089,80.776016
1886000000,-172.49869,80.6866
1895500000,-172.69174,80.874985
1905000000,-172.98857,81.262527
1914500000,-173.26096,81.748749
1924000000,-173.54182,82.338768
1933500000,-173.70308,82.69017
1943000000,-173.84595,82.995811
1952500000,-173.77197,82.947845
1962000000,-173.61357,82.761086
1971500000,-173.27574,82.258957
1981000000,-173.08885,82.009972
1990500000,-173.03221,82.006371
2000000000,-172.96344,81.979446
END

