!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 02:07:58
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
955000000,-165.20898,0.010970219
964500000,-165.16418,0.010780546
974000000,-165.11861,0.010515823
983500000,-165.08327,0.010279642
993000000,-165.06587,0.010088207
1002500000,-165.05499,0.0099002253
1012000000,-165.02673,0.0096393479
1021500000,-164.99457,0.0093729226
1031000000,-164.94978,0.0090835299
1040500000,-164.8868,0.0087623363
1050000000,-164.92255,0.0088774273
1059500000,-164.96141,0.0090331612
1069000000,-164.9827,0.0091540897
1078500000,-164.99361,0.0092536248
1088000000,-165.00153,0.0093716374
1097500000,-165.02065,0.0095395399
1107000000,-165.04131,0.0097122006
1116500000,-165.07227,0.0099097686
1126000000,-165.10146,0.010078433
1135500000,-165.06046,0.0098577728
1145000000,-165.04761,0.0097031696
1154500000,-165.07106,0.0096294265
1164000000,-165.11891,0.0096084271
1173500000,-165.10373,0.009236143
1183000000,-165.06152,0.0087294905
1192500000,-164.99706,0.0081897108
1202000000,-164.90099,0.0076083397
1211500000,-164.82001,0.0071359067
1221000000,-164.80098,0.0068988437
1230500000,-164.74902,0.0066134515
1240000000,-164.67355,0.0062995921
1249500000,-164.56982,0.0059558419
1259000000,-164.60222,0.0060226559
1268500000,-164.62253,0.0060852519
1278000000,-164.63345,0.0061350274
1287500000,-164.63197,0.0061675208
1297000000,-164.64171,0.0062187947
1306500000,-164.64992,0.0062703351
1316000000,-164.67616,0.0063484008
1325500000,-164.72745,0.0064644567
1335000000,-164.78276,0.006546407
1344500000,-164.73428,0.0062786071
1354000000,-164.7139,0.0060548144
1363500000,-164.7083,0.0058529284
1373000000,-164.68153,0.0056240009
1382500000,-164.66557,0.0054503749
1392000000,-164.6217,0.0052544982
1401500000,-164.54102,0.0050191381
1411000000,-164.42134,0.004748024
1420500000,-164.33763,0.0046029491
1430000000,-164.33904,0.0046649082
1439500000,-164.31357,0.0046978598
1449000000,-164.27327,0.0047141626
1458500000,-164.21626,0.0047138613
1468000000,-164.27393,0.0049722674
1477500000,-164.32957,0.0052342811
1487000000,-164.39758,0.0055179363
1496500000,-164.49358,0.0058467798
1506000000,-164.57234,0.010292208
1515500000,-164.56508,0.01012514
1525000000,-164.57964,0.010008725
1534500000,-164.60344,0.009912461
1544000000,-164.64139,0.0098469155
1553500000,-164.66592,0.0097493138
1563000000,-164.67352,0.0096126013
1572500000,-164.65428,0.0094053894
1582000000,-164.60445,0.0091217523
1591500000,-164.52887,0.0087910593
1601000000,-164.42949,0.0084228199
1610500000,-164.31888,0.0080458531
1620000000,-164.19756,0.0076636015
1629500000,-164.07558,0.0072952323
1639000000,-163.99895,0.007090861
1648500000,-164.04401,0.0072890176
1658000000,-164.08574,0.0074848793
1667500000,-164.13712,0.0077008698
1677000000,-164.18312,0.0079110125
1686500000,-164.23409,0.0081341472
1696000000,-164.27403,0.0083403578
1705500000,-164.32162,0.0085511049
1715000000,-164.3053,0.0085159652
1724500000,-164.29684,0.0084966002
1734000000,-164.27701,0.0084548648
1743500000,-164.26089,0.0084207542
1753000000,-164.24193,0.0083810762
1762500000,-164.21327,0.0083231032
1772000000,-164.17662,0.0082502132
1781500000,-164.13977,0.0081987847
1791000000,-164.08711,0.0081197619
1800500000,-164.01807,0.008011152
1810000000,-163.93959,0.0078867432
1819500000,-163.86189,0.0077656894
1829000000,-163.79221,0.0076605636
1838500000,-163.72981,0.0075695054
1848000000,-163.73569,0.0076957098
1857500000,-163.77576,0.0079176379
1867000000,-163.82805,0.0081658363
1876500000,-163.90465,0.0084661227
1886000000,-164.00412,0.0088210898
1895500000,-164.11433,0.0092104115
1905000000,-164.24431,0.0096580777
1914500000,-164.29932,0.0097665675
1924000000,-164.29095,0.0095945261
1933500000,-164.27666,0.0094099175
1943000000,-164.24545,0.0091909077
1952500000,-164.19855,0.0089418869
1962000000,-164.14288,0.0086795688
1971500000,-164.0714,0.0083921421
1981000000,-164.00613,0.0081470842
1990500000,-163.94646,0.0079544503
2000000000,-163.88907,0.0077696396
END

