!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 02:07:58
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
100000000,-166.52768,0.018226558
109500000,-166.3634,0.013203256
119000000,-166.31799,0.012250525
128500000,-166.26096,0.013378715
138000000,-166.2361,0.016609939
147500000,-165.80939,0.013418067
157000000,-166.26837,0.016660269
166500000,-166.16193,0.016029257
176000000,-166.1499,0.016051572
185500000,-166.15013,0.01580547
195000000,-166.14462,0.015330475
204500000,-166.08026,0.014397249
214000000,-166.08989,0.013515951
223500000,-166.04025,0.01258539
233000000,-165.98752,0.011928199
242500000,-165.94135,0.011414184
252000000,-165.9175,0.011022339
261500000,-165.9113,0.010675163
271000000,-165.91798,0.010403218
280500000,-165.94675,0.010265458
290000000,-165.95535,0.010204859
299500000,-165.94563,0.010294415
309000000,-165.96135,0.010816903
318500000,-165.94894,0.011447264
328000000,-165.87907,0.011693734
337500000,-165.90707,0.011521962
347000000,-165.75314,0.0088500595
356500000,-165.75435,0.0098965596
366000000,-165.78943,0.0098013608
375500000,-165.9352,0.0099499635
385000000,-166.00221,0.0098335482
394500000,-165.96307,0.0094765639
404000000,-165.90881,0.0093048001
413500000,-165.88593,0.0094916299
423000000,-165.78592,0.0095056361
432500000,-165.71584,0.0097155375
442000000,-165.6712,0.010010308
451500000,-165.65172,0.010300771
461000000,-165.58968,0.01018595
470500000,-165.6172,0.0102821
480000000,-165.65501,0.01023798
489500000,-165.66841,0.0099855252
499000000,-165.70494,0.0097834207
508500000,-165.72063,0.0095030842
518000000,-165.71368,0.0091693792
527500000,-165.68982,0.0088548409
537000000,-165.6899,0.0087380568
546500000,-165.65428,0.008550466
556000000,-165.61159,0.0084223533
565500000,-165.56244,0.0083242785
575000000,-165.48894,0.008181436
584500000,-165.41635,0.0080518136
594000000,-165.35895,0.0079519907
603500000,-165.31648,0.0078884419
613000000,-165.3093,0.0079024881
622500000,-165.34094,0.0079875318
632000000,-165.34326,0.007910328
641500000,-165.34399,0.0077914442
651000000,-165.35909,0.0077039232
660500000,-165.39296,0.0077013886
670000000,-165.41682,0.0076805279
679500000,-165.45186,0.0077629914
689000000,-165.50809,0.0079791257
698500000,-165.52251,0.0081210453
708000000,-165.55019,0.0083783232
717500000,-165.56754,0.0086349165
727000000,-165.55925,0.0087935226
736500000,-165.50145,0.0086739147
746000000,-165.51582,0.0086994721
755500000,-165.52765,0.010328623
765000000,-165.46754,0.010647712
774500000,-165.43102,0.011015647
784000000,-165.42726,0.011463075
793500000,-165.42912,0.011830375
803000000,-165.32994,0.01153058
812500000,-165.27666,0.011357967
822000000,-165.25635,0.011272966
831500000,-165.27263,0.011283337
841000000,-165.26793,0.01115367
850500000,-165.26602,0.011011356
860000000,-165.25218,0.010838902
869500000,-165.23514,0.010660013
879000000,-165.22336,0.0105703
888500000,-165.24911,0.010676725
898000000,-165.2549,0.010734461
907500000,-165.24623,0.010756318
917000000,-165.23082,0.010762269
926500000,-165.21808,0.01079641
936000000,-165.21109,0.01084438
945500000,-165.19856,0.010878474
