!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 03:55:28
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
784000000,-173.27898,78.897575
793500000,-173.43816,79.363876
803000000,-173.06351,78.543892
812500000,-172.94986,78.362785
822000000,-173.08937,78.829727
831500000,-173.39435,79.670082
841000000,-173.51494,80.003204
850500000,-173.59842,80.235435
860000000,-173.64952,80.391907
869500000,-173.57411,80.271873
879000000,-173.62552,80.408249
888500000,-173.75618,80.683929
898000000,-173.7982,80.768501
907500000,-173.71547,80.590782
917000000,-173.63313,80.410545
926500000,-173.55952,80.256775
936000000,-173.48306,80.094215
945500000,-173.45149,80.030533
955000000,-173.51752,80.185097
964500000,-173.38345,79.941376
974000000,-173.28026,79.79097
983500000,-173.27129,79.855141
993000000,-173.37802,80.178062
1002500000,-173.54265,80.621841
1012000000,-173.65446,80.958961
1021500000,-173.71643,81.183983
1031000000,-173.68666,81.221771
1040500000,-173.56512,81.074661
1050000000,-173.67822,81.256012
1059500000,-173.72128,81.276909
1069000000,-173.69391,81.157028
1078500000,-173.54634,80.787704
1088000000,-173.43748,80.489311
1097500000,-173.35193,80.235229
1107000000,-173.3006,80.051292
1116500000,-173.32458,80.034203
1126000000,-173.37946,80.091309
1135500000,-173.05118,79.30481
1145000000,-172.91322,78.941666
1154500000,-172.99997,79.129242
1164000000,-173.29152,79.795273
1173500000,-173.49074,80.372849
1183000000,-173.68481,80.961441
1192500000,-173.75153,81.263046
1202000000,-173.58376,81.090584
1211500000,-173.48495,81.043785
1221000000,-173.72966,81.652184
1230500000,-173.80867,81.920105
1240000000,-173.63997,81.725082
1249500000,-173.27443,81.136497
1259000000,-173.41672,81.403145
1268500000,-173.53911,81.61657
1278000000,-173.54918,81.613693
1287500000,-173.49896,81.495285
1297000000,-173.33839,81.124687
1306500000,-173.16629,80.687904
1316000000,-173.09729,80.454544
1325500000,-173.21497,80.618881
1335000000,-173.40327,80.952293
1344500000,-173.27771,80.75708
1354000000,-173.31764,80.904427
1363500000,-173.41196,81.158852
1373000000,-173.45403,81.303337
1382500000,-173.9212,82.335999
1392000000,-174.38377,83.262444
1401500000,-174.47627,83.552658
1411000000,-174.14989,83.207985
1420500000,-173.96422,83.023849
1430000000,-174.23169,83.476845
1439500000,-174.1792,83.438148
1449000000,-174.04092,83.268555
1458500000,-173.72342,82.803398
1468000000,-173.56233,82.396294
1477500000,-173.43472,82.024834
1487000000,-173.38582,81.781097
1496500000,-173.60136,82.020729
1506000000,-173.20363,80.983986
1515500000,-173.13867,80.826599
1525000000,-173.14143,80.808464
1534500000,-173.26239,81.033318
1544000000,-173.42349,81.331924
1553500000,-173.56969,81.592545
1563000000,-173.53069,81.495346
1572500000,-173.73033,81.959869
1582000000,-174.17059,82.91703
1591500000,-174.41585,83.473648
1601000000,-174.35031,83.540604
1610500000,-174.29611,83.619347
1620000000,-174.01598,83.359619
1629500000,-173.71399,83.050781
1639000000,-173.51994,82.831665
1648500000,-173.44574,82.618195
1658000000,-173.41719,82.475952
1667500000,-173.3941,82.339256
1677000000,-173.37697,82.209396
1686500000,-173.38428,82.119972
1696000000,-173.32365,81.904106
1705500000,-173.35889,81.875801
1715000000,-173.37402,81.947952
1724500000,-173.4314,82.095749
1734000000,-173.496,82.253326
1743500000,-173.53123,82.356544
1753000000,-173.56082,82.448738
1762500000,-173.48943,82.366089
1772000000,-173.35538,82.17141
1781500000,-173.58943,82.704948
1791000000,-173.77608,83.133614
1800500000,-173.78333,83.265305
1810000000,-173.66521,83.200745
1819500000,-173.57173,83.171837
1829000000,-173.507,83.185684
1838500000,-173.53822,83.344994
1848000000,-173.17868,82.692711
1857500000,-172.7944,81.85305
1867000000,-172.58412,81.266594
1876500000,-172.51643,80.932419
1886000000,-172.59865,80.89492
1895500000,-172.79668,81.089272
1905000000,-173.05508,81.393295
1914500000,-173.37549,81.960686
1924000000,-173.62881,82.48893
1933500000,-173.81688,82.877266
1943000000,-173.96976,83.190796
1952500000,-173.8958,83.14415
1962000000,-173.65953,82.836494
1971500000,-173.38994,82.457497
1981000000,-173.19736,82.204674
1990500000,-173.13641,82.193527
2000000000,-173.06691,82.165909
END

