!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 03:55:28
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
100000000,-174.93277,80.429825
109500000,-174.28825,79.110756
119000000,-174.08563,78.649605
128500000,-173.82932,77.993546
138000000,-173.68823,77.633392
147500000,-171.82498,71.537926
157000000,-174.0721,78.765312
166500000,-173.52148,77.315132
176000000,-173.52475,77.359283
185500000,-173.48848,77.228584
195000000,-173.52155,77.376839
204500000,-173.32945,76.936218
214000000,-173.60678,77.857384
223500000,-173.60439,78.001152
233000000,-173.6214,78.220268
242500000,-173.54272,78.117912
252000000,-173.50764,78.063591
261500000,-173.48936,78.04155
271000000,-173.4901,78.009903
280500000,-173.54359,78.106155
290000000,-173.55051,78.099915
299500000,-173.57118,78.203255
309000000,-173.71494,78.589493
318500000,-173.5182,78.029991
328000000,-173.11984,76.891968
337500000,-173.44312,77.898468
347000000,-172.78372,76.104324
356500000,-172.56015,75.224129
366000000,-172.72246,75.734924
375500000,-173.48401,77.954117
385000000,-174.06561,79.510132
394500000,-173.98965,79.41185
404000000,-173.91327,79.344902
413500000,-174.12486,79.993416
423000000,-173.83307,79.471382
432500000,-173.59348,78.970963
442000000,-173.42125,78.598366
451500000,-173.42078,78.645432
461000000,-173.00183,77.50563
470500000,-173.14511,77.874863
480000000,-173.23328,78.07531
489500000,-173.26974,78.124832
499000000,-173.39487,78.406097
508500000,-173.53603,78.7854
518000000,-173.53687,78.813278
527500000,-173.45509,78.637726
537000000,-173.56435,78.958755
546500000,-173.40616,78.607101
556000000,-173.44093,78.83503
565500000,-173.5215,79.220284
575000000,-173.47511,79.288177
584500000,-173.43912,79.391617
594000000,-173.4496,79.600281
603500000,-173.43054,79.654602
613000000,-173.31194,79.334854
622500000,-173.41147,79.53186
632000000,-173.4361,79.580734
641500000,-173.45601,79.629272
651000000,-173.49483,79.715248
660500000,-173.5938,79.885422
670000000,-173.59158,79.822922
679500000,-173.69946,79.99614
689000000,-173.80708,80.149162
698500000,-173.67065,79.749741
708000000,-173.67763,79.689545
717500000,-173.59096,79.410873
727000000,-173.44212,78.9897
736500000,-173.07671,78.05928
746000000,-173.17325,78.323601
755500000,-173.40338,78.991127
765000000,-173.21663,78.594582
774500000,-173.14676,78.489563
