!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 23:06:34
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(REAL),SYSNPD(IMAG)
100000000,1614.3693,0.51254231
109500000,1675.1991,0.38559818
119000000,1692.7875,0.36153439
128500000,1712.6166,0.40004772
138000000,1723.5424,0.49951899
147500000,1901.5452,0.44518986
157000000,1711.9774,0.49732241
166500000,1755.9559,0.49035847
176000000,1758.921,0.49240384
185500000,1758.9922,0.48482752
195000000,1762.0662,0.47085434
204500000,1788.323,0.44879463
214000000,1786.3978,0.42038849
223500000,1805.2999,0.39594486
233000000,1825.717,0.37985355
242500000,1846.4163,0.36736998
252000000,1856.0378,0.35671192
261500000,1858.1727,0.34596974
271000000,1854.2423,0.336638
280500000,1843.2762,0.32998776
290000000,1838.6926,0.32739007
299500000,1842.7035,0.3310034
309000000,1836.4965,0.34654719
318500000,1840.3513,0.36779049
328000000,1871.1359,0.38180327
337500000,1859.4681,0.37377709
347000000,1927.6053,0.29745799
356500000,1924.0574,0.33253956
366000000,1909.1608,0.32669154
375500000,1845.3983,0.32069793
385000000,1818.0535,0.31209147
394500000,1834.6073,0.30348501
404000000,1856.7064,0.30173081
413500000,1869.0398,0.30941555
423000000,1911.3715,0.31708983
432500000,1942.5526,0.3293649
442000000,1964.0776,0.34286278
451500000,1971.5093,0.35439852
461000000,2000.2567,0.35548967
470500000,1987.7633,0.3565782
480000000,1973.025,0.3519702
489500000,1966.0067,0.34223393
499000000,1948.2788,0.3324984
508500000,1940.2322,0.32180724
518000000,1944.3271,0.3110036
527500000,1956.574,0.30199027
537000000,1954.803,0.29800132
546500000,1971.1439,0.29400569
556000000,1991.2142,0.29246134
565500000,2014.4962,0.29234576
575000000,2047.2574,0.2922335
584500000,2080.0957,0.29245082
594000000,2110.0793,0.29266739
603500000,2130.2307,0.29318169
613000000,2131.5066,0.29419032
622500000,2116.2642,0.2951974
632000000,2115.3677,0.2921882
641500000,2114.2725,0.28774807
651000000,2107.3826,0.28352833
660500000,2091.6165,0.28123307
670000000,2080.2488,0.27893433
679500000,2062.9805,0.27966464
689000000,2036.7108,0.28375331
698500000,2031.8326,0.28784266
708000000,2016.1504,0.29507533
717500000,2010.2634,0.30289939
727000000,2013.1879,0.30905238
736500000,2042.4573,0.30893263
746000000,2035.9078,0.30881956
755500000,2032.6096,0.36565426
765000000,2058.5994,0.38220373
774500000,2074.2024,0.39875096
784000000,2076.5054,0.4153069
793500000,2076.0759,0.42842963
803000000,2123.5227,0.42721871
812500000,2151.9175,0.4260191
822000000,2156.7007,0.42481264
831500000,2150.1799,0.42361233
841000000,2151.3479,0.41919738
850500000,2154.4844,0.41402987
860000000,2161.7312,0.40884712
869500000,2174.5952,0.4036797
879000000,2175.1282,0.4013699
888500000,2164.4458,0.40301344
898000000,2161.7393,0.40465486
907500000,2164.7341,0.40628844
917000000,2172.9666,0.40795839
926500000,2179.5278,0.41045442
936000000,2183.438,0.41294247
945500000,2188.6333,0.41543782
955000000,2184.0371,0.41793606
964500000,2204.9009,0.41496938
974000000,2230.5229,0.40904954
983500000,2248.0244,0.40313002
993000000,2254.2986,0.39720958
1002500000,2260.6025,0.39078617
1012000000,2275.8542,0.38297322
1021500000,2293.4387,0.3751556
1031000000,2316.7549,0.36734185
1040500000,2349.4573,0.35952902
1050000000,2331.0979,0.36126462
1059500000,2310.3159,0.36432821
1069000000,2299.3508,0.36739975
1078500000,2295.1504,0.37046346
1088000000,2289.6428,0.37450427
1097500000,2281.1045,0.37953955
1107000000,2267.9436,0.38457507
1116500000,2254.0874,0.3896105
1126000000,2236.3254,0.39358792
1135500000,2258.5142,0.38862106
1145000000,2262.7705,0.38366005
1154500000,2251.4539,0.37869418
1164000000,2225.5684,0.37372735
1173500000,2235.792,0.36050558
1183000000,2257.3086,0.34405681
1192500000,2291.0862,0.32760939
1202000000,2340.813,0.31116101
1211500000,2384.9114,0.29733208
1221000000,2397.9631,0.28871682
1230500000,2427.4707,0.28010389
1240000000,2469.1401,0.27148807
1249500000,2528.9304,0.26287851
1259000000,2509.5815,0.26385149
1268500000,2496.8318,0.26535043
1278000000,2491.448,0.26684889
1287500000,2490.4468,0.26835319
1297000000,2487.6509,0.26997826
1306500000,2480.9548,0.27170169
1316000000,2465.5789,0.27342701
1325500000,2434.9045,0.27515727
1335000000,2406.0813,0.27511945
1344500000,2432.2905,0.26682642
1354000000,2443.585,0.25852659
1363500000,2452.0315,0.2502284
1373000000,2463.4534,0.24192744
1382500000,2472.0754,0.2353218
1392000000,2497.2668,0.2291681
1401500000,2544.6714,0.22300877
1411000000,2616.2297,0.21685684
1420500000,2666.1287,0.21432194
1430000000,2664.405,0.2171369
1439500000,2679.0559,0.2199565
1449000000,2706.8647,0.22277725
1458500000,2740.4348,0.22570693
1468000000,2705.3569,0.23493882
1477500000,2669.6367,0.24417049
1487000000,2629.5964,0.25340286
1496500000,2572.9282,0.2626355
1506000000,2529.0911,0.45401272
1515500000,2531.9844,0.44738978
1525000000,2525.8428,0.4407669
1534500000,2511.7866,0.43414176
1544000000,2490.6201,0.42751923
1553500000,2475.7986,0.42089626
1563000000,2469.5681,0.41426912
1572500000,2482.8496,0.40713814
1582000000,2511.7231,0.39941719
1591500000,2556.3406,0.39169511
1601000000,2613.7839,0.38397375
1610500000,2681.396,0.37625059
1620000000,2755.489,0.3685289
1629500000,2835.7329,0.36080718
1639000000,2889.2244,0.35694209
1648500000,2860.3091,0.36313009
1658000000,2829.8125,0.36932153
1667500000,2799.9426,0.37550983
1677000000,2768.6748,0.38169211
1686500000,2739.1333,0.38788044
1696000000,2707.5176,0.39407131
1705500000,2680.5327,0.39962551
1715000000,2691.3394,0.39948314
1724500000,2698.311,0.39935085
1734000000,2707.0085,0.39920849
1743500000,2720.803,0.39907619
1753000000,2729.5244,0.39893383
1762500000,2746.2249,0.39879721
1772000000,2770.2756,0.39865452
1781500000,2792.6333,0.39954573
1791000000,2829.4241,0.40052098
1800500000,2874.2502,0.4014973
1810000000,2924.7656,0.40246895
1819500000,2979.7549,0.40344509
1829000000,3029.2173,0.40442094
1838500000,3072.3958,0.40539706
1848000000,3068.3618,0.4115985
1857500000,3040.5686,0.41957936
1867000000,3001.6934,0.42755279
1876500000,2949.7585,0.43552503
1886000000,2884.5186,0.44350982
1895500000,2808.8591,0.45148033
1905000000,2726.9907,0.45946535
1914500000,2693.2427,0.45877907
1924000000,2698.1663,0.45156646
1933500000,2707.5283,0.44433865
1943000000,2726.2854,0.43712592
1952500000,2754.7527,0.42989993
1962000000,2792.6914,0.42267221
1971500000,2841.0107,0.41545823
1981000000,2885.3381,0.40943322
1990500000,2919.2175,0.405283
2000000000,2958.0166,0.40113264
END

