!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 20:25:27
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(REAL),DUTNPD(IMAG)
774500000,353.31216,1723.347
784000000,343.84824,1734.7628
793500000,330.31165,1747.4719
803000000,361.14865,1765.2587
812500000,369.93015,1783.0941
822000000,359.61142,1800.8837
831500000,333.3219,1818.7178
841000000,323.29037,1829.1361
850500000,320.42645,1837.8511
860000000,316.85791,1846.5111
869500000,318.50641,1855.2261
879000000,318.50882,1859.9692
888500000,308.79739,1859.2445
898000000,307.20819,1858.5134
907500000,307.20856,1857.8451
917000000,317.53082,1857.1604
926500000,323.22339,1858.5297
936000000,326.32224,1859.8861
945500000,330.87296,1861.2439
955000000,326.33954,1862.6162
964500000,336.16162,1873.5341
974000000,342.96671,1889.7242
983500000,342.81561,1905.8663
993000000,337.60162,1922.0087
1002500000,325.96512,1939.7826
1012000000,315.42065,1962.2244
1021500000,310.67044,1984.6165
1031000000,312.82654,2007.0083
1040500000,323.81134,2029.4021
1050000000,317.02142,2018.9076
1059500000,308.18091,2003.8535
1069000000,316.00421,1988.7562
1078500000,325.68555,1973.6547
1088000000,331.99304,1959.1312
1097500000,339.43945,1945.1372
1107000000,339.55914,1931.1558
1116500000,338.95306,1917.1591
1126000000,333.36139,1904.2202
1135500000,363.32275,1899.5341
1145000000,372.42383,1894.9059
1154500000,365.29593,1890.281
1164000000,343.5141,1885.6385
1173500000,328.24628,1911.4091
1183000000,312.31213,1949.101
1192500000,307.90002,1986.7438
1202000000,320.39615,2024.3882
1211500000,329.96878,2059.9736
1221000000,310.21088,2091.2764
1230500000,305.42728,2122.6284
1240000000,315.90283,2153.9946
1249500000,347.43497,2185.2827
1259000000,332.64487,2181.4812
1268500000,323.20709,2175.6584
1278000000,323.83078,2169.8682
1287500000,332.22821,2164.0933
1297000000,340.67636,2150.4138
1306500000,349.47363,2130.6621
1316000000,359.08719,2110.9045
1325500000,350.63977,2091.1392
1335000000,332.42361,2077.5002
1344500000,338.55981,2092.5117
1354000000,342.64722,2107.5337
1363500000,335.13116,2122.6013
1373000000,331.35519,2137.6216
1382500000,293.8743,2182.0334
1392000000,269.18256,2234.3494
1401500000,260.66705,2286.6111
1411000000,278.27853,2338.8938
1420500000,292.71408,2376.0071
1430000000,280.87787,2390.7322
1439500000,277.00278,2405.4043
1449000000,292.39548,2420.1035
1458500000,310.92322,2433.7571
1468000000,321.94238,2389.0259
1477500000,332.34402,2344.28
1487000000,331.36642,2299.5884
1496500000,317.99335,2254.8579
1506000000,355.22202,2183.0115
1515500000,358.30408,2177.2507
1525000000,355.20764,2171.4946
1534500000,347.74512,2165.7214
1544000000,337.46173,2159.9075
1553500000,321.69971,2154.1321
1563000000,323.35623,2148.3647
1572500000,318.3121,2172.092
1582000000,285.70981,2231.2263
1591500000,266.97202,2290.3384
1601000000,265.81284,2349.4771
1610500000,277.35587,2408.5847
1620000000,293.31152,2467.7268
1629500000,307.77078,2526.781
1639000000,330.19327,2560.6572
1648500000,337.90677,2528.6567
1658000000,334.82666,2496.6707
1667500000,334.49173,2464.6707
1677000000,338.61182,2432.6707
1686500000,341.70786,2400.6753
1696000000,343.88876,2368.6709
1705500000,339.42929,2341.2322
1715000000,338.69836,2354.2813
1724500000,336.07297,2367.3965
1734000000,331.3898,2380.4849
1743500000,323.90366,2393.5313
1753000000,325.13507,2406.6465
1762500000,331.59042,2419.7444
1772000000,339.10315,2432.7813
1781500000,321.60852,2475.7756
1791000000,311.17755,2521.2571
1800500000,313.18076,2566.7415
1810000000,315.13416,2612.2295
1819500000,322.68515,2657.6621
1829000000,327.93872,2703.0969
1838500000,326.85535,2748.5803
1848000000,352.95422,2716.76
1857500000,382.07431,2658.6621
1867000000,408.48645,2600.5303
1876500000,413.84012,2542.4766
1886000000,400.59341,2484.3518
1895500000,382.74887,2426.2571
1905000000,364.30701,2368.1541
1914500000,339.95428,2357.2595
1924000000,317.4158,2382.0913
1933500000,302.56827,2406.9011
1943000000,300.27292,2431.7349
1952500000,300.81961,2456.5129
1962000000,310.46423,2481.3518
1971500000,334.32684,2506.1707
1981000000,355.46677,2533.8303
1990500000,357.24417,2565.9253
2000000000,358.92542,2598.0071
END

