!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 20:25:27
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(REAL),DUTNPD(IMAG)
100000000,234.59203,1379.6732
109500000,272.25635,1402.63
119000000,284.68082,1408.4152
128500000,304.63339,1410.1633
138000000,310.91608,1413.0128
147500000,478.00262,1425.1312
157000000,287.85397,1427.7474
166500000,326.021,1430.2966
176000000,326.65842,1434.38
185500000,328.41467,1431.1163
195000000,325.25632,1437.505
204500000,341.57104,1450.1285
214000000,321.64728,1467.1598
223500000,319.52966,1486.092
233000000,318.96143,1508.6317
242500000,324.80585,1522.594
252000000,329.51553,1527.7551
261500000,328.67361,1531.2842
271000000,326.15778,1526.866
280500000,322.77151,1520.7412
290000000,324.09741,1517.5059
299500000,320.16507,1523.9122
309000000,311.76727,1525.6158
318500000,323.24658,1519.6378
328000000,357.01981,1516.5132
337500000,330.76361,1528.8375
347000000,386.28635,1542.2444
356500000,402.1019,1522.9694
366000000,389.53009,1521.9944
375500000,326.04163,1521.719
385000000,285.13049,1533.9679
394500000,289.797,1546.2133
404000000,294.9809,1563.5359
413500000,281.30823,1587.8861
423000000,299.634,1612.2563
432500000,321.4668,1624.5881
442000000,331.70447,1633.6589
451500000,331.44489,1640.7902
461000000,363.88226,1637.4911
470500000,356.59891,1634.1389
480000000,347.15021,1629.0339
489500000,344.07166,1622.3418
499000000,335.64307,1615.6162
508500000,322.6543,1618.2902
518000000,326.2554,1622.1162
527500000,329.28024,1626.7411
537000000,322.97952,1633.6652
546500000,332.20618,1640.6313
556000000,330.14865,1661.6575
565500000,324.0242,1690.8878
575000000,328.73343,1720.1378
584500000,329.41953,1751.7628
594000000,328.57153,1783.406
603500000,331.28488,1800.8688
613000000,340.94717,1793.9938
622500000,333.26413,1787.1162
632000000,332.04581,1785.531
641500000,329.88422,1785.8696
651000000,324.75433,1785.1011
660500000,318.08459,1774.8696
670000000,319.31155,1764.6378
679500000,313.07031,1751.7826
689000000,301.44763,1735.9951
698500000,312.42932,1720.1635
708000000,310.88708,1707.1635
717500000,317.71237,1694.724
727000000,329.28537,1685.1378
736500000,359.50537,1686.4972
746000000,354.08887,1687.849
755500000,334.58914,1700.4646
765000000,347.76193,1711.8833
