!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Wednesday, January 25, 2023 06:51:32
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(REAL),SYSNPD(IMAG)
1658000000,2833.167,0.36932153
1667500000,2801.8691,0.37550983
1677000000,2771.6206,0.38169211
1686500000,2744.2366,0.38788044
1696000000,2713.1033,0.39407131
1705500000,2685.2964,0.39962551
1715000000,2697.5667,0.39948314
1724500000,2704.9526,0.39935085
1734000000,2710.8779,0.39920849
1743500000,2720.0127,0.39907619
1753000000,2736.1379,0.39893383
1762500000,2757.4905,0.39879721
1772000000,2777.4238,0.39865452
1781500000,2798.1377,0.39954573
1791000000,2834.8057,0.40052098
1800500000,2883.2803,0.4014973
1810000000,2928.2371,0.40246895
1819500000,2981.8481,0.40344509
1829000000,3035.4954,0.40442094
1838500000,3078.6021,0.40539706
1848000000,3074.0637,0.4115985
1857500000,3043.603,0.41957936
1867000000,3008.4099,0.42755279
1876500000,2956.2332,0.43552503
1886000000,2885.9849,0.44350982
1895500000,2812.1599,0.45148033
1905000000,2731.875,0.45946535
1914500000,2700.3411,0.45877907
1924000000,2701.1252,0.45156646
1933500000,2710.0293,0.44433865
1943000000,2734.103,0.43712592
1952500000,2763.1189,0.42989993
1962000000,2796.3442,0.42267221
1971500000,2842.7434,0.41545823
1981000000,2890.2415,0.40943322
1990500000,2927.9368,0.405283
2000000000,2960.3401,0.40113264
END

