!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 14:41:14
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
1458500000,-164.21246,0.004709743
1468000000,-164.26323,0.0049600266
1477500000,-164.31946,0.0052221064
1487000000,-164.3907,0.0055091926
1496500000,-164.48534,0.005835698
1506000000,-164.55565,0.01025271
1515500000,-164.5549,0.010101411
1525000000,-164.56702,0.0099797053
1534500000,-164.59135,0.0098849088
1544000000,-164.62425,0.0098081632
1553500000,-164.65865,0.0097329961
1563000000,-164.66771,0.0095997555
1572500000,-164.63835,0.0093709501
1582000000,-164.58781,0.009086878
1591500000,-164.5191,0.0087713134
1601000000,-164.42258,0.0084094163
1610500000,-164.30684,0.008023561
1620000000,-164.18839,0.0076474398
1629500000,-164.06915,0.0072844634
1639000000,-163.98798,0.0070729754
1648500000,-164.03035,0.0072661364
1658000000,-164.07681,0.0074695046
1667500000,-164.12743,0.0076836934
1677000000,-164.17262,0.0078919074
1686500000,-164.21613,0.0081006028
1696000000,-164.26772,0.0083282189
1705500000,-164.31281,0.0085337479
1715000000,-164.29825,0.0085021732
1724500000,-164.28085,0.0084653664
1734000000,-164.26804,0.008437423
1743500000,-164.25368,0.0084067788
1753000000,-164.22993,0.0083579607
1762500000,-164.20262,0.0083027119
1772000000,-164.16685,0.0082316911
1781500000,-164.13333,0.0081866449
1791000000,-164.07832,0.0081033418
1800500000,-164.01266,0.0080011981
1810000000,-163.93195,0.007872886
1819500000,-163.85968,0.0077617257
1829000000,-163.77782,0.0076352288
1838500000,-163.71672,0.0075467373
1848000000,-163.72441,0.0076757572
1857500000,-163.7683,0.0079040611
1867000000,-163.82054,0.0081517268
1876500000,-163.89471,0.0084467726
1886000000,-163.99315,0.0087988172
1895500000,-164.11661,0.0092152227
1905000000,-164.23892,0.0096460972
1914500000,-164.29008,0.0097458372
1924000000,-164.2858,0.0095831547
1933500000,-164.26985,0.0093951924
1943000000,-164.23238,0.0091632586
1952500000,-164.19106,0.008926454
1962000000,-164.13705,0.0086679384
1971500000,-164.06107,0.0083722146
1981000000,-163.99002,0.0081169298
1990500000,-163.94177,0.0079458784
2000000000,-163.88751,0.0077668675
END

