!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 14:41:14
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
100000000,-166.5197,0.018193053
109500000,-166.36687,0.013213804
119000000,-166.31898,0.012253325
128500000,-166.26082,0.01337826
138000000,-166.23756,0.016615549
147500000,-165.81071,0.013422199
157000000,-166.26627,0.016652182
166500000,-166.15916,0.016019013
176000000,-166.14803,0.016044639
185500000,-166.15305,0.015816053
195000000,-166.14116,0.01531825
204500000,-166.07935,0.014394237
214000000,-166.08427,0.013498449
223500000,-166.04221,0.012591057
233000000,-165.98402,0.011918608
242500000,-165.94295,0.011418407
252000000,-165.91986,0.011028323
261500000,-165.9088,0.010669015
271000000,-165.92397,0.010417547
280500000,-165.94591,0.010263497
290000000,-165.95903,0.010213512
299500000,-165.94716,0.01029806
309000000,-165.96353,0.010822375
318500000,-165.94745,0.011443312
328000000,-165.8773,0.011688964
337500000,-165.90631,0.011519949
347000000,-165.75166,0.0088470401
356500000,-165.75241,0.009892134
366000000,-165.78757,0.0097971773
375500000,-165.9313,0.0099410638
385000000,-165.99896,0.0098261787
394500000,-165.95737,0.0094641196
404000000,-165.89658,0.0092786318
413500000,-165.87869,0.0094758347
423000000,-165.77994,0.0094925445
432500000,-165.70789,0.0096977623
442000000,-165.664,0.0099937096
451500000,-165.64714,0.010289943
461000000,-165.58205,0.010168041
470500000,-165.60904,0.010262782
480000000,-165.64732,0.010219854
489500000,-165.66327,0.0099737151
499000000,-165.69971,0.009771633
508500000,-165.71411,0.0094888406
518000000,-165.70403,0.0091490261
527500000,-165.68225,0.0088394433
537000000,-165.68822,0.0087346602
546500000,-165.64095,0.008524253
556000000,-165.60423,0.0084081013
565500000,-165.55244,0.0083051426
575000000,-165.48282,0.008169922
584500000,-165.40829,0.0080368882
594000000,-165.34598,0.0079282625
603500000,-165.30655,0.0078704134
613000000,-165.30333,0.0078916438
622500000,-165.33423,0.0079752002
632000000,-165.33592,0.0078969719
641500000,-165.3381,0.0077808914
651000000,-165.35184,0.0076910709
660500000,-165.38828,0.0076930774
670000000,-165.40627,0.0076618609
679500000,-165.44601,0.0077525573
689000000,-165.49921,0.0079628322
698500000,-165.51234,0.0081020659
708000000,-165.54004,0.0083587943
717500000,-165.55879,0.0086175501
727000000,-165.54974,0.0087743085
736500000,-165.4915,0.0086540803
746000000,-165.50504,0.0086779026
755500000,-165.50641,0.01027823
765000000,-165.45642,0.010620479
774500000,-165.4176,0.010981688
784000000,-165.4164,0.011434432
793500000,-165.41743,0.011798588
803000000,-165.31932,0.01150241
812500000,-165.26323,0.011322925
822000000,-165.24849,0.01125258
831500000,-165.26581,0.011265642
841000000,-165.25978,0.011132753
850500000,-165.25272,0.010977648
860000000,-165.24471,0.01082027
869500000,-165.22113,0.010625681
879000000,-165.21466,0.01054914
888500000,-165.23608,0.010644736
898000000,-165.24319,0.010705593
907500000,-165.23514,0.010728898
917000000,-165.21953,0.010734335
926500000,-165.20633,0.010767217
936000000,-165.19464,0.010803395
945500000,-165.18643,0.010848129
955000000,-165.19327,0.010930581
964500000,-165.15027,0.01074605
974000000,-165.10593,0.010485148
983500000,-165.07379,0.010257261
993000000,-165.05443,0.01006166
1002500000,-165.04175,0.0098700626
1012000000,-165.0177,0.0096193161
1021500000,-164.98705,0.0093566999
1031000000,-164.93863,0.0090602273
1040500000,-164.87596,0.0087404987
1050000000,-164.91771,0.0088675162
1059500000,-164.94803,0.0090053659
1069000000,-164.96918,0.0091256211
1078500000,-164.97815,0.0092207752
1088000000,-164.98943,0.0093455659
1097500000,-165.00821,0.0095122717
1107000000,-165.02707,0.0096804248
1116500000,-165.05801,0.0098773194
1126000000,-165.09335,0.010059649
1135500000,-165.04849,0.0098306481
1145000000,-165.03644,0.0096782632
1154500000,-165.06311,0.0096118134
1164000000,-165.11107,0.0095910951
1173500000,-165.09605,0.0092198402
1183000000,-165.04652,0.0086993985
1192500000,-164.98952,0.0081755072
1202000000,-164.89464,0.0075972332
1211500000,-164.81314,0.007124621
1221000000,-164.78726,0.0068770885
1230500000,-164.74748,0.0066110948
1240000000,-164.66721,0.0062903869
1249500000,-164.56306,0.0059465887
1259000000,-164.59129,0.0060075177
1268500000,-164.61603,0.0060761548
1278000000,-164.63005,0.0061302371
1287500000,-164.62294,0.0061547114
1297000000,-164.62843,0.0061998065
1306500000,-164.64215,0.0062591359
1316000000,-164.67174,0.0063419333
1325500000,-164.71706,0.0064490065
1335000000,-164.77049,0.0065279538
1344500000,-164.73218,0.0062755565
1354000000,-164.69955,0.0060348623
1363500000,-164.69116,0.0058298768
1373000000,-164.67491,0.0056154323
1382500000,-164.65913,0.0054422929
1392000000,-164.61075,0.0052412474
1401500000,-164.53096,0.0050075469
1411000000,-164.41225,0.0047381036
1420500000,-164.33533,0.0046005072
1430000000,-164.32881,0.0046539502
1439500000,-164.30984,0.0046938295
1449000000,-164.26901,0.0047095441
