!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 22:58:55
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(REAL),SYSNPD(IMAG)
100000000,1614.5651,0.51254231
109500000,1673.577,0.38559818
119000000,1692.1613,0.36153439
128500000,1712.6396,0.40004772
138000000,1722.6428,0.49951899
147500000,1902.6224,0.44518986
157000000,1711.5201,0.49732241
166500000,1755.0199,0.49035847
176000000,1759.7767,0.49240384
185500000,1758.7646,0.48482752
195000000,1761.5929,0.47085434
204500000,1788.9357,0.44879463
214000000,1787.8466,0.42038849
223500000,1805.0524,0.39594486
233000000,1827.0411,0.37985355
242500000,1844.4374,0.36736998
252000000,1854.5446,0.35671192
261500000,1859.1465,0.34596974
271000000,1855.2325,0.336638
280500000,1844.3484,0.32998776
290000000,1839.0636,0.32739007
299500000,1841.6783,0.3310034
309000000,1834.62,0.34654719
318500000,1841.8066,0.36779049
328000000,1871.2834,0.38180327
337500000,1860.3289,0.37377709
347000000,1928.1052,0.29745799
356500000,1925.3334,0.33253956
366000000,1909.0378,0.32669154
375500000,1846.4886,0.32069793
385000000,1818.7285,0.31209147
394500000,1834.8199,0.30348501
404000000,1859.7401,0.30173081
413500000,1870.6091,0.30941555
423000000,1911.9403,0.31708983
432500000,1944.5597,0.3293649
442000000,1963.1378,0.34286278
451500000,1972.7357,0.35439852
461000000,2002.7651,0.35548967
470500000,1989.8958,0.3565782
480000000,1974.2727,0.3519702
489500000,1967.1769,0.34223393
499000000,1950.9666,0.3324984
508500000,1943.1302,0.32180724
518000000,1947.4362,0.3110036
527500000,1957.9594,0.30199027
537000000,1955.6678,0.29800132
546500000,1972.5833,0.29400569
556000000,1992.3123,0.29246134
565500000,2017.1927,0.29234576
575000000,2048.6814,0.2922335
584500000,2081.3728,0.29245082
594000000,2111.5708,0.29266739
603500000,2131.1565,0.29318169
613000000,2134.8162,0.29419032
622500000,2117.5681,0.2951974
632000000,2116.2361,0.2921882
641500000,2116.8621,0.28774807
651000000,2112.0164,0.28352833
660500000,2093.7405,0.28123307
670000000,2082.8682,0.27893433
679500000,2064.4504,0.27966464
689000000,2038.4716,0.28375331
698500000,2032.1699,0.28784266
708000000,2019.3358,0.29507533
717500000,2012.4119,0.30289939
727000000,2014.8894,0.30905238
736500000,2042.5929,0.30893263
746000000,2040.9572,0.30881956
755500000,2033.1654,0.36565426
765000000,2057.1709,0.38220373
774500000,2075.3557,0.39875096
784000000,2079.2622,0.4153069
793500000,2077.0256,0.42842963
803000000,2125.6667,0.42721871
812500000,2153.7031,0.4260191
822000000,2161.8,0.42481264
831500000,2152.6272,0.42361233
841000000,2154.3389,0.41919738
850500000,2159.1165,0.41402987
860000000,2162.8359,0.40884712
869500000,2176.5764,0.4036797
879000000,2176.6865,0.4013699
888500000,2167.4546,0.40301344
898000000,2165.7073,0.40465486
907500000,2165.1194,0.40628844
917000000,2175.8198,0.40795839
926500000,2181.269,0.41045442
936000000,2188.4138,0.41294247
945500000,2190.7363,0.41543782
955000000,2186.6423,0.41793606
964500000,2207.0032,0.41496938
974000000,2232.4451,0.40904954
983500000,2247.3623,0.40313002
993000000,2258.2346,0.39720958
1002500000,2265.1536,0.39078617
1012000000,2276.762,0.38297322
1021500000,2294.105,0.3751556
1031000000,2320.1755,0.36734185
1040500000,2351.9856,0.35952902
1050000000,2333.0103,0.36126462
1059500000,2312.863,0.36432821
1069000000,2303.8596,0.36739975
1078500000,2298.4375,0.37046346
1088000000,2291.738,0.37450427
1097500000,2283.97,0.37953955
1107000000,2272.8562,0.38457507
1116500000,2256.3503,0.3896105
1126000000,2237.0981,0.39358792
1135500000,2260.7937,0.38862106
1145000000,2266.698,0.38366005
1154500000,2255.0176,0.37869418
1164000000,2228.3364,0.37372735
1173500000,2240.4673,0.36050558
1183000000,2261.3936,0.34405681
1192500000,2293.2219,0.32760939
1202000000,2343.5085,0.31116101
1211500000,2390.1672,0.29733208
1221000000,2399.5623,0.28871682
1230500000,2427.054,0.28010389
1240000000,2470.5127,0.27148807
1249500000,2531.7832,0.26287851
1259000000,2512.4932,0.26385149
1268500000,2498.2102,0.26535043
1278000000,2492.7466,0.26684889
1287500000,2495.7068,0.26835319
1297000000,2493.4146,0.26997826
1306500000,2483.9258,0.27170169
1316000000,2467.5518,0.27342701
1325500000,2442.6624,0.27515727
1335000000,2409.9719,0.27511945
1344500000,2433.9099,0.26682642
1354000000,2446.8499,0.25852659
1363500000,2458.4529,0.2502284
1373000000,2465.5374,0.24192744
1382500000,2476.7815,0.2353218
1392000000,2503.0171,0.2291681
1401500000,2547.6982,0.22300877
1411000000,2616.0789,0.21685684
1420500000,2668.7141,0.21432194
1430000000,2670.4211,0.2171369
1439500000,2684.0376,0.2199565
1449000000,2710.1335,0.22277725
1458500000,2743.4536,0.22570693
1468000000,2711.01,0.23493882
1477500000,2676.5017,0.24417049
1487000000,2632.634,0.25340286
1496500000,2574.4307,0.2626355
1506000000,2538.3611,0.45401272
1515500000,2534.4541,0.44738978
1525000000,2527.3445,0.4407669
1534500000,2515.1284,0.43414176
1544000000,2497.6555,0.42751923
1553500000,2475.958,0.42089626
1563000000,2472.02,0.41426912
1572500000,2487.0486,0.40713814
1582000000,2517.0276,0.39941719
1591500000,2556.8484,0.39169511
1601000000,2614.8594,0.38397375
1610500000,2686.7683,0.37625059
1620000000,2760.6152,0.3685289
1629500000,2836.5305,0.36080718
1639000000,2890.8137,0.35694209
1648500000,2865.8928,0.36313009
1658000000,2832.2024,0.36932153
1667500000,2798.2456,0.37550983
1677000000,2770.1772,0.38169211
1686500000,2742.3325,0.38788044
1696000000,2710.3677,0.39407131
1705500000,2683.3438,0.39962551
1715000000,2692.1995,0.39948314
1724500000,2702.6157,0.39935085
1734000000,2707.6387,0.39920849
1743500000,2716.5449,0.39907619
1753000000,2732.0681,0.39893383
1762500000,2753.5527,0.39879721
1772000000,2774.6123,0.39865452
1781500000,2794.7783,0.39954573
1791000000,2831.8223,0.40052098
1800500000,2880.1077,0.4014973
1810000000,2928.1448,0.40246895
1819500000,2977.843,0.40344509
1829000000,3033.6465,0.40442094
1838500000,3079.3269,0.40539706
1848000000,3070.1963,0.4115985
1857500000,3041.6174,0.41957936
1867000000,3006.9158,0.42755279
1876500000,2953.8242,0.43552503
1886000000,2887.0154,0.44350982
1895500000,2808.2092,0.45148033
1905000000,2732.1233,0.45946535
1914500000,2696.9609,0.45877907
1924000000,2698.1455,0.45156646
1933500000,2708.6357,0.44433865
1943000000,2732.1597,0.43712592
1952500000,2760.6167,0.42989993
1962000000,2794.2068,0.42267221
1971500000,2841.7021,0.41545823
1981000000,2889.5315,0.40943322
1990500000,2923.5388,0.405283
2000000000,2956.926,0.40113264
END

