!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 03:37:23
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
100000000,-166.52666,0.018222269
109500000,-166.36528,0.013208966
119000000,-166.31914,0.012253756
128500000,-166.26479,0.013390476
138000000,-166.24362,0.016638763
147500000,-165.80933,0.013417903
157000000,-166.26413,0.01664399
166500000,-166.16013,0.01602257
176000000,-166.15131,0.016056804
185500000,-166.15575,0.015825922
195000000,-166.14581,0.015334637
204500000,-166.07697,0.014386334
214000000,-166.08496,0.01350061
223500000,-166.04594,0.012601878
233000000,-165.98685,0.011926331
242500000,-165.94406,0.011421331
252000000,-165.9183,0.011024394
261500000,-165.91084,0.010674046
271000000,-165.92429,0.010418329
280500000,-165.9442,0.010259466
290000000,-165.95555,0.010205324
299500000,-165.94904,0.0103025
309000000,-165.96463,0.010825081
318500000,-165.94534,0.011437771
328000000,-165.88089,0.011698632
337500000,-165.90776,0.01152379
347000000,-165.75351,0.0088508027
356500000,-165.75307,0.0098936595
366000000,-165.78972,0.0098020155
375500000,-165.93393,0.0099470643
385000000,-166.00139,0.0098316642
394500000,-165.96164,0.0094734263
404000000,-165.90625,0.0092993136
413500000,-165.88493,0.009489472
423000000,-165.78462,0.0095027993
432500000,-165.71417,0.009711815
442000000,-165.66351,0.0099926041
451500000,-165.64871,0.01029367
461000000,-165.58392,0.010172449
470500000,-165.61566,0.010278436
480000000,-165.64732,0.010219853
489500000,-165.66136,0.0099693285
499000000,-165.69708,0.009765706
508500000,-165.71979,0.0095012486
518000000,-165.70848,0.0091583906
527500000,-165.68433,0.0088436576
537000000,-165.6897,0.0087376349
546500000,-165.64636,0.0085349055
556000000,-165.61032,0.0084198993
565500000,-165.55754,0.0083149076
575000000,-165.48495,0.0081739454
584500000,-165.41035,0.0080407085
594000000,-165.35165,0.0079386355
603500000,-165.30951,0.0078757908
613000000,-165.30966,0.0079031708
622500000,-165.33821,0.007982525
632000000,-165.34276,0.0079094106
641500000,-165.34335,0.0077902945
651000000,-165.35335,0.0076937419
660500000,-165.38983,0.0076958248
670000000,-165.41251,0.0076728915
679500000,-165.44925,0.0077583278
689000000,-165.50259,0.0079690469
698500000,-165.51904,0.008114567
708000000,-165.54352,0.0083654989
717500000,-165.56352,0.0086269444
727000000,-165.55583,0.008786615
736500000,-165.493,0.0086570326
746000000,-165.5052,0.0086782444
755500000,-165.51636,0.010301795
765000000,-165.45891,0.010626537
774500000,-165.42867,0.01100967
784000000,-165.42041,0.011445037
793500000,-165.41888,0.011802496
803000000,-165.32097,0.011506762
812500000,-165.26903,0.011338037
822000000,-165.25435,0.011267775
831500000,-165.27051,0.011277816
841000000,-165.26335,0.011141925
850500000,-165.25731,0.010989267
860000000,-165.24698,0.010825917
869500000,-165.22585,0.010637217
879000000,-165.2179,0.010556989
888500000,-165.23523,0.010642633
898000000,-165.2507,0.010724125
907500000,-165.24002,0.010740972
917000000,-165.22514,0.010748222
926500000,-165.21233,0.010782111
936000000,-165.19739,0.010810216
945500000,-165.19704,0.010874673
955000000,-165.19949,0.010946238
964500000,-165.15755,0.010764077
974000000,-165.10956,0.010493933
983500000,-165.07593,0.010262286
993000000,-165.06075,0.010076291
1002500000,-165.0506,0.0098902145
1012000000,-165.02188,0.009628579
1021500000,-164.98955,0.0093620755
1031000000,-164.94101,0.0090652024
1040500000,-164.87878,0.0087461872
1050000000,-164.91818,0.008868482
1059500000,-164.95703,0.0090240743
1069000000,-164.9734,0.0091345254
1078500000,-164.98633,0.0092381304
1088000000,-164.99623,0.009360237
1097500000,-165.0126,0.0095219174
1107000000,-165.0338,0.0096954266
1116500000,-165.06276,0.0098881125
1126000000,-165.09973,0.010074453
1135500000,-165.05467,0.00984463
1145000000,-165.03979,0.0096857455
1154500000,-165.06241,0.0096102888
1164000000,-165.11542,0.0096007017
1173500000,-165.09503,0.0092176851
1183000000,-165.05219,0.008710728
1192500000,-164.99152,0.0081792586
1202000000,-164.89516,0.0075981268
1211500000,-164.81432,0.007126553
1221000000,-164.79329,0.0068866517
1230500000,-164.7462,0.0066091544
1240000000,-164.6705,0.0062951748
1249500000,-164.55806,0.0059397421
1259000000,-164.59076,0.0060067773
1268500000,-164.61604,0.0060761785
1278000000,-164.62701,0.0061259503
1287500000,-164.62921,0.0061635878
1297000000,-164.63383,0.0062075197
1306500000,-164.64919,0.0062692729
1316000000,-164.67331,0.0063442341
1325500000,-164.71713,0.0064491187
1335000000,-164.77512,0.0065349019
1344500000,-164.73392,0.0062780916
1354000000,-164.70464,0.0060419254
1363500000,-164.69513,0.0058351923
1373000000,-164.67786,0.0056192311
1382500000,-164.65791,0.0054407618
1392000000,-164.60744,0.0052372552
1401500000,-164.53072,0.0050072577
1411000000,-164.41759,0.004743929
1420500000,-164.33929,0.0046047159
1430000000,-164.32959,0.0046547758
1439500000,-164.31259,0.0046967999
1449000000,-164.26828,0.004708739
1458500000,-164.21205,0.004709308
1468000000,-164.26382,0.0049607013
1477500000,-164.32355,0.0052270261
1487000000,-164.39714,0.0055173603
1496500000,-164.49094,0.0058432356
1506000000,-164.55739,0.010256832
1515500000,-164.56114,0.010115934
1525000000,-164.57469,0.0099973381
1534500000,-164.59645,0.0098965298
1544000000,-164.62746,0.009815407
1553500000,-164.66025,0.0097365659
1563000000,-164.66969,0.0096041253
1572500000,-164.64243,0.0093797371
1582000000,-164.5934,0.009098582
1591500000,-164.52539,0.0087840213
1601000000,-164.43152,0.0084267464
1610500000,-164.30705,0.0080239512
1620000000,-164.1935,0.0076564588
1629500000,-164.07472,0.0072937952
1639000000,-163.99146,0.0070786276
1648500000,-164.03279,0.0072702114
1658000000,-164.07967,0.0074744131
1667500000,-164.13524,0.0076975459
1677000000,-164.17671,0.0078993291
1686500000,-164.22234,0.0081121968
1696000000,-164.27763,0.0083472645
1705500000,-164.32089,0.008549667
1715000000,-164.3027,0.0085108997
1724500000,-164.28296,0.0084694726
1734000000,-164.27374,0.0084485151
1743500000,-164.26534,0.0084293922
1753000000,-164.23286,0.0083635971
1762500000,-164.20297,0.0083033945
1772000000,-164.16881,0.0082353912
1781500000,-164.13748,0.0081944661
1791000000,-164.08026,0.0081069525
1800500000,-164.01012,0.0079964995
1810000000,-163.93808,0.0078840144
1819500000,-163.86415,0.0077697304
1829000000,-163.78508,0.0076480019
1838500000,-163.72153,0.007555089
1848000000,-163.73267,0.007690358
1857500000,-163.77228,0.0079113143
1867000000,-163.82132,0.0081532067
1876500000,-163.89612,0.0084495135
1886000000,-163.99974,0.0088121882
1895500000,-164.11624,0.0092144422
1905000000,-164.23463,0.0096365623
1914500000,-164.2953,0.0097575448
1924000000,-164.29385,0.0096009299
1933500000,-164.2751,0.009406548
1943000000,-164.23763,0.0091743451
1952500000,-164.19508,0.0089347418
1962000000,-164.14178,0.0086773708
1971500000,-164.06447,0.0083787898
1981000000,-163.99492,0.0081260959
1990500000,-163.94525,0.0079522375
2000000000,-163.88962,0.0077706259
END

