!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 05:46:44
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
670000000,-165.40948,0.0076675517
679500000,-165.45209,0.0077634063
689000000,-165.50571,0.007974756
698500000,-165.5193,0.0081150653
708000000,-165.54482,0.0083679752
717500000,-165.56114,0.0086222179
727000000,-165.5527,0.0087802773
736500000,-165.49152,0.0086541036
746000000,-165.50145,0.0086707454
755500000,-165.51419,0.010296639
765000000,-165.46339,0.010637523
774500000,-165.43044,0.01101417
784000000,-165.42079,0.011446009
793500000,-165.41785,0.011799702
803000000,-165.32242,0.01151063
812500000,-165.27281,0.011347935
822000000,-165.25522,0.011270051
831500000,-165.27008,0.011276721
841000000,-165.2645,0.011144872
850500000,-165.25722,0.010989057
860000000,-165.24606,0.010823651
869500000,-165.22223,0.010628345
879000000,-165.21901,0.010559718
888500000,-165.2359,0.010644263
898000000,-165.24341,0.010706114
907500000,-165.24474,0.01075263
917000000,-165.22238,0.010741383
926500000,-165.20886,0.010773528
936000000,-165.19843,0.010812802
945500000,-165.19478,0.010869015
955000000,-165.19238,0.010928337
964500000,-165.15883,0.010767262
974000000,-165.10664,0.010486906
983500000,-165.07451,0.01025892
993000000,-165.06,0.01007456
1002500000,-165.04787,0.0098839803
1012000000,-165.02243,0.0096298084
1021500000,-164.9877,0.0093581052
1031000000,-164.94321,0.0090698069
1040500000,-164.88098,0.0087505979
1050000000,-164.91891,0.008869986
1059500000,-164.95697,0.0090239458
1069000000,-164.97412,0.009136036
1078500000,-164.98105,0.0092269285
1088000000,-164.99936,0.0093669519
1097500000,-165.0127,0.0095220972
1107000000,-165.02934,0.0096854949
1116500000,-165.0619,0.0098861493
1126000000,-165.09657,0.010067108
1135500000,-165.05621,0.0098481476
1145000000,-165.04346,0.0096939141
1154500000,-165.06381,0.0096133901
1164000000,-165.11636,0.0096027879
1173500000,-165.09732,0.009222528
1183000000,-165.05276,0.0087118885
1192500000,-164.98914,0.0081747929
1202000000,-164.89253,0.0075935437
1211500000,-164.81201,0.0071227802
1221000000,-164.79213,0.006884791
1230500000,-164.74663,0.0066098096
1240000000,-164.66832,0.0062920125
1249500000,-164.56369,0.0059474516
1259000000,-164.59378,0.0060109682
1268500000,-164.62265,0.0060854368
1278000000,-164.62694,0.0061258408
1287500000,-164.63136,0.0061666579
1297000000,-164.63313,0.006206532
1306500000,-164.64554,0.0062640067
1316000000,-164.6731,0.006343904
1325500000,-164.718,0.0064504095
1335000000,-164.77939,0.0065413285
1344500000,-164.73264,0.006276228
1354000000,-164.70805,0.0060466845
1363500000,-164.69353,0.0058330428
1373000000,-164.67587,0.0056166733
1382500000,-164.65819,0.005441112
1392000000,-164.61053,0.005241001
1401500000,-164.53261,0.0050094351
1411000000,-164.41856,0.0047450033
1420500000,-164.33591,0.0046011149
1430000000,-164.32991,0.0046551214
1439500000,-164.31082,0.0046948818
1449000000,-164.27283,0.0047136717
1458500000,-164.21495,0.0047124396
1468000000,-164.26843,0.0049659796
1477500000,-164.32144,0.0052244784
1487000000,-164.39354,0.0055127973
1496500000,-164.48935,0.0058411015
1506000000,-164.56075,0.010264745
1515500000,-164.55994,0.010113132
1525000000,-164.57378,0.0099952416
1534500000,-164.59264,0.0098878313
1544000000,-164.6241,0.0098078093
1553500000,-164.662,0.0097404998
1563000000,-164.67265,0.0096106809
1572500000,-164.64354,0.0093821511
1582000000,-164.59247,0.0090966253
1591500000,-164.52611,0.0087854723
1601000000,-164.42792,0.0084197512
1610500000,-164.30971,0.0080288621
1620000000,-164.19038,0.0076509565
1629500000,-164.07555,0.0072951708
1639000000,-163.99445,0.0070835059
1648500000,-164.03041,0.0072662518
1658000000,-164.0795,0.0074741379
1667500000,-164.1292,0.0076868301
1677000000,-164.17763,0.0079010045
1686500000,-164.21948,0.0081068696
1696000000,-164.2748,0.0083418209
1705500000,-164.32181,0.0085514551
1715000000,-164.30032,0.0085062338
1724500000,-164.28468,0.0084728338
1734000000,-164.27412,0.0084492471
1743500000,-164.26283,0.0084245261
1753000000,-164.23669,0.0083709955
1762500000,-164.20657,0.0083102807
1772000000,-164.17256,0.0082425196
1781500000,-164.13974,0.0081987288
1791000000,-164.08168,0.0081096049
1800500000,-164.01146,0.007998975
1810000000,-163.93373,0.0078761093
1819500000,-163.86124,0.0077645304
1829000000,-163.78934,0.0076555074
1838500000,-163.72275,0.0075572236
1848000000,-163.73088,0.0076871971
1857500000,-163.77177,0.0079103801
1867000000,-163.82628,0.0081625152
1876500000,-163.89951,0.0084560849
1886000000,-164.00209,0.0088169575
1895500000,-164.11264,0.0092068268
1905000000,-164.23526,0.0096379574
1914500000,-164.29068,0.0097471736
1924000000,-164.28954,0.0095913801
1933500000,-164.27689,0.0094104316
1943000000,-164.23909,0.0091774501
1952500000,-164.19478,0.0089341076
1962000000,-164.1376,0.008669043
1971500000,-164.06723,0.0083841095
1981000000,-163.99332,0.0081230821
1990500000,-163.94551,0.0079527237
2000000000,-163.89217,0.0077751814
END

