!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 05:46:44
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
100000000,-166.52472,0.018214112
109500000,-166.36626,0.013211933
119000000,-166.3215,0.01226046
128500000,-166.26755,0.013399001
138000000,-166.24203,0.016632643
147500000,-165.80864,0.013415777
157000000,-166.26718,0.016655689
166500000,-166.15997,0.016022002
176000000,-166.14792,0.016044252
185500000,-166.15312,0.015816307
195000000,-166.14853,0.015344239
204500000,-166.08141,0.014401047
214000000,-166.08604,0.013503959
223500000,-166.03883,0.012581276
233000000,-165.99138,0.011938782
242500000,-165.94275,0.011417875
252000000,-165.92322,0.011036869
261500000,-165.90927,0.010670163
271000000,-165.92432,0.010418396
280500000,-165.94846,0.010269494
290000000,-165.95392,0.010201488
299500000,-165.9489,0.010302171
309000000,-165.96428,0.010824239
318500000,-165.94817,0.011445188
328000000,-165.87939,0.011694618
337500000,-165.90793,0.011524234
347000000,-165.75392,0.0088516567
356500000,-165.75229,0.0098918583
366000000,-165.79129,0.0098055899
375500000,-165.9326,0.0099440208
385000000,-166.0015,0.0098319175
394500000,-165.96004,0.0094699394
404000000,-165.90675,0.0093004033
413500000,-165.87967,0.0094779748
423000000,-165.78435,0.0095021892
432500000,-165.7099,0.0097022802
442000000,-165.66534,0.0099968053
451500000,-165.64775,0.01029138
461000000,-165.58218,0.010168361
470500000,-165.6156,0.010278301
480000000,-165.646,0.010216746
489500000,-165.66772,0.0099839307
499000000,-165.69893,0.009769883
508500000,-165.71948,0.0095005855
518000000,-165.70689,0.0091550704
527500000,-165.6813,0.008837508
537000000,-165.68866,0.0087355534
546500000,-165.64809,0.0085382974
556000000,-165.60831,0.0084160063
565500000,-165.55682,0.0083135422
575000000,-165.48149,0.0081674289
584500000,-165.41449,0.0080483798
594000000,-165.35245,0.007940094
603500000,-165.3045,0.0078667123
613000000,-165.30516,0.0078949872
622500000,-165.33916,0.007984261
632000000,-165.33961,0.0079036951
641500000,-165.34052,0.0077852141
651000000,-165.35309,0.0076932944
660500000,-165.39052,0.0076970537
