!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 11:20:42
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
1401500000,-174.36322,83.384102
1411000000,-174.13254,83.181046
1420500000,-173.91225,82.940704
1430000000,-174.08095,83.248566
1439500000,-174.07643,83.28244
1449000000,-173.93649,83.106293
1458500000,-173.64268,82.669807
1468000000,-173.50183,82.290909
1477500000,-173.34523,81.861008
1487000000,-173.35872,81.730362
1496500000,-173.48994,81.816147
1506000000,-173.10104,80.772148
1515500000,-173.04684,80.634026
1525000000,-173.09569,80.712807
1534500000,-173.16338,80.830009
1544000000,-173.32654,81.139305
1553500000,-173.50104,81.460548
1563000000,-173.50679,81.449135
1572500000,-173.58311,81.686455
1582000000,-174.03529,82.695282
1591500000,-174.31909,83.327942
1601000000,-174.34389,83.531128
1610500000,-174.18349,83.453148
1620000000,-173.95444,83.265701
1629500000,-173.71922,83.059082
1639000000,-173.42271,82.67112
1648500000,-173.33656,82.432419
1658000000,-173.32553,82.317368
1667500000,-173.36639,82.290825
1677000000,-173.33394,82.13279
1686500000,-173.25038,81.876503
1696000000,-173.23186,81.733521
1705500000,-173.27644,81.722237
1715000000,-173.306,81.822563
1724500000,-173.35754,81.96196
1734000000,-173.42104,82.120125
1743500000,-173.49651,82.295921
1753000000,-173.44502,82.247124
1762500000,-173.36897,82.154053
1772000000,-173.28441,82.044075
1781500000,-173.54967,82.638588
1791000000,-173.69553,83.006332
1800500000,-173.68956,83.119728
1810000000,-173.58789,83.079788
1819500000,-173.51546,83.083649
1829000000,-173.41418,83.039917
1838500000,-173.42499,83.170822
1848000000,-173.1209,82.595924
1857500000,-172.76399,81.7966
1867000000,-172.51836,81.135445
1876500000,-172.43192,80.757278
1886000000,-172.58606,80.868927
1895500000,-172.76941,81.034065
1905000000,-172.9924,81.270103
1914500000,-173.2739,81.772972
1924000000,-173.57961,82.404335
1933500000,-173.77538,82.809563
1943000000,-173.84056,82.987228
1952500000,-173.77437,82.951698
1962000000,-173.65968,82.836739
1971500000,-173.33273,82.358658
1981000000,-173.08249,81.998421
1990500000,-173.08714,82.105576
2000000000,-173.03494,82.108734
END

