!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 11:20:42
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
100000000,-174.9095,80.379364
109500000,-174.2677,79.060387
119000000,-174.07872,78.631981
128500000,-173.79153,77.891739
138000000,-173.67973,77.609917
147500000,-171.82375,71.53302
157000000,-174.06483,78.746964
166500000,-173.49193,77.231331
176000000,-173.49043,77.26223
185500000,-173.46634,77.165466
195000000,-173.50491,77.329994
204500000,-173.3364,76.956383
214000000,-173.59178,77.81662
223500000,-173.59985,77.988976
233000000,-173.60799,78.184868
242500000,-173.5316,78.08831
252000000,-173.4493,77.906883
261500000,-173.46481,77.975716
271000000,-173.48051,77.984192
280500000,-173.52843,78.065742
290000000,-173.52409,78.029442
299500000,-173.58463,78.238693
309000000,-173.69841,78.547142
318500000,-173.51804,78.029526
328000000,-173.10457,76.847389
337500000,-173.42599,77.852089
347000000,-172.75189,76.006104
356500000,-172.53148,75.130608
366000000,-172.71046,75.69706
375500000,-173.45364,77.872116
385000000,-174.0094,79.376564
394500000,-173.97549,79.378052
404000000,-173.86009,79.216713
413500000,-174.09592,79.927879
423000000,-173.80922,79.414734
432500000,-173.53864,78.83432
442000000,-173.40334,78.552513
451500000,-173.38191,78.546066
461000000,-172.96844,77.412224
470500000,-173.07484,77.683067
480000000,-173.23038,78.067612
489500000,-173.22678,78.010139
499000000,-173.34515,78.276321
508500000,-173.48639,78.659798
518000000,-173.4695,78.642944
527500000,-173.39751,78.490097
537000000,-173.51398,78.833191
546500000,-173.36877,78.511185
556000000,-173.37534,78.669456
565500000,-173.4761,79.109726
575000000,-173.43683,79.195549
584500000,-173.38115,79.252373
594000000,-173.41295,79.514076
603500000,-173.35852,79.485451
613000000,-173.24962,79.184311
622500000,-173.38696,79.473969
632000000,-173.3754,79.437363
641500000,-173.37177,79.430672
651000000,-173.4487,79.607819
660500000,-173.53802,79.757439
670000000,-173.53833,79.70002
679500000,-173.62143,79.818527
689000000,-173.75232,80.026657
698500000,-173.62752,79.649605
708000000,-173.59692,79.500427
717500000,-173.56255,79.342964
727000000,-173.38017,78.835457
736500000,-173.02084,77.909233
746000000,-173.11424,78.168327
755500000,-173.33615,78.823677
765000000,-173.15681,78.440636
774500000,-173.09624,78.358521
784000000,-173.17174,78.627167
793500000,-173.3972,79.265434
803000000,-173.01205,78.411018
812500000,-172.89104,78.208519
822000000,-173.01447,78.640373
831500000,-173.33675,79.535172
841000000,-173.45064,79.857185
850500000,-173.49709,80.009506
860000000,-173.54927,80.171875
869500000,-173.5573,80.234856
879000000,-173.54404,80.230057
888500000,-173.66769,80.495613
898000000,-173.68782,80.535133
907500000,-173.66782,80.488869
917000000,-173.54735,80.222885
926500000,-173.48845,80.099182
936000000,-173.39696,79.899902
945500000,-173.42113,79.962006
955000000,-173.43378,79.99781
964500000,-173.32884,79.81675
974000000,-173.20107,79.607178
983500000,-173.20456,79.701416
993000000,-173.28923,79.979225
1002500000,-173.44923,80.421654
1012000000,-173.57333,80.791389
1021500000,-173.65472,81.059845
1031000000,-173.59746,81.042519
1040500000,-173.45232,80.843689
1050000000,-173.60658,81.112885
1059500000,-173.65688,81.148628
1069000000,-173.58586,80.937912
1078500000,-173.4523,80.589607
1088000000,-173.34189,80.281631
1097500000,-173.2534,80.015617
1107000000,-173.23999,79.914337
1116500000,-173.25748,79.882217
1126000000,-173.31715,79.951027
1135500000,-172.94852,79.055077
1145000000,-172.83951,78.757164
1154500000,-172.92389,78.941818
1164000000,-173.20293,79.589523
1173500000,-173.39777,80.168571
1183000000,-173.58763,80.760376
1192500000,-173.67526,81.110718
1202000000,-173.46922,80.856453
1211500000,-173.35999,80.786751
1221000000,-173.63245,81.46595
1230500000,-173.74046,81.793938
1240000000,-173.53145,81.518715
1249500000,-173.14433,80.871452
1259000000,-173.33559,81.24353
1268500000,-173.44917,81.443695
1278000000,-173.45427,81.431137
1287500000,-173.38062,81.263916
1297000000,-173.22353,80.890739
1306500000,-173.08792,80.521393
1316000000,-173.00478,80.25293
1325500000,-173.11197,80.397911
1335000000,-173.33209,80.805305
1344500000,-173.2061,80.606125
1354000000,-173.22081,80.702881
1363500000,-173.3168,80.966194
1373000000,-173.41254,81.221176
1382500000,-173.87973,82.263329
1392000000,-174.22255,83.010101
