!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 03:37:23
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
1344500000,-173.25127,80.701591
1354000000,-173.23294,80.728355
1363500000,-173.35652,81.047096
1373000000,-173.42511,81.246162
1382500000,-173.88513,82.27285
1392000000,-174.2412,83.039764
1401500000,-174.36395,83.385208
1411000000,-174.12389,83.167572
1420500000,-173.96373,83.023079
1430000000,-174.0961,83.271858
1439500000,-174.16156,83.411682
1449000000,-173.96559,83.151886
1458500000,-173.65352,82.687874
1468000000,-173.48709,82.265015
1477500000,-173.38574,81.935577
1487000000,-173.38887,81.786781
1496500000,-173.5419,81.912163
1506000000,-173.11984,80.811333
1515500000,-173.07576,80.695076
1525000000,-173.10173,80.72551
1534500000,-173.18631,80.877518
1544000000,-173.34023,81.16674
1553500000,-173.51157,81.480927
1563000000,-173.50623,81.448036
1572500000,-173.61728,81.750694
1582000000,-174.06566,82.745628
1591500000,-174.37329,83.409943
1601000000,-174.4278,83.653893
1610500000,-174.15739,83.414047
1620000000,-173.97322,83.294518
1629500000,-173.72115,83.062126
1639000000,-173.43373,82.689484
1648500000,-173.37303,82.494987
1658000000,-173.35643,82.371185
1667500000,-173.4088,82.364845
1677000000,-173.33797,82.140015
1686500000,-173.29861,81.965034
1696000000,-173.33286,81.921013
1705500000,-173.32446,81.812004
1715000000,-173.34824,81.90065
1724500000,-173.35893,81.964493
1734000000,-173.45554,82.181694
1743500000,-173.56096,82.408081
1753000000,-173.463,82.278755
1762500000,-173.38664,82.185501
1772000000,-173.27498,82.026993
1781500000,-173.57719,82.68457
1791000000,-173.69374,83.003502
1800500000,-173.68488,83.112366
1810000000,-173.64816,83.174255
1819500000,-173.5826,83.188751
1829000000,-173.45856,83.109978
1838500000,-173.46922,83.239395
1848000000,-173.16098,82.6632
1857500000,-172.80081,81.864906
1867000000,-172.53506,81.168961
1876500000,-172.46263,80.821297
1886000000,-172.5863,80.869461
1895500000,-172.78915,81.074081
1905000000,-172.99211,81.269508
1914500000,-173.32732,81.872208
1924000000,-173.64726,82.520424
1933500000,-173.83385,82.904747
1943000000,-173.85368,83.008179
1952500000,-173.82381,83.030701
1962000000,-173.69235,82.88987
1971500000,-173.35104,82.390434
1981000000,-173.12122,82.068527
1990500000,-173.1073,82.141663
2000000000,-173.0396,82.117104
END

