!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 03:37:23
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
100000000,-174.94643,80.45932
109500000,-174.28627,79.105904
119000000,-174.09615,78.676331
128500000,-173.80511,77.928413
138000000,-173.72661,77.738876
147500000,-171.82428,71.535156
157000000,-174.06209,78.740044
166500000,-173.50464,77.267441
176000000,-173.51149,77.321877
185500000,-173.49173,77.237823
195000000,-173.52351,77.382393
204500000,-173.31937,76.906906
214000000,-173.58939,77.810112
223500000,-173.62814,78.064728
233000000,-173.59903,78.161125
242500000,-173.54294,78.118462
252000000,-173.46506,77.949409
261500000,-173.46971,77.988884
271000000,-173.4872,78.002129
280500000,-173.51875,78.039871
290000000,-173.54001,78.071968
299500000,-173.5899,78.252563
309000000,-173.70474,78.5634
318500000,-173.5106,78.009644
328000000,-173.11636,76.881828
337500000,-173.41949,77.83445
347000000,-172.76314,76.040863
356500000,-172.54797,75.184479
366000000,-172.71507,75.711609
375500000,-173.47325,77.925133
385000000,-174.05354,79.481575
394500000,-173.98576,79.402565
404000000,-173.89348,79.297356
413500000,-174.12292,79.989044
423000000,-173.83391,79.473389
432500000,-173.56737,78.906136
442000000,-173.38463,78.504387
451500000,-173.39023,78.567383
461000000,-172.97871,77.441025
470500000,-173.11478,77.792397
480000000,-173.23087,78.068916
489500000,-173.22653,78.009476
499000000,-173.34648,78.279808
508500000,-173.51648,78.736122
518000000,-173.49948,78.71904
527500000,-173.41681,78.539787
537000000,-173.54195,78.903053
546500000,-173.37393,78.52449
556000000,-173.43407,78.817795
565500000,-173.49948,79.166794
575000000,-173.43674,79.195351
584500000,-173.38594,79.263939
594000000,-173.42896,79.551781
603500000,-173.38759,79.554031
613000000,-173.29958,79.305153
622500000,-173.39146,79.484627
632000000,-173.39995,79.49556
641500000,-173.4081,79.516792
651000000,-173.46217,79.63932
660500000,-173.56235,79.813446
670000000,-173.57166,79.777084
679500000,-173.63602,79.851974
689000000,-173.7684,80.062775
698500000,-173.65443,79.712204
708000000,-173.63264,79.584557
717500000,-173.58873,79.405563
727000000,-173.41246,78.916122
736500000,-173.05855,78.010696
746000000,-173.14537,78.250496
755500000,-173.37175,78.912651
765000000,-173.17258,78.481384
774500000,-173.13597,78.461693
784000000,-173.22958,78.773811
793500000,-173.38287,79.230759
803000000,-173.01222,78.411446
812500000,-172.91978,78.284157
822000000,-173.04514,78.718254
831500000,-173.36925,79.611519
841000000,-173.46011,79.878807
850500000,-173.53638,80.097679
860000000,-173.58467,80.25013
869500000,-173.55927,80.239212
879000000,-173.56944,80.285957
888500000,-173.67955,80.521049
898000000,-173.77879,80.727859
907500000,-173.69328,80.543472
917000000,-173.58139,80.297768
926500000,-173.51247,80.152718
936000000,-173.43033,79.975639
945500000,-173.44595,80.018059
955000000,-173.48038,80.10247
964500000,-173.34521,79.854294
974000000,-173.2379,79.693054
983500000,-173.22258,79.743134
993000000,-173.32799,80.066475
1002500000,-173.49249,80.514854
1012000000,-173.59256,80.831367
1021500000,-173.66684,81.084343
1031000000,-173.61966,81.087471
1040500000,-173.46913,80.878479
1050000000,-173.61525,81.13031
1059500000,-173.69464,81.224045
1069000000,-173.60593,80.979004
1078500000,-173.494,80.67794
1088000000,-173.37106,80.345459
1097500000,-173.30185,80.124207
1107000000,-173.26523,79.971603
1116500000,-173.27959,79.932533
1126000000,-173.35869,80.044754
1135500000,-173.00952,79.20414
1145000000,-172.86336,78.817177
1154500000,-172.94711,78.999336
1164000000,-173.22469,79.640419
1173500000,-173.42175,80.221687
1183000000,-173.63017,80.848938
1192500000,-173.71138,81.183174
1202000000,-173.52065,80.962296
1211500000,-173.40709,80.88446
1221000000,-173.67459,81.547195
1230500000,-173.74719,81.806473
1240000000,-173.58875,81.628311
1249500000,-173.15279,80.888901
1259000000,-173.34503,81.262268
1268500000,-173.46065,81.465942
1278000000,-173.46756,81.456917
1287500000,-173.40747,81.31694
1297000000,-173.2655,80.976913
1306500000,-173.12825,80.60743
1316000000,-173.05499,80.362854
1325500000,-173.11632,80.407341
1335000000,-173.35324,80.849213
