!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 00:02:27
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
1525000000,-164.57628,0.010001012
1534500000,-164.59473,0.0098925922
1544000000,-164.63185,0.0098253321
1553500000,-164.66499,0.0097472034
1563000000,-164.67044,0.0096057765
1572500000,-164.64325,0.0093815029
1582000000,-164.59375,0.0090993056
1591500000,-164.52901,0.0087913424
1601000000,-164.42885,0.0084215635
1610500000,-164.30869,0.0080269808
1620000000,-164.19434,0.0076579419
1629500000,-164.07785,0.0072990651
1639000000,-163.99739,0.0070883101
1648500000,-164.03276,0.0072701746
1658000000,-164.07961,0.0074743116
1667500000,-164.1313,0.0076905573
1677000000,-164.1758,0.007897676
1686500000,-164.21939,0.0081066797
1696000000,-164.27275,0.0083379019
1705500000,-164.32072,0.0085493438
1715000000,-164.30115,0.0085078366
1724500000,-164.28203,0.0084676594
1734000000,-164.27477,0.0084504988
1743500000,-164.26248,0.0084238574
1753000000,-164.23743,0.0083723981
1762500000,-164.20561,0.0083084516
1772000000,-164.16734,0.0082325926
1781500000,-164.13811,0.0081956396
1791000000,-164.0834,0.0081128385
1800500000,-164.01303,0.0080018835
1810000000,-163.93524,0.0078788577
1819500000,-163.85948,0.007761383
1829000000,-163.78453,0.0076470398
1838500000,-163.71817,0.0075492617
1848000000,-163.73114,0.0076876581
1857500000,-163.77353,0.0079135736
1867000000,-163.82448,0.008159142
1876500000,-163.89279,0.0084430277
1886000000,-164.00464,0.0088221217
1895500000,-164.11761,0.0092173684
1905000000,-164.2419,0.009652717
1914500000,-164.29121,0.0097483536
1924000000,-164.29045,0.0095934058
1933500000,-164.27016,0.0093958545
1943000000,-164.23453,0.0091678062
1952500000,-164.1947,0.0089339549
1962000000,-164.1423,0.008678413
1971500000,-164.06725,0.0083841374
1981000000,-163.992,0.0081206411
1990500000,-163.94286,0.0079478556
2000000000,-163.89388,0.0077782525
END

