!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 20:25:27
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(REAL),SYSNPD(IMAG)
100000000,1614.2803,0.51254231
109500000,1674.89,0.38559818
119000000,1693.0986,0.36153439
128500000,1714.7957,0.40004772
138000000,1723.9331,0.49951899
147500000,1903.139,0.44518986
157000000,1715.6,0.49732241
166500000,1756.3282,0.49035847
176000000,1761.0345,0.49240384
185500000,1759.5231,0.48482752
195000000,1762.7537,0.47085434
204500000,1791.694,0.44879463
214000000,1788.8108,0.42038849
223500000,1805.6124,0.39594486
233000000,1827.5941,0.37985355
242500000,1847.3901,0.36736998
252000000,1857.2681,0.35671192
261500000,1859.9612,0.34596974
271000000,1853.0155,0.336638
280500000,1843.5072,0.32998776
290000000,1841.6028,0.32739007
299500000,1844.0841,0.3310034
309000000,1837.361,0.34654719
318500000,1842.8954,0.36779049
328000000,1873.5437,0.38180327
337500000,1859.5826,0.37377709
347000000,1928.5265,0.29745799
356500000,1925.0663,0.33253956
366000000,1911.5181,0.32669154
375500000,1847.7512,0.32069793
385000000,1819.0852,0.31209147
394500000,1835.9977,0.30348501
404000000,1858.5232,0.30173081
413500000,1869.2079,0.30941555
423000000,1911.8868,0.31708983
432500000,1946.0354,0.3293649
442000000,1965.3762,0.34286278
451500000,1972.2529,0.35439852
461000000,2001.3647,0.35548967
470500000,1990.7563,0.3565782
480000000,1976.1986,0.3519702
489500000,1966.3964,0.34223393
499000000,1951.2534,0.3324984
508500000,1940.9551,0.32180724
518000000,1948.3545,0.3110036
527500000,1956.0063,0.30199027
537000000,1956.6603,0.29800132
546500000,1972.8392,0.29400569
556000000,1991.8118,0.29246134
565500000,2014.9285,0.29234576
575000000,2048.8813,0.2922335
584500000,2081.2009,0.29245082
594000000,2111.9873,0.29266739
603500000,2132.1465,0.29318169
613000000,2134.928,0.29419032
622500000,2120.3679,0.2951974
632000000,2117.5874,0.2921882
641500000,2115.7559,0.28774807
651000000,2109.843,0.28352833
660500000,2092.9536,0.28123307
670000000,2083.9641,0.27893433
679500000,2064.8591,0.27966464
689000000,2037.4357,0.28375331
698500000,2032.6156,0.28784266
708000000,2018.0745,0.29507533
717500000,2012.4272,0.30289939
727000000,2014.4373,0.30905238
736500000,2046.0009,0.30893263
746000000,2041.9281,0.30881956
755500000,2035.033,0.36565426
765000000,2059.6484,0.38220373
774500000,2076.6482,0.39875096
784000000,2078.6294,0.4153069
793500000,2077.7661,0.42842963
803000000,2126.4146,0.42721871
812500000,2153.0073,0.4260191
822000000,2160.4988,0.42481264
831500000,2152.0186,0.42361233
841000000,2152.4373,0.41919738
850500000,2158.2637,0.41402987
860000000,2163.3833,0.40884712
869500000,2173.7239,0.4036797
879000000,2178.4536,0.4013699
888500000,2168.0352,0.40301344
898000000,2165.7419,0.40465486
907500000,2165.0317,0.40628844
917000000,2174.7188,0.40795839
926500000,2181.7676,0.41045442
936000000,2186.219,0.41294247
945500000,2192.1179,0.41543782
955000000,2188.938,0.41793606
964500000,2209.717,0.41496938
974000000,2232.6743,0.40904954
983500000,2248.6719,0.40313002
993000000,2259.6121,0.39720958
1002500000,2265.7703,0.39078617
1012000000,2277.6304,0.38297322
1021500000,2295.2798,0.3751556
1031000000,2319.8398,0.36734185
1040500000,2353.2251,0.35952902
1050000000,2335.9514,0.36126462
1059500000,2312.0264,0.36432821
1069000000,2304.7615,0.36739975
1078500000,2299.3599,0.37046346
1088000000,2291.1216,0.37450427
1097500000,2284.5913,0.37953955
1107000000,2270.7295,0.38457507
1116500000,2256.1411,0.3896105
1126000000,2237.5547,0.39358792
1135500000,2262.8787,0.38862106
1145000000,2267.3503,0.38366005
1154500000,2255.5862,0.37869418
1164000000,2229.1653,0.37372735
1173500000,2239.6812,0.36050558
1183000000,2261.4043,0.34405681
1192500000,2294.6453,0.32760939
1202000000,2344.7969,0.31116101
1211500000,2389.9187,0.29733208
1221000000,2401.5049,0.28871682
1230500000,2428.0593,0.28010389
1240000000,2469.876,0.27148807
1249500000,2532.7458,0.26287851
1259000000,2514.1086,0.26385149
1268500000,2498.8755,0.26535043
1278000000,2493.7039,0.26684889
1287500000,2496.2974,0.26835319
1297000000,2491.1157,0.26997826
1306500000,2480.1506,0.27170169
1316000000,2470.0051,0.27342701
1325500000,2441.7952,0.27515727
1335000000,2409.9277,0.27511945
1344500000,2431.0903,0.26682642
1354000000,2450.2102,0.25852659
1363500000,2457.7256,0.2502284
1373000000,2468.9783,0.24192744
1382500000,2475.9333,0.2353218
1392000000,2503.5166,0.2291681
1401500000,2547.2834,0.22300877
1411000000,2617.1716,0.21685684
1420500000,2668.7219,0.21432194
1430000000,2671.5876,0.2171369
1439500000,2682.4119,0.2199565
1449000000,2712.4978,0.22277725
1458500000,2744.6843,0.22570693
1468000000,2710.9741,0.23493882
1477500000,2676.6536,0.24417049
1487000000,2630.9475,0.25340286
1496500000,2572.8406,0.2626355
1506000000,2538.2517,0.45401272
1515500000,2535.5579,0.44738978
1525000000,2526.6804,0.4407669
1534500000,2513.4417,0.43414176
1544000000,2497.3762,0.42751923
1553500000,2475.8328,0.42089626
1563000000,2471.7136,0.41426912
1572500000,2490.3923,0.40713814
1582000000,2516.9104,0.39941719
1591500000,2557.2966,0.39169511
1601000000,2615.2566,0.38397375
1610500000,2685.9272,0.37625059
1620000000,2761.0017,0.3685289
1629500000,2834.5825,0.36080718
1639000000,2890.8462,0.35694209
1648500000,2866.5664,0.36313009
1658000000,2831.4929,0.36932153
1667500000,2799.1553,0.37550983
1677000000,2771.2827,0.38169211
1686500000,2742.3918,0.38788044
1696000000,2712.5735,0.39407131
1705500000,2680.6479,0.39962551
1715000000,2693.0007,0.39948314
1724500000,2703.4561,0.39935085
1734000000,2711.8589,0.39920849
1743500000,2717.4561,0.39907619
1753000000,2731.7803,0.39893383
1762500000,2751.3132,0.39879721
1772000000,2771.9106,0.39865452
1781500000,2797.4114,0.39954573
1791000000,2832.438,0.40052098
1800500000,2879.9089,0.4014973
1810000000,2927.3245,0.40246895
1819500000,2980.344,0.40344509
1829000000,3031.063,0.40442094
1838500000,3075.4446,0.40539706
1848000000,3069.7017,0.4115985
1857500000,3040.7273,0.41957936
1867000000,3009.0393,0.42755279
1876500000,2956.2927,0.43552503
1886000000,2884.9458,0.44350982
1895500000,2809.0078,0.45148033
1905000000,2732.467,0.45946535
1914500000,2697.2246,0.45877907
1924000000,2699.4976,0.45156646
1933500000,2709.4663,0.44433865
1943000000,2731.9893,0.43712592
1952500000,2757.3523,0.42989993
1962000000,2791.8127,0.42267221
1971500000,2840.4944,0.41545823
1981000000,2889.2986,0.40943322
1990500000,2923.1555,0.405283
2000000000,2956.9187,0.40113264
END

