!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 19:35:30
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),B_1(DB),B_1(DEG)
100000000,-103.95023,121.2709
109500000,-102.62372,-0.34805194
119000000,-103.54746,-39.206928
128500000,-104.15779,-160.40504
138000000,-104.45428,113.11185
147500000,-102.06103,156.35602
157000000,-102.78478,-100.43984
166500000,-103.17169,-0.43522322
176000000,-103.72754,13.023023
185500000,-103.8177,30.276173
195000000,-104.28081,0.35377479
204500000,-105.05871,-90.719032
214000000,-102.273,-98.781631
223500000,-102.76879,-125.18656
233000000,-102.95844,23.742598
242500000,-103.02426,-53.181889
252000000,-98.531891,-105.3107
261500000,-98.694069,-21.553896
271000000,-99.026932,56.068859
280500000,-99.234642,-94.931793
290000000,-99.397072,-126.15514
299500000,-99.720451,-45.676212
309000000,-100.06163,-101.4503
318500000,-100.21793,69.198441
328000000,-100.51888,-128.63773
337500000,-100.62041,-73.725121
347000000,-100.99162,-178.43629
356500000,-101.19971,-155.2795
366000000,-101.23257,-156.1657
375500000,-101.50631,57.180485
385000000,-101.58763,-2.3349648
394500000,-101.93178,-9.6779995
404000000,-101.85585,-27.480095
413500000,-102.22618,129.97816
423000000,-102.19737,83.963333
432500000,-102.31254,-125.15907
442000000,-102.54086,-54.359276
451500000,-102.77463,10.280808
461000000,-102.93805,112.51969
470500000,-102.94132,-21.736753
480000000,-103.40163,-27.504641
489500000,-103.28045,49.454845
499000000,-103.61319,177.0137
508500000,-102.90028,-163.25288
518000000,-103.03229,9.3787899
527500000,-103.00095,-133.76118
537000000,-103.34728,98.12706
546500000,-103.4699,65.948975
556000000,-103.49016,-20.362917
565500000,-103.55904,-143.75653
575000000,-103.76517,-114.51276
584500000,-103.71062,3.1791868
594000000,-103.77865,-155.83006
603500000,-103.96661,45.296757
613000000,-103.8677,1.6076875
622500000,-104.02221,-133.36752
632000000,-103.14233,13.911435
641500000,-103.19434,49.04538
651000000,-103.25127,-75.140717
660500000,-103.66542,-47.437859
670000000,-103.54736,-63.257374
679500000,-103.34952,-172.79199
689000000,-103.76183,-71.443298
698500000,-103.81879,-38.490356
708000000,-103.93212,-145.18051
717500000,-104.01907,151.71382
727000000,-103.90543,-24.685133
736500000,-104.13416,-173.96082
746000000,-104.1096,-111.60752
755500000,-104.05915,174.39796
765000000,-104.51639,-151.96527
774500000,-104.3804,-95.291779
784000000,-104.47036,-163.53389
793500000,-104.1981,-142.6506
803000000,-104.53675,-90.454674
812500000,-104.48544,-58.382561
822000000,-104.37309,6.9917216
831500000,-104.70467,48.366051
841000000,-104.72223,37.078182
850500000,-104.81173,-67.999016
860000000,-104.65778,-151.44434
869500000,-104.64378,33.262794
879000000,-104.66834,16.061331
888500000,-104.87111,90.296906
898000000,-104.94639,62.860451
907500000,-105.24974,-153.38243
917000000,-105.05888,20.009689
926500000,-104.96615,94.92662
936000000,-104.89665,-158.93677
945500000,-105.27006,-167.55338
955000000,-105.28576,176.9346
964500000,-104.96146,-70.209976
974000000,-105.23028,10.475306
983500000,-105.15868,-92.545761
993000000,-105.11842,21.482149
1002500000,-105.15546,-170.8584
1012000000,-105.25637,-155.2589
1021500000,-105.00066,-40.979668
1031000000,-105.32403,62.17765
1040500000,-105.19679,-23.220554
1050000000,-105.36203,-147.16367
1059500000,-105.34078,-155.88155
1069000000,-105.25884,-132.43286
1078500000,-105.39938,71.995422
