!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 04:49:38
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
100000000,-166.51761,0.018184317
109500000,-166.36099,0.013195969
119000000,-166.31612,0.012245233
128500000,-166.26204,0.013382042
138000000,-166.23976,0.016623948
147500000,-165.80887,0.013416473
157000000,-166.26819,0.016659558
166500000,-166.16086,0.016025305
176000000,-166.1459,0.016036803
185500000,-166.15146,0.015810285
195000000,-166.14528,0.015332799
204500000,-166.07857,0.014391664
214000000,-166.084,0.013497595
223500000,-166.04008,0.012584873
233000000,-165.98927,0.011932999
242500000,-165.94168,0.01141504
252000000,-165.91873,0.011025473
261500000,-165.91257,0.010678261
271000000,-165.9229,0.010415017
280500000,-165.94341,0.010257584
290000000,-165.95331,0.010200055
299500000,-165.94786,0.010299725
309000000,-165.96469,0.010825265
318500000,-165.94623,0.0114401
328000000,-165.87904,0.011693671
337500000,-165.90834,0.011525311
347000000,-165.75267,0.0088491011
356500000,-165.75142,0.009889897
366000000,-165.78841,0.0097990697
375500000,-165.93387,0.0099469516
385000000,-165.99773,0.0098233866
394500000,-165.96286,0.0094761094
404000000,-165.90407,0.0092946589
413500000,-165.88521,0.0094900709
423000000,-165.78557,0.0095048472
432500000,-165.71202,0.0097070169
442000000,-165.6676,0.01000199
451500000,-165.65558,0.010309926
461000000,-165.58641,0.010178297
470500000,-165.60777,0.010259788
480000000,-165.65083,0.010228113
489500000,-165.66388,0.0099751139
499000000,-165.70134,0.0097753061
508500000,-165.71466,0.0094900504
518000000,-165.71417,0.0091704093
527500000,-165.68539,0.0088458294
537000000,-165.6851,0.008728412
546500000,-165.64806,0.0085382415
556000000,-165.6076,0.0084146354
565500000,-165.55753,0.0083148638
575000000,-165.48462,0.0081733046
584500000,-165.41447,0.0080483388
594000000,-165.35638,0.0079472978
603500000,-165.31068,0.007877917
613000000,-165.30736,0.0078989659
622500000,-165.3351,0.0079768095
632000000,-165.34703,0.0079172142
641500000,-165.34531,0.0077938121
651000000,-165.34738,0.0076831835
660500000,-165.38951,0.0076952698
670000000,-165.41551,0.0076781949
679500000,-165.45128,0.0077619571
689000000,-165.50308,0.0079699419
698500000,-165.51891,0.0081143202
708000000,-165.5491,0.00837625
717500000,-165.5582,0.0086163813
727000000,-165.55119,0.0087772217
736500000,-165.49913,0.0086692842
746000000,-165.50832,0.0086844703
755500000,-165.51891,0.010307836
765000000,-165.46474,0.01064083
774500000,-165.43048,0.011014266
784000000,-165.42719,0.011462878
793500000,-165.41983,0.011805073
803000000,-165.32526,0.011518136
812500000,-165.27225,0.011346439
822000000,-165.25597,0.011271966
831500000,-165.26968,0.011275697
841000000,-165.26778,0.01115329
850500000,-165.26289,0.011003415
860000000,-165.24255,0.010814921
869500000,-165.2218,0.010627325
879000000,-165.22391,0.010571647
888500000,-165.24078,0.010656252
898000000,-165.24417,0.010707994
907500000,-165.24171,0.010745144
917000000,-165.22592,0.010750149
926500000,-165.214,0.010786296
936000000,-165.20358,0.010825646
945500000,-165.19272,0.010863856
955000000,-165.20058,0.010948993
964500000,-165.16479,0.010782061
974000000,-165.10817,0.01049056
983500000,-165.07719,0.010265281
993000000,-165.06389,0.010083575
1002500000,-165.04927,0.0098871905
1012000000,-165.02301,0.0096310982
1021500000,-164.99384,0.0093713328
1031000000,-164.9449,0.0090733431
1040500000,-164.88356,0.0087558245
1050000000,-164.9167,0.0088654794
1059500000,-164.95743,0.0090248873
1069000000,-164.9819,0.0091524189
1078500000,-164.98508,0.0092354696
1088000000,-164.99193,0.0093509583
1097500000,-165.01599,0.0095293159
1107000000,-165.03809,0.0097050043
1116500000,-165.06223,0.0098868972
1126000000,-165.09386,0.010060837
1135500000,-165.06216,0.0098616481
1145000000,-165.0428,0.0096924305
1154500000,-165.06212,0.0096096247
1164000000,-165.12218,0.0096156569
1173500000,-165.09946,0.0092270859
1183000000,-165.05487,0.0087161427
1192500000,-164.99121,0.0081786979
1202000000,-164.90355,0.0076128314
1211500000,-164.82222,0.0071395403
1221000000,-164.79666,0.0068919957
1230500000,-164.74539,0.0066079167
1240000000,-164.67569,0.006302698
1249500000,-164.56955,0.0059554689
1259000000,-164.59689,0.0060152686
1268500000,-164.61746,0.0060781655
1278000000,-164.63472,0.0061368332
