!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 04:49:38
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
1287500000,-164.63167,0.0061670798
1297000000,-164.63139,0.00620403
1306500000,-164.64706,0.0062662102
1316000000,-164.68117,0.0063557276
1325500000,-164.72275,0.0064574704
1335000000,-164.77519,0.0065350281
1344500000,-164.72778,0.0062692296
1354000000,-164.71687,0.0060589742
1363500000,-164.70085,0.0058428878
1373000000,-164.66788,0.0056063412
1382500000,-164.66078,0.0054443516
1392000000,-164.62531,0.0052588549
1401500000,-164.53705,0.0050145718
1411000000,-164.40953,0.0047351373
1420500000,-164.34021,0.004605683
1430000000,-164.3385,0.0046643424
1439500000,-164.31258,0.0046967827
1449000000,-164.26581,0.0047060633
1458500000,-164.21178,0.0047089998
1468000000,-164.27611,0.0049747527
1477500000,-164.32298,0.0052263509
1487000000,-164.3934,0.0055126287
1496500000,-164.49446,0.0058479737
1506000000,-164.5706,0.010288086
1515500000,-164.55882,0.010110545
1525000000,-164.57086,0.0099885119
1534500000,-164.60818,0.0099233221
1544000000,-164.63533,0.0098332018
1553500000,-164.657,0.0097292969
1563000000,-164.66942,0.0096035413
1572500000,-164.65598,0.0094090533
1582000000,-164.604,0.0091208043
1591500000,-164.51459,0.0087622115
1601000000,-164.42845,0.0084207896
1610500000,-164.32178,0.0080512129
1620000000,-164.19836,0.0076650297
1629500000,-164.06549,0.0072782985
1639000000,-163.99556,0.007085341
1648500000,-164.04126,0.007284415
1658000000,-164.0853,0.0074841124
1667500000,-164.12891,0.0076863291
1677000000,-164.1797,0.0079047717
1686500000,-164.22658,0.0081201056
1696000000,-164.27095,0.0083344234
1705500000,-164.31398,0.0085360762
1715000000,-164.30338,0.0085122157
1724500000,-164.29753,0.0084979506
1734000000,-164.27403,0.0084490944
1743500000,-164.25554,0.0084103988
1753000000,-164.24004,0.0083774216
1762500000,-164.21506,0.0083265202
1772000000,-164.17284,0.0082430383
1781500000,-164.1302,0.0081807487
1791000000,-164.08369,0.0081133656
1800500000,-164.02295,0.0080201672
1810000000,-163.93584,0.0078799352
1819500000,-163.85754,0.0077579268
1829000000,-163.78912,0.0076551195
1838500000,-163.73445,0.0075776004
1848000000,-163.73087,0.0076871645
1857500000,-163.76974,0.0079066809
1867000000,-163.8259,0.0081618
1876500000,-163.90784,0.0084723234
1886000000,-163.99812,0.0088089164
1895500000,-164.11047,0.0092022223
1905000000,-164.24493,0.0096594458
1914500000,-164.30289,0.0097746011
1924000000,-164.28622,0.0095840851
1933500000,-164.26901,0.0093933716
1943000000,-164.24602,0.0091921128
1952500000,-164.20036,0.008945602
1962000000,-164.13361,0.0086610597
1971500000,-164.0609,0.0083718821
1981000000,-164.0036,0.0081423437
1990500000,-163.94778,0.0079568857
2000000000,-163.88586,0.0077639283
END

