!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 09:03:58
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
100000000,-166.52414,0.018211665
109500000,-166.36925,0.01322105
119000000,-166.31789,0.012250227
128500000,-166.26234,0.013382961
138000000,-166.23651,0.016611518
147500000,-165.80933,0.013417887
157000000,-166.26755,0.016657112
166500000,-166.16124,0.016026683
176000000,-166.1489,0.016047854
185500000,-166.15059,0.015807107
195000000,-166.14293,0.01532449
204500000,-166.0771,0.014386805
214000000,-166.0849,0.013500435
223500000,-166.0433,0.012594223
233000000,-165.98619,0.011924526
242500000,-165.94185,0.011415497
252000000,-165.92128,0.01103196
261500000,-165.91275,0.010678723
271000000,-165.92149,0.010411619
280500000,-165.94083,0.010251475
290000000,-165.95569,0.010205657
299500000,-165.94597,0.01029521
309000000,-165.9628,0.010820538
318500000,-165.94438,0.011435235
328000000,-165.87523,0.011683375
337500000,-165.90678,0.011521204
347000000,-165.75287,0.0088495119
356500000,-165.75278,0.0098929778
366000000,-165.79013,0.0098029459
375500000,-165.93521,0.0099500166
385000000,-166.00148,0.0098318849
394500000,-165.96371,0.0094779674
404000000,-165.90289,0.0092921313
413500000,-165.8806,0.0094800126
423000000,-165.78705,0.0095080808
432500000,-165.70975,0.0097019291
442000000,-165.66588,0.009998044
451500000,-165.65073,0.010298428
461000000,-165.58426,0.010173249
470500000,-165.61232,0.010270537
480000000,-165.64915,0.010224147
489500000,-165.66649,0.0099811088
499000000,-165.69786,0.0097674523
508500000,-165.71933,0.009500239
518000000,-165.71388,0.00916979
527500000,-165.68352,0.0088420259
537000000,-165.68434,0.0087268651
546500000,-165.6461,0.0085343951
556000000,-165.60759,0.008414614
565500000,-165.55443,0.008308934
575000000,-165.48302,0.0081702909
584500000,-165.41042,0.0080408165
594000000,-165.35547,0.0079456102
603500000,-165.3074,0.0078719845
613000000,-165.3047,0.0078941351
622500000,-165.34006,0.007985903
632000000,-165.34145,0.0079070209
641500000,-165.34337,0.0077903136
651000000,-165.35094,0.0076894634
660500000,-165.38965,0.0076955021
670000000,-165.41371,0.007675021
679500000,-165.44583,0.0077522332
689000000,-165.50294,0.007969697
698500000,-165.51711,0.0081109591
708000000,-165.55165,0.0083811739
717500000,-165.55624,0.0086125089
727000000,-165.55019,0.0087751951
736500000,-165.49681,0.0086646695
746000000,-165.50722,0.0086822649
755500000,-165.5162,0.010301432
765000000,-165.45682,0.010621424
774500000,-165.43073,0.011014897
784000000,-165.42563,0.011458764
793500000,-165.42023,0.011806167
803000000,-165.31912,0.011501878
812500000,-165.27356,0.011349899
822000000,-165.2515,0.011260373
831500000,-165.26691,0.011268473
841000000,-165.27278,0.011166148
850500000,-165.2592,0.010994076
860000000,-165.24762,0.010827518
869500000,-165.22313,0.010630568
879000000,-165.2202,0.010562604
888500000,-165.23964,0.010653435
898000000,-165.24731,0.010715751
907500000,-165.23952,0.010739703
917000000,-165.2243,0.010746159
926500000,-165.21465,0.010787866
936000000,-165.19933,0.010815035
945500000,-165.1873,0.010850312
955000000,-165.20218,0.010953009
964500000,-165.15829,0.010765926
974000000,-165.108,0.010490168
983500000,-165.07872,0.010268877
993000000,-165.06499,0.010086126
1002500000,-165.04781,0.0098838573
1012000000,-165.01765,0.0096192285
1021500000,-164.99184,0.0093670255
1031000000,-164.94722,0.0090781897
1040500000,-164.88217,0.0087530119
1050000000,-164.91783,0.0088677872
1059500000,-164.95422,0.0090182181
1069000000,-164.97963,0.0091476049
1078500000,-164.98303,0.0092311222
1088000000,-164.99361,0.0093545802
1097500000,-165.0184,0.0095346086
1107000000,-165.03337,0.0096944831
1116500000,-165.06192,0.0098861754
1126000000,-165.09784,0.010070045
1135500000,-165.05528,0.0098460373
1145000000,-165.04454,0.0096963085
1154500000,-165.06277,0.0096110972
1164000000,-165.12042,0.0096117891
1173500000,-165.10223,0.0092329737
1183000000,-165.05193,0.0087102251
1192500000,-164.98511,0.0081672128
1202000000,-164.89966,0.0076060109
1211500000,-164.81845,0.0071333507
1221000000,-164.78976,0.0068810526
1230500000,-164.74413,0.0066060014
1240000000,-164.66997,0.0062944009
1249500000,-164.56476,0.0059489128
1259000000,-164.59917,0.0060184137
1268500000,-164.61697,0.0060774712
1278000000,-164.63281,0.0061341259
1287500000,-164.63573,0.006172847
1297000000,-164.6311,0.0062036281
1306500000,-164.64076,0.0062571326
1316000000,-164.68141,0.0063560768
1325500000,-164.7225,0.0064570922
1335000000,-164.76967,0.0065267207
1344500000,-164.72766,0.006269034
1354000000,-164.71495,0.0060562841
1363500000,-164.69772,0.0058386857
1373000000,-164.66187,0.0055985777
1382500000,-164.65999,0.0054433681
1392000000,-164.61801,0.0052500251
1401500000,-164.53499,0.0050121853
1411000000,-164.41278,0.0047386787
1420500000,-164.33751,0.0046028127
1430000000,-164.34003,0.0046659699
1439500000,-164.31465,0.0046990239
1449000000,-164.26378,0.0047038733
1458500000,-164.21379,0.00471118
1468000000,-164.27545,0.0049740146
1477500000,-164.32594,0.0052299057
1487000000,-164.38882,0.0055068145
1496500000,-164.49649,0.0058507049
1506000000,-164.56992,0.010286443
1515500000,-164.55452,0.010100545
1525000000,-164.56731,0.0099803507
1534500000,-164.60791,0.0099226888
1544000000,-164.63539,0.0098333582
1553500000,-164.65247,0.009719138
1563000000,-164.66649,0.0095970351
1572500000,-164.65436,0.0094055329
1582000000,-164.59906,0.0091104247
1591500000,-164.51387,0.0087607447
1601000000,-164.423,0.0084102442
1610500000,-164.32094,0.0080496641
1620000000,-164.19707,0.0076627494
1629500000,-164.0665,0.0072799888
1639000000,-163.99022,0.0070766257
1648500000,-164.03955,0.0072815488
1658000000,-164.08037,0.0074756239
1667500000,-164.12837,0.0076853838
1677000000,-164.17523,0.0078966441
1686500000,-164.22424,0.0081157517
1696000000,-164.27745,0.0083469199
1705500000,-164.31171,0.0085316002
1715000000,-164.29765,0.0085009988
1724500000,-164.2924,0.0084879287
1734000000,-164.27393,0.0084488634
1743500000,-164.25519,0.0084097041
1753000000,-164.23679,0.0083711762
1762500000,-164.2112,0.0083191209
1772000000,-164.16998,0.0082376087
1781500000,-164.12466,0.0081703253
1791000000,-164.08301,0.0081120934
1800500000,-164.02179,0.0080180224
1810000000,-163.94012,0.0078877183
1819500000,-163.84958,0.0077436953
1829000000,-163.78307,0.0076444577
1838500000,-163.72768,0.0075658062
1848000000,-163.72816,0.0076823947
1857500000,-163.76277,0.0078940075
1867000000,-163.82529,0.0081606433
1876500000,-163.90578,0.0084683159
1886000000,-163.99898,0.008810631
1895500000,-164.10434,0.0091892332
1905000000,-164.24014,0.0096488111
1914500000,-164.29802,0.0097636394
1924000000,-164.28406,0.0095792906
1933500000,-164.2655,0.0093858028
1943000000,-164.24544,0.0091908555
1952500000,-164.20151,0.0089479676
