!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 19:47:45
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(REAL),SYSNPD(IMAG)
100000000,1617.8627,0.51254231
109500000,1675.083,0.38559818
119000000,1693.6364,0.36153439
128500000,1714.1022,0.40004772
138000000,1725.1516,0.49951899
147500000,1905.3436,0.44518986
157000000,1712.9264,0.49732241
166500000,1756.1516,0.49035847
176000000,1761.7103,0.49240384
185500000,1760.4036,0.48482752
195000000,1764.7521,0.47085434
204500000,1790.8824,0.44879463
214000000,1788.3547,0.42038849
223500000,1805.4016,0.39594486
233000000,1828.1431,0.37985355
242500000,1847.9716,0.36736998
252000000,1856.944,0.35671192
261500000,1860.1453,0.34596974
271000000,1853.8678,0.336638
280500000,1844.1473,0.32998776
290000000,1839.6757,0.32739007
299500000,1844.4053,0.3310034
309000000,1836.3429,0.34654719
318500000,1843.2903,0.36779049
328000000,1873.5957,0.38180327
337500000,1861.2213,0.37377709
347000000,1927.1621,0.29745799
356500000,1927.2177,0.33253956
366000000,1910.2382,0.32669154
375500000,1844.6815,0.32069793
385000000,1819.0338,0.31209147
394500000,1836.1718,0.30348501
404000000,1860.5936,0.30173081
413500000,1869.1426,0.30941555
423000000,1912.6869,0.31708983
432500000,1945.2168,0.3293649
442000000,1965.3165,0.34286278
451500000,1972.1564,0.35439852
461000000,2004.4862,0.35548967
470500000,1990.2435,0.3565782
480000000,1974.3419,0.3519702
489500000,1964.8726,0.34223393
499000000,1951.5472,0.3324984
508500000,1943.0109,0.32180724
518000000,1946.7068,0.3110036
527500000,1956.757,0.30199027
537000000,1956.2052,0.29800132
546500000,1973.0676,0.29400569
556000000,1990.3508,0.29246134
565500000,2015.2903,0.29234576
575000000,2050.8228,0.2922335
584500000,2082.7483,0.29245082
594000000,2110.2803,0.29266739
603500000,2131.5293,0.29318169
613000000,2136.4363,0.29419032
622500000,2119.6584,0.2951974
632000000,2116.7749,0.2921882
641500000,2117.5288,0.28774807
651000000,2110.6133,0.28352833
660500000,2093.4709,0.28123307
670000000,2080.8081,0.27893433
679500000,2063.5615,0.27966464
689000000,2040.6292,0.28375331
698500000,2031.906,0.28784266
708000000,2017.1306,0.29507533
717500000,2014.0833,0.30289939
727000000,2016.1637,0.30905238
736500000,2044.1461,0.30893263
746000000,2039.5773,0.30881956
755500000,2035.4777,0.36565426
765000000,2060.3936,0.38220373
774500000,2074.0857,0.39875096
784000000,2076.8315,0.4153069
793500000,2080.0708,0.42842963
803000000,2125.7219,0.42721871
812500000,2152.2834,0.4260191
822000000,2161.5181,0.42481264
831500000,2154.3721,0.42361233
841000000,2152.522,0.41919738
850500000,2156.8652,0.41402987
860000000,2165.1404,0.40884712
869500000,2174.8103,0.4036797
879000000,2177.634,0.4013699
888500000,2166.1846,0.40301344
898000000,2164.6592,0.40465486
907500000,2167.3259,0.40628844
917000000,2173.3396,0.40795839
926500000,2180.9106,0.41045442
936000000,2188.2966,0.41294247
945500000,2188.6877,0.41543782
955000000,2188.6448,0.41793606
964500000,2209.0168,0.41496938
974000000,2234.3386,0.40904954
983500000,2245.7964,0.40313002
993000000,2256.7314,0.39720958
1002500000,2263.7568,0.39078617
1012000000,2278.5598,0.38297322
1021500000,2293.9236,0.3751556
1031000000,2317.4495,0.36734185
1040500000,2352.426,0.35952902
1050000000,2333.8679,0.36126462
1059500000,2311.9202,0.36432821
1069000000,2300.9136,0.36739975
1078500000,2297.7949,0.37046346
1088000000,2292.9204,0.37450427
1097500000,2282.7712,0.37953955
1107000000,2272.1179,0.38457507
1116500000,2259.176,0.3896105
1126000000,2238.6394,0.39358792
1135500000,2257.5681,0.38862106
1145000000,2267.0405,0.38366005
1154500000,2255.7068,0.37869418
1164000000,2225.9246,0.37372735
1173500000,2234.9712,0.36050558
1183000000,2262.4326,0.34405681
1192500000,2295.9612,0.32760939
1202000000,2341.0356,0.31116101
1211500000,2387.2759,0.29733208
1221000000,2402.5366,0.28871682
1230500000,2427.6013,0.28010389
1240000000,2467.6172,0.27148807
1249500000,2530.7954,0.26287851
1259000000,2516.1836,0.26385149
1268500000,2501.1326,0.26535043
1278000000,2491.4854,0.26684889
1287500000,2491.2876,0.26835319
1297000000,2491.1643,0.26997826
1306500000,2485.8311,0.27170169
1316000000,2465.1382,0.27342701
1325500000,2439.905,0.27515727
1335000000,2412.9524,0.27511945
1344500000,2435.2483,0.26682642
1354000000,2442.292,0.25852659
1363500000,2455.2588,0.2502284
1373000000,2468.6228,0.24192744
1382500000,2476.0398,0.2353218
1392000000,2498.3779,0.2291681
1401500000,2548.1248,0.22300877
1411000000,2622.5715,0.21685684
1420500000,2666.0146,0.21432194
1430000000,2663.6201,0.2171369
1439500000,2683.7454,0.2199565
1449000000,2714.0325,0.22277725
1458500000,2743.6438,0.22570693
1468000000,2705.9307,0.23493882
1477500000,2675.3943,0.24417049
1487000000,2635.4629,0.25340286
1496500000,2571.405,0.2626355
1506000000,2530.3809,0.45401272
1515500000,2540.5283,0.44738978
1525000000,2527.9885,0.4407669
1534500000,2507.6067,0.43414176
1544000000,2491.8015,0.42751923
1553500000,2478.5798,0.42089626
1563000000,2476.4629,0.41426912
1572500000,2480.1062,0.40713814
1582000000,2513.4763,0.39941719
1591500000,2561.6912,0.39169511
1601000000,2616.5352,0.38397375
1610500000,2680.6777,0.37625059
1620000000,2759.3918,0.3685289
1629500000,2839.2192,0.36080718
1639000000,2888.958,0.35694209
1648500000,2857.5188,0.36313009
1658000000,2830.1633,0.36932153
1667500000,2799.8335,0.37550983
1677000000,2769.375,0.38169211
1686500000,2736.8008,0.38788044
1696000000,2709.3914,0.39407131
1705500000,2684.6653,0.39962551
1715000000,2690.1399,0.39948314
1724500000,2700.054,0.39935085
1734000000,2708.491,0.39920849
1743500000,2723.8489,0.39907619
1753000000,2733.1045,0.39893383
1762500000,2745.2051,0.39879721
1772000000,2773.0554,0.39865452
1781500000,2801.2771,0.39954573
1791000000,2828.6084,0.40052098
1800500000,2871.1841,0.4014973
1810000000,2925.8469,0.40246895
1819500000,2985.3413,0.40344509
1829000000,3031.9126,0.40442094
1838500000,3071.5349,0.40539706
1848000000,3070.4822,0.4115985
1857500000,3048.1165,0.41957936
1867000000,3005.6121,0.42755279
1876500000,2948.4443,0.43552503
1886000000,2890.4023,0.44350982
1895500000,2812.2869,0.45148033
1905000000,2727.2664,0.45946535
1914500000,2691.5366,0.45877907
1924000000,2701.292,0.45156646
1933500000,2712.8433,0.44433865
1943000000,2725.9639,0.43712592
1952500000,2755.0359,0.42989993
1962000000,2797.7786,0.42267221
1971500000,2845.4526,0.41545823
1981000000,2884.0752,0.40943322
1990500000,2917.7617,0.405283
2000000000,2959.4072,0.40113264
END

