!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 19:35:30
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
100000000,-166.51436,0.01817074
109500000,-166.35713,0.013184245
119000000,-166.31276,0.012235769
128500000,-166.25943,0.013373984
138000000,-166.23056,0.016588798
147500000,-165.80803,0.01341387
157000000,-166.26402,0.016643563
166500000,-166.15453,0.016001957
176000000,-166.14275,0.016025187
185500000,-166.14146,0.015773907
195000000,-166.13948,0.015312306
204500000,-166.07486,0.014379369
214000000,-166.0771,0.01347619
223500000,-166.03564,0.012572029
233000000,-165.98294,0.011915618
242500000,-165.93533,0.011398404
252000000,-165.91368,0.01101265
261500000,-165.9059,0.01066191
271000000,-165.91757,0.01040225
280500000,-165.93932,0.010247921
290000000,-165.942,0.010173524
299500000,-165.9407,0.010282737
309000000,-165.96031,0.010814351
318500000,-165.94054,0.011425123
328000000,-165.87468,0.011681909
337500000,-165.90454,0.011515237
347000000,-165.74457,0.0088326158
356500000,-165.74919,0.0098848352
366000000,-165.78392,0.0097889705
375500000,-165.93105,0.0099404575
385000000,-165.99559,0.0098185604
394500000,-165.9532,0.0094550326
404000000,-165.90108,0.0092882579
413500000,-165.87636,0.0094707413
423000000,-165.77724,0.0094866483
432500000,-165.70511,0.0096915737
442000000,-165.66295,0.0099913059
451500000,-165.63971,0.010272323
461000000,-165.57916,0.010161308
470500000,-165.60408,0.010251061
480000000,-165.64351,0.010210873
489500000,-165.66081,0.0099680675
499000000,-165.69177,0.0097537851
508500000,-165.70645,0.0094721084
518000000,-165.70161,0.0091439309
527500000,-165.67844,0.0088316826
537000000,-165.67717,0.0087124668
546500000,-165.63889,0.0085202185
556000000,-165.60135,0.0084025087
565500000,-165.54761,0.0082959179
575000000,-165.47363,0.0081526749
584500000,-165.39943,0.0080205053
594000000,-165.35034,0.0079362281
603500000,-165.30263,0.0078633297
613000000,-165.2955,0.0078774309
622500000,-165.32693,0.0079618208
632000000,-165.33652,0.0078980597
641500000,-165.33505,0.0077754091
651000000,-165.3434,0.0076761278
660500000,-165.38408,0.007685639
670000000,-165.40427,0.0076583396
679500000,-165.44008,0.0077419644
689000000,-165.49043,0.0079467762
698500000,-165.50928,0.0080963569
708000000,-165.53836,0.0083555588
717500000,-165.54909,0.0085983332
727000000,-165.54153,0.0087577282
736500000,-165.49008,0.0086512528
746000000,-165.49513,0.0086581316
755500000,-165.50514,0.010275209
765000000,-165.4498,0.010604263
774500000,-165.41934,0.010986064
784000000,-165.41161,0.01142183
793500000,-165.41061,0.011780071
803000000,-165.31042,0.011478879
812500000,-165.26149,0.011318382
822000000,-165.23901,0.011228058
831500000,-165.25735,0.011243738
841000000,-165.26123,0.011136467
850500000,-165.25108,0.010973529
860000000,-165.23151,0.010787423
869500000,-165.21248,0.010604537
879000000,-165.21468,0.010549196
888500000,-165.23135,0.01063314
898000000,-165.23637,0.010688804
907500000,-165.229,0.010713747
917000000,-165.21381,0.010720209
926500000,-165.19798,0.010746552
936000000,-165.18726,0.01078505
945500000,-165.18445,0.010843198
955000000,-165.18297,0.010904682
964500000,-165.14897,0.010742846
974000000,-165.10031,0.010471613
983500000,-165.06784,0.010243194
993000000,-165.05399,0.010060634
1002500000,-165.03745,0.0098603098
1012000000,-165.01051,0.0096034231
1021500000,-164.98035,0.0093422765
1031000000,-164.9343,0.0090511907
1040500000,-164.8701,0.0087287063
1050000000,-164.90556,0.0088427523
1059500000,-164.94716,0.0090035815
1069000000,-164.96645,0.009119899
1078500000,-164.9709,0.0092053991
1088000000,-164.98366,0.0093331616
1097500000,-165.00424,0.009503589
1107000000,-165.02255,0.0096703665
1116500000,-165.04718,0.0098526934
1126000000,-165.08348,0.010036816
1135500000,-165.04735,0.0098280683
1145000000,-165.03267,0.0096698441
1154500000,-165.04672,0.0095756147
1164000000,-165.10701,0.0095821451
1173500000,-165.0894,0.0092057223
1183000000,-165.03911,0.0086845374
1192500000,-164.97687,0.0081517184
1202000000,-164.88959,0.0075883968
1211500000,-164.80852,0.0071170591
1221000000,-164.77682,0.006860591
1230500000,-164.73288,0.0065889098
1240000000,-164.66122,0.006281734
1249500000,-164.55653,0.0059376564
1259000000,-164.5863,0.0060006222
1268500000,-164.60475,0.0060604098
1278000000,-164.61794,0.0061131557
1287500000,-164.62027,0.006150919
1297000000,-164.62158,0.0061900453
1306500000,-164.63115,0.0062432936
1316000000,-164.66335,0.0063296985
1325500000,-164.71289,0.0064428179
1335000000,-164.76074,0.0065133027
1344500000,-164.71751,0.0062544141
1354000000,-164.70702,0.0060452432
1363500000,-164.68285,0.0058187176
1373000000,-164.65314,0.0055873492
1382500000,-164.64529,0.0054249838
1392000000,-164.6129,0.0052438448
1401500000,-164.52357,0.004999035
1411000000,-164.40169,0.0047265985
1420500000,-164.32941,0.0045942445
1430000000,-164.32957,0.00465476
1439500000,-164.29976,0.0046829376
1449000000,-164.25482,0.0046941689
1458500000,-164.20522,0.0047018956
1468000000,-164.26031,0.0049567064
1477500000,-164.31467,0.0052163517
1487000000,-164.3792,0.0054946272
1496500000,-164.47989,0.0058283862
1506000000,-164.56169,0.010267004
1515500000,-164.54887,0.010087402
1525000000,-164.55771,0.0099583082
1534500000,-164.59621,0.0098959887
1544000000,-164.62592,0.0098119006
1553500000,-164.64389,0.0096999723
1563000000,-164.65421,0.0095699411
1572500000,-164.64763,0.0093909958
1582000000,-164.5925,0.009096696
1591500000,-164.51044,0.008753825
1601000000,-164.4127,0.0083903167
1610500000,-164.30885,0.0080272853
1620000000,-164.18961,0.0076496028
1629500000,-164.0587,0.0072669345
1639000000,-163.98178,0.0070628859
1648500000,-164.03563,0.007274976
1658000000,-164.07709,0.0074699768
1667500000,-164.11809,0.0076671811
1677000000,-164.16681,0.0078813508
1686500000,-164.22127,0.0081101917
1696000000,-164.26675,0.0083263842
1705500000,-164.30264,0.0085137943
1715000000,-164.29451,0.0084948661
1724500000,-164.28444,0.0084723588
1734000000,-164.26486,0.0084312474
1743500000,-164.24298,0.0083861016
