!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 06:59:06
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(DB),DUTNPD(DEG)
1088000000,-173.37024,80.343681
1097500000,-173.31433,80.151993
1107000000,-173.27788,80.000168
1116500000,-173.29466,79.966721
1126000000,-173.34842,80.021667
1135500000,-173.0235,79.238022
1145000000,-172.91336,78.942032
1154500000,-172.95198,79.01136
1164000000,-173.23787,79.671135
1173500000,-173.4771,80.343132
1183000000,-173.59927,80.784698
1192500000,-173.71997,81.200333
1202000000,-173.57356,81.069977
1211500000,-173.46513,81.003494
1221000000,-173.67482,81.547607
1230500000,-173.71448,81.745369
1240000000,-173.59354,81.637398
1249500000,-173.22046,81.027466
1259000000,-173.39185,81.354507
1268500000,-173.47093,81.485855
1278000000,-173.5006,81.520706
1287500000,-173.46333,81.426247
1297000000,-173.2674,80.980782
1306500000,-173.10965,80.567841
1316000000,-173.09732,80.45459
1325500000,-173.18629,80.557884
1335000000,-173.32007,80.780243
1344500000,-173.23233,80.66169
1354000000,-173.30577,80.879959
1363500000,-173.35951,81.053169
1373000000,-173.37622,81.148613
1382500000,-173.91093,82.318062
1392000000,-174.39659,83.28212
1401500000,-174.39946,83.438606
1411000000,-174.07501,83.091011
1420500000,-173.98663,83.059402
1430000000,-174.17961,83.398857
1439500000,-174.11438,83.34037
1449000000,-173.9586,83.140953
1458500000,-173.67947,82.73098
1468000000,-173.57756,82.422615
1477500000,-173.40036,81.962318
1487000000,-173.34184,81.698616
1496500000,-173.55681,81.939522
1506000000,-173.23489,81.047607
1515500000,-173.02623,80.59024
1525000000,-173.07851,80.676651
1534500000,-173.26511,81.038849
1544000000,-173.41077,81.306862
1553500000,-173.47733,81.414482
1563000000,-173.50407,81.443855
1572500000,-173.72589,81.951752
1582000000,-174.10445,82.809448
1591500000,-174.3015,83.301094
1601000000,-174.32283,83.499962
1610500000,-174.29697,83.620583
1620000000,-173.99055,83.320984
1629500000,-173.65132,82.950798
1639000000,-173.42711,82.678444
1648500000,-173.47112,82.660736
1658000000,-173.40367,82.452744
1667500000,-173.32126,82.211266
1677000000,-173.34457,82.151794
1686500000,-173.33864,82.037804
1696000000,-173.30104,81.862411
1705500000,-173.24797,81.668549
1715000000,-173.34015,81.88575
1724500000,-173.42558,82.085289
1734000000,-173.42888,82.134163
1743500000,-173.46262,82.236313
1753000000,-173.51135,82.363243
1762500000,-173.45375,82.303894
1772000000,-173.28656,82.047951
1781500000,-173.46869,82.501587
1791000000,-173.66139,82.951714
1800500000,-173.74583,83.207458
1810000000,-173.66972,83.207741
1819500000,-173.47833,83.024872
1829000000,-173.49948,83.173973
1838500000,-173.54364,83.353195
1848000000,-173.1528,82.649521
1857500000,-172.71396,81.70285
1867000000,-172.54651,81.191841
1876500000,-172.50015,80.898949
1886000000,-172.563,80.821159
1895500000,-172.72523,80.943901
1905000000,-173.05164,81.386551
1914500000,-173.37918,81.967422
1924000000,-173.55127,82.355202
1933500000,-173.74579,82.760925
1943000000,-173.94,83.144447
1952500000,-173.89197,83.138168
1962000000,-173.63585,82.797722
1971500000,-173.33545,82.363388
1981000000,-173.16005,82.138252
1990500000,-173.11472,82.154907
2000000000,-173.0309,82.101494
END

