!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 23:29:29
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(REAL),DUTNPD(IMAG)
100000000,234.63672,1379.6732
109500000,271.29602,1402.63
119000000,282.44952,1408.4152
128500000,302.62888,1410.1633
138000000,309.44766,1413.0128
147500000,476.74463,1425.1312
157000000,285.85876,1427.7474
166500000,325.12836,1430.2966
176000000,327.00201,1434.38
185500000,327.96265,1431.1163
195000000,325.73236,1437.505
204500000,338.74301,1450.1285
214000000,319.41623,1467.1598
223500000,318.7063,1486.092
233000000,318.00104,1508.6317
242500000,323.4382,1522.594
252000000,326.94293,1527.7551
261500000,327.94019,1531.2842
271000000,327.50873,1526.866
280500000,324.16846,1520.7412
290000000,322.46811,1517.5059
299500000,318.97095,1523.9122
309000000,310.06857,1525.6158
318500000,321.29288,1519.6378
328000000,356.01709,1516.5132
337500000,330.92072,1528.8375
347000000,385.93546,1542.2444
356500000,403.53168,1522.9694
366000000,388.0968,1521.9944
375500000,325.22598,1521.719
385000000,284.7923,1533.9679
394500000,288.0892,1546.2133
404000000,295.7486,1563.5359
413500000,280.16324,1587.8861
423000000,299.39447,1612.2563
432500000,320.01004,1624.5881
442000000,329.11407,1633.6589
451500000,330.3714,1640.7902
461000000,365.06879,1637.4911
470500000,356.59009,1634.1389
480000000,344.66238,1629.0339
489500000,343.52679,1622.3418
499000000,335.58038,1615.6162
508500000,323.23734,1618.2902
518000000,322.75452,1622.1162
527500000,330.24051,1626.7411
537000000,320.51093,1633.6652
546500000,332.47693,1640.6313
556000000,328.97528,1661.6575
565500000,323.20343,1690.8878
575000000,329.94781,1720.1378
584500000,333.41876,1751.7628
594000000,326.7037,1783.406
603500000,330.62531,1800.8688
613000000,341.96545,1793.9938
622500000,331.71927,1787.1162
632000000,328.32678,1785.531
641500000,330.01413,1785.8696
651000000,326.96545,1785.1011
660500000,318.43735,1774.8696
670000000,316.24103,1764.6378
679500000,313.56613,1751.7826
689000000,305.49002,1735.9951
698500000,313.12674,1720.1635
708000000,310.38168,1707.1635
717500000,319.01239,1694.724
727000000,332.03958,1685.1378
736500000,355.93973,1686.4972
746000000,348.93396,1687.849
755500000,331.97467,1700.4646
765000000,347.50659,1711.8833
774500000,351.32111,1723.347
784000000,343.3616,1734.7628
793500000,331.10532,1747.4719
803000000,360.33325,1765.2587
812500000,367.85495,1783.0941
822000000,360.0863,1800.8837
831500000,333.5379,1818.7178
841000000,324.30295,1829.1361
850500000,319.01349,1837.8511
860000000,315.10663,1846.5111
869500000,319.55014,1855.2261
879000000,315.51941,1859.9692
888500000,305.5675,1859.2445
898000000,305.90143,1858.5134
907500000,307.3605,1857.8451
917000000,314.83887,1857.1604
926500000,318.97586,1858.5297
936000000,329.42474,1859.8861
945500000,329.5361,1861.2439
955000000,325.33502,1862.6162
964500000,334.05014,1873.5341
974000000,343.0152,1889.7242
983500000,342.07846,1905.8663
993000000,334.89911,1922.0087
1002500000,325.59378,1939.7826
1012000000,317.12671,1962.2244
1021500000,310.10074,1984.6165
1031000000,311.24203,2007.0083
1040500000,326.46722,2029.4021
1050000000,313.67511,2018.9076
1059500000,308.21768,2003.8535
1069000000,312.81055,1988.7562
1078500000,323.61838,1973.6547
1088000000,331.95193,1959.1312
1097500000,335.13214,1945.1372
1107000000,340.92062,1931.1558
1116500000,341.15356,1917.1591
1126000000,334.98297,1904.2202
1135500000,359.25333,1899.5341
1145000000,371.2836,1894.9059
1154500000,365.88242,1890.281
1164000000,340.48782,1885.6385
1173500000,323.92148,1911.4091
1183000000,312.46439,1949.101
1192500000,308.23999,1986.7438
1202000000,317.87128,2024.3882
1211500000,327.56088,2059.9736
1221000000,310.47409,2091.2764
1230500000,305.22302,2122.6284
1240000000,313.62909,2153.9946
1249500000,345.44763,2185.2827
1259000000,332.10391,2181.4812
1268500000,323.5293,2175.6584
1278000000,319.61328,2169.8682
1287500000,326.82745,2164.0933
1297000000,340.83701,2150.4138
1306500000,352.67004,2130.6621
1316000000,354.74002,2110.9045
1325500000,347.80804,2091.1392
1335000000,333.82159,2077.5002
1344500000,341.64886,2092.5117
1354000000,334.99573,2107.5337
1363500000,333.33951,2122.6013
1373000000,331.89395,2137.6216
1382500000,293.73068,2182.0334
1392000000,261.2868,2234.3494
1401500000,261.18201,2286.6111
1411000000,281.50333,2338.8938
1420500000,290.12515,2376.0071
1430000000,274.99741,2390.7322
1439500000,278.77618,2405.4043
1449000000,291.491,2420.1035
1458500000,308.56317,2433.7571
1468000000,319.83047,2389.0259
1477500000,331.1965,2344.28
1487000000,334.23441,2299.5884
1496500000,314.69919,2254.8579
1506000000,347.44431,2183.0115
1515500000,362.13623,2177.2507
1525000000,357.50555,2171.4946
1534500000,341.21503,2165.7214
1544000000,330.29092,2159.9075
1553500000,324.70178,2154.1321
1563000000,326.86639,2148.3647
