!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 23:29:29
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(REAL),DUTNPD(IMAG)
1572500000,308.98337,2172.092
1582000000,281.38574,2231.2263
1591500000,267.83783,2290.3384
1601000000,267.51208,2349.4771
1610500000,269.55624,2408.5847
1620000000,290.27176,2467.7268
1629500000,312.73532,2526.781
1639000000,328.9588,2560.6572
1648500000,329.20508,2528.6567
1658000000,336.58847,2496.6707
1667500000,337.39227,2464.6707
1677000000,338.95093,2432.6707
1686500000,336.58731,2400.6753
1696000000,341.681,2368.6709
1705500000,342.24307,2341.2322
1715000000,337.34222,2354.2813
1724500000,329.89798,2367.3965
1734000000,328.72449,2380.4849
1743500000,328.33694,2393.5313
1753000000,325.62692,2406.6465
1762500000,326.49127,2419.7444
1772000000,338.86215,2432.7813
1781500000,324.74811,2475.7756
1791000000,309.05524,2521.2571
1800500000,308.42136,2566.7415
1810000000,315.73685,2612.2295
1819500000,328.35428,2657.6621
1829000000,327.92535,2703.0969
1838500000,321.28012,2748.5803
1848000000,357.14163,2716.76
1857500000,389.54312,2658.6621
1867000000,402.07742,2600.5303
1876500000,405.92279,2542.4766
1886000000,402.67938,2484.3518
1895500000,387.92978,2426.2571
1905000000,360.30896,2368.1541
1914500000,335.84665,2357.2595
1924000000,318.33368,2382.0913
1933500000,305.53436,2406.9011
1943000000,295.18192,2431.7349
1952500000,298.56061,2456.5129
1962000000,313.87192,2481.3518
1971500000,338.82776,2506.1707
1981000000,348.77686,2533.8303
1990500000,353.65842,2565.9253
2000000000,364.27835,2598.0071
END

