!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 03:02:15
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPDI(DB),DUTNPDI(DEG)
100000000,-174.93744,80.439903
109500000,-174.27272,79.072708
119000000,-174.08586,78.650192
128500000,-173.82001,77.968544
138000000,-173.66483,77.568619
147500000,-171.8297,71.556618
157000000,-174.07355,78.768951
166500000,-173.52132,77.314629
176000000,-173.50078,77.29158
185500000,-173.46111,77.150536
195000000,-173.50047,77.317436
204500000,-173.31682,76.899467
214000000,-173.57765,77.778091
223500000,-173.60074,77.991356
233000000,-173.60817,78.185326
242500000,-173.52788,78.078377
252000000,-173.47301,77.97081
261500000,-173.46671,77.980782
271000000,-173.47632,77.972893
280500000,-173.49583,77.978416
290000000,-173.53601,78.061287
299500000,-173.57043,78.201279
309000000,-173.69681,78.543037
318500000,-173.51402,78.018768
328000000,-173.10468,76.847672
337500000,-173.44389,77.900589
347000000,-172.75876,76.027344
356500000,-172.55589,75.210266
366000000,-172.70525,75.68058
375500000,-173.47485,77.929482
385000000,-174.03133,79.428833
394500000,-173.97644,79.380325
404000000,-173.88441,79.275536
413500000,-174.11537,79.971947
423000000,-173.82686,79.456665
432500000,-173.55025,78.863411
442000000,-173.42209,78.600533
451500000,-173.38551,78.555328
461000000,-172.98396,77.455711
470500000,-173.10178,77.75692
480000000,-173.23454,78.078697
489500000,-173.25653,78.089676
499000000,-173.36398,78.325645
508500000,-173.50873,78.716515
518000000,-173.50717,78.73851
527500000,-173.42599,78.563347
537000000,-173.51865,78.844856
546500000,-173.38722,78.558617
556000000,-173.42213,78.787827
565500000,-173.49194,79.148407
575000000,-173.40329,79.113785
584500000,-173.39841,79.294006
594000000,-173.45218,79.606293
603500000,-173.43079,79.655167
613000000,-173.27605,79.248375
622500000,-173.40993,79.528244
632000000,-173.39696,79.488487
641500000,-173.42502,79.556648
651000000,-173.45988,79.633972
660500000,-173.56787,79.826096
670000000,-173.60085,79.844124
679500000,-173.6481,79.879593
689000000,-173.77281,80.072655
698500000,-173.66203,79.729774
708000000,-173.70331,79.749054
717500000,-173.57489,79.372536
727000000,-173.41924,78.932961
736500000,-173.08736,78.087677
746000000,-173.15387,78.27282
755500000,-173.38339,78.94162
765000000,-173.15657,78.439995
774500000,-173.12885,78.443245
784000000,-173.2662,78.865715
793500000,-173.38615,79.238716
803000000,-173.05209,78.514519
812500000,-172.93648,78.327888
822000000,-173.05284,78.737755
831500000,-173.36095,79.592049
841000000,-173.49545,79.95916
850500000,-173.54149,80.109123
860000000,-173.61426,80.315063
869500000,-173.53496,80.185471
879000000,-173.64861,80.458183
888500000,-173.70538,80.576271
898000000,-173.75256,80.672699
907500000,-173.69887,80.555374
917000000,-173.63062,80.40506
926500000,-173.51544,80.159309
936000000,-173.45036,80.020851
945500000,-173.43997,80.004585
955000000,-173.52151,80.193954
964500000,-173.35091,79.867302
974000000,-173.23514,79.686653
983500000,-173.26752,79.846512
993000000,-173.35045,80.116722
1002500000,-173.48735,80.503838
1012000000,-173.57939,80.803993
1021500000,-173.69592,81.142921
1031000000,-173.68109,81.210678
1040500000,-173.50066,80.943375
1050000000,-173.62939,81.158691
1059500000,-173.70932,81.253212
1069000000,-173.65147,81.071571
1078500000,-173.50212,80.695038
1088000000,-173.35745,80.315727
1097500000,-173.34735,80.225128
1107000000,-173.28937,80.026039
1116500000,-173.30762,79.995979
1126000000,-173.35567,80.037994
1135500000,-173.01474,79.216789
1145000000,-172.88908,78.881592
1154500000,-172.96933,79.054108
1164000000,-173.26097,79.72477
1173500000,-173.47684,80.342575
1183000000,-173.63803,80.865189
1192500000,-173.72495,81.210243
1202000000,-173.54486,81.011749
1211500000,-173.42487,80.921089
1221000000,-173.66754,81.533646
1230500000,-173.72768,81.770073
1240000000,-173.61829,81.684242
1249500000,-173.24368,81.074554
1259000000,-173.40466,81.379623
1268500000,-173.49062,81.523796
1278000000,-173.53499,81.586647
1287500000,-173.45522,81.410454
1297000000,-173.27374,80.993736
1306500000,-173.10593,80.559914
1316000000,-173.08508,80.428169
1325500000,-173.16843,80.519669
1335000000,-173.34798,80.838287
1344500000,-173.21762,80.630585
1354000000,-173.33922,80.94873
1363500000,-173.36284,81.059929
1373000000,-173.355,81.105942
1382500000,-173.92998,82.351288
1392000000,-174.40921,83.301422
1401500000,-174.40083,83.440674
1411000000,-174.06763,83.079353
1420500000,-173.97331,83.0383
1430000000,-174.23807,83.486343
1439500000,-174.15363,83.399742
1449000000,-173.93184,83.098969
1458500000,-173.68561,82.741135
1468000000,-173.55911,82.390724
1477500000,-173.42201,82.001778
1487000000,-173.35629,81.725815
1496500000,-173.57083,81.965179
1506000000,-173.23268,81.043114
1515500000,-173.06898,80.680801
1525000000,-173.06882,80.656174
1534500000,-173.26463,81.037865
1544000000,-173.39986,81.285324
1553500000,-173.45358,81.368126
1563000000,-173.50398,81.44368
1572500000,-173.73302,81.964752
1582000000,-174.14601,82.87722
1591500000,-174.30812,83.311203
1601000000,-174.3652,83.562538
1610500000,-174.30217,83.628174
1620000000,-174.0419,83.398788
1629500000,-173.66422,82.971474
1639000000,-173.47687,82.760956
1648500000,-173.44447,82.616074
1658000000,-173.39438,82.436768
1667500000,-173.34894,82.260139
1677000000,-173.37282,82.202057
1686500000,-173.37093,82.096016
1696000000,-173.28146,81.826141
1705500000,-173.25964,81.69059
1715000000,-173.34518,81.895012
1724500000,-173.44283,82.116264
1734000000,-173.4808,82.226486
1743500000,-173.49522,82.293678
1753000000,-173.51988,82.378044
1762500000,-173.49553,82.376686
1772000000,-173.30457,82.080437
1781500000,-173.528,82.602158
1791000000,-173.75119,83.094551
1800500000,-173.82054,83.322258
1810000000,-173.65433,83.183853
1819500000,-173.49826,83.056488
1829000000,-173.46002,83.112267
1838500000,-173.56302,83.382545
1848000000,-173.16393,82.668114
1857500000,-172.74316,81.757683
1867000000,-172.56351,81.225708
1876500000,-172.54305,80.986893
1886000000,-172.57721,80.850616
1895500000,-172.72229,80.937859
1905000000,-173.05585,81.394798
1914500000,-173.36722,81.945541
1924000000,-173.58542,82.414375
1933500000,-173.75705,82.779488
1943000000,-173.93001,83.128792
1952500000,-173.88708,83.130524
1962000000,-173.64481,82.812401
1971500000,-173.36855,82.420692
1981000000,-173.18739,82.186996
1990500000,-173.13182,82.185379
2000000000,-173.02467,82.090309
END

