!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 04:49:38
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(DB),DUTNPD(DEG)
1724500000,-173.47821,82.179451
1734000000,-173.45799,82.186066
1743500000,-173.47839,82.264114
1753000000,-173.52344,82.384216
1762500000,-173.48775,82.36319
1772000000,-173.30795,82.086525
1781500000,-173.51367,82.577988
1791000000,-173.7253,83.05365
1800500000,-173.80544,83.299194
1810000000,-173.62711,83.141411
1819500000,-173.52101,83.092422
1829000000,-173.49617,83.168823
1838500000,-173.59268,83.427193
1848000000,-173.14522,82.63681
1857500000,-172.78046,81.827194
1867000000,-172.56923,81.237053
1876500000,-172.54747,80.995934
1886000000,-172.57468,80.84539
1895500000,-172.7469,80.988228
1905000000,-173.07008,81.422546
1914500000,-173.38834,81.984123
1924000000,-173.58197,82.40844
1933500000,-173.77925,82.815918
1943000000,-173.93126,83.130768
1952500000,-173.87248,83.10762
1962000000,-173.61925,82.770439
1971500000,-173.32077,82.33783
1981000000,-173.19269,82.196396
1990500000,-173.12825,82.179024
2000000000,-173.00887,82.061829
END

