!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 01:14:47
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),DUTNPD(DB),DUTNPD(DEG)
1781500000,-173.51584,82.58165
1791000000,-173.70676,83.024223
1800500000,-173.79674,83.285904
1810000000,-173.6469,83.172287
1819500000,-173.51993,83.090706
1829000000,-173.52663,83.216103
1838500000,-173.55977,83.377632
1848000000,-173.13419,82.618294
1857500000,-172.78233,81.830681
1867000000,-172.56589,81.230431
1876500000,-172.52777,80.955658
1886000000,-172.58437,80.865448
1895500000,-172.7226,80.938507
1905000000,-173.05205,81.387375
1914500000,-173.35081,81.915489
1924000000,-173.57358,82.393929
1933500000,-173.75729,82.7799
1943000000,-173.90271,83.085884
1952500000,-173.86951,83.102928
1962000000,-173.64752,82.816849
1971500000,-173.34563,82.38105
1981000000,-173.16148,82.140816
1990500000,-173.13199,82.185677
2000000000,-173.04457,82.125999
END

