!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 03:02:15
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
955000000,-165.20558,0.010961603
964500000,-165.15842,0.01076623
974000000,-165.10915,0.010492921
983500000,-165.08279,0.010278516
993000000,-165.06409,0.010084035
1002500000,-165.04985,0.0098885177
1012000000,-165.02005,0.0096245334
1021500000,-164.99348,0.0093705645
1031000000,-164.9493,0.0090825055
1040500000,-164.88313,0.0087549631
1050000000,-164.92009,0.0088723842
1059500000,-164.959,0.0090281488
1069000000,-164.97963,0.0091476105
1078500000,-164.98747,0.0092405621
1088000000,-164.99426,0.0093559837
1097500000,-165.01933,0.0095366621
1107000000,-165.03741,0.0097035021
1116500000,-165.06697,0.00989768
1126000000,-165.09929,0.010073431
1135500000,-165.05551,0.0098465318
1145000000,-165.04402,0.0096951788
1154500000,-165.06602,0.0096182693
1164000000,-165.121,0.009613052
1173500000,-165.10309,0.009234786
1183000000,-165.05327,0.0087129017
1192500000,-164.99333,0.0081826877
1202000000,-164.89845,0.0076039173
1211500000,-164.81679,0.0071306019
1221000000,-164.79239,0.0068852142
1230500000,-164.74374,0.0066054189
1240000000,-164.67429,0.0063006543
1249500000,-164.57051,0.0059567932
1259000000,-164.59866,0.0060177138
1268500000,-164.61993,0.0060816272
1278000000,-164.63576,0.0061382954
1287500000,-164.6355,0.0061725318
1297000000,-164.63495,0.0062091225
1306500000,-164.646,0.0062646815
1316000000,-164.67767,0.0063506146
1325500000,-164.72462,0.0064602611
1335000000,-164.77437,0.0065337876
1344500000,-164.72917,0.0062712287
1354000000,-164.71941,0.006062496
1363500000,-164.69598,0.005836349
1373000000,-164.66843,0.0056070518
1382500000,-164.66324,0.005447445
1392000000,-164.6254,0.0052589686
1401500000,-164.53455,0.005011674
1411000000,-164.41153,0.0047373185
1420500000,-164.34033,0.0046058185
1430000000,-164.34435,0.0046706223
1439500000,-164.31177,0.0046959138
1449000000,-164.26463,0.0047047981
1458500000,-164.2157,0.004713262
1468000000,-164.27237,0.0049704816
1477500000,-164.32803,0.0052324198
1487000000,-164.39302,0.0055121281
1496500000,-164.49452,0.0058480715
1506000000,-164.57294,0.010293607
1515500000,-164.56017,0.01011369
1525000000,-164.57005,0.0099866847
1534500000,-164.60719,0.0099210488
1544000000,-164.63544,0.0098334365
1553500000,-164.65265,0.0097195478
1563000000,-164.6694,0.0096034873
1572500000,-164.65691,0.009411063
1582000000,-164.6024,0.0091174385
1591500000,-164.51859,0.0087702768
1601000000,-164.42522,0.0084145302
1610500000,-164.32181,0.0080512743
1620000000,-164.20068,0.007669121
1629500000,-164.06851,0.0072833789
1639000000,-163.99634,0.0070865988
1648500000,-164.04105,0.0072840601
1658000000,-164.08412,0.007482104
1667500000,-164.12813,0.0076849391
1677000000,-164.18092,0.0079070013
1686500000,-164.23123,0.0081288069
1696000000,-164.27121,0.0083349347
1705500000,-164.3127,0.0085335318
1715000000,-164.30232,0.0085101519
1724500000,-164.29324,0.0084895603
1734000000,-164.27679,0.0084544448
1743500000,-164.25755,0.0084142955
1753000000,-164.23961,0.0083766123
1762500000,-164.21597,0.008328286
1772000000,-164.17242,0.0082422514
1781500000,-164.13185,0.0081838463
1791000000,-164.0865,0.0081186071
1800500000,-164.02452,0.008023073
1810000000,-163.93875,0.0078852102
1819500000,-163.85507,0.0077535161
1829000000,-163.78525,0.0076482869
1838500000,-163.73138,0.0075722551
1848000000,-163.733,0.0076909424
1857500000,-163.76503,0.0078981221
1867000000,-163.82513,0.0081603685
1876500000,-163.90721,0.008471122
1886000000,-163.99849,0.0088096326
1895500000,-164.1071,0.0091950772
1905000000,-164.24306,0.0096552949
1914500000,-164.30028,0.0097687151
1924000000,-164.28662,0.0095849689
1933500000,-164.26653,0.0093879877
1943000000,-164.2459,0.0091918493
1952500000,-164.20192,0.008948829
1962000000,-164.13647,0.0086667854
1971500000,-164.06653,0.0083827581
1981000000,-164.00296,0.008141146
1990500000,-163.94821,0.0079576662
2000000000,-163.8878,0.0077673732
END

