!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 12:33:02
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(DB),SYSNPD(DEG)
100000000,-166.51891,0.018189739
109500000,-166.36098,0.01319591
119000000,-166.31155,0.012232379
128500000,-166.25996,0.013375629
138000000,-166.23361,0.016600413
147500000,-165.8069,0.013410417
157000000,-166.26263,0.016638244
166500000,-166.15985,0.016021557
176000000,-166.14162,0.016021004
185500000,-166.15201,0.015812254
195000000,-166.13705,0.015303771
204500000,-166.07216,0.014370446
214000000,-166.07898,0.013482031
223500000,-166.04236,0.012591475
233000000,-165.98456,0.011920052
242500000,-165.93384,0.011394444
252000000,-165.91144,0.01100696
261500000,-165.909,0.010669503
271000000,-165.91882,0.010405218
280500000,-165.94334,0.010257433
290000000,-165.94899,0.010189909
299500000,-165.94232,0.010286598
309000000,-165.95775,0.010807972
318500000,-165.9433,0.011432379
328000000,-165.87704,0.011688288
337500000,-165.90668,0.011520898
347000000,-165.75096,0.0088456096
356500000,-165.74855,0.0098833693
366000000,-165.78764,0.0097973552
375500000,-165.93135,0.0099411858
385000000,-165.99881,0.0098258378
394500000,-165.9572,0.0094637647
404000000,-165.90152,0.0092891799
413500000,-165.88049,0.0094797825
423000000,-165.78125,0.0094953934
432500000,-165.70563,0.0096927239
442000000,-165.66226,0.0099897217
451500000,-165.64896,0.010294232
461000000,-165.5798,0.010162791
470500000,-165.60745,0.010259045
480000000,-165.64485,0.010214045
489500000,-165.65831,0.0099623213
499000000,-165.69667,0.0097647924
508500000,-165.71362,0.0094877919
518000000,-165.70598,0.0091531249
527500000,-165.68257,0.0088400859
537000000,-165.68066,0.0087194787
546500000,-165.64064,0.0085236458
556000000,-165.601,0.0084018288
565500000,-165.55405,0.0083082253
575000000,-165.47565,0.0081564514
584500000,-165.40475,0.0080303503
594000000,-165.34996,0.0079355557
603500000,-165.30721,0.0078716027
613000000,-165.29961,0.0078848926
622500000,-165.33525,0.0079770926
632000000,-165.33827,0.0079012578
641500000,-165.33582,0.0077768015
651000000,-165.34923,0.0076864557
660500000,-165.38335,0.007684364
670000000,-165.40822,0.007665311
679500000,-165.44247,0.0077462443
689000000,-165.49774,0.007960164
698500000,-165.51315,0.0081035858
708000000,-165.54607,0.0083704013
717500000,-165.55293,0.0086059375
727000000,-165.54613,0.0087670088
736500000,-165.48877,0.0086486246
746000000,-165.50128,0.0086704046
755500000,-165.50909,0.010284581
765000000,-165.45477,0.01061643
774500000,-165.42354,0.01099669
784000000,-165.41884,0.01144089
793500000,-165.4135,0.011787897
803000000,-165.31972,0.011503468
812500000,-165.26636,0.011331095
822000000,-165.24698,0.011248669
831500000,-165.26563,0.011265156
841000000,-165.26349,0.011142288
850500000,-165.25546,0.010984583
860000000,-165.23755,0.010802447
869500000,-165.21571,0.010612406
879000000,-165.21657,0.010553765
888500000,-165.2323,0.010635459
898000000,-165.23891,0.010695035
907500000,-165.23776,0.010735361
917000000,-165.21838,0.010731488
926500000,-165.20325,0.010759593
936000000,-165.19383,0.010801395
945500000,-165.18658,0.010848531
955000000,-165.19186,0.010927042
964500000,-165.15422,0.010755839
974000000,-165.10213,0.010475988
983500000,-165.07224,0.010253574
993000000,-165.0554,0.010063907
1002500000,-165.04019,0.0098665319
1012000000,-165.01649,0.009616673
1021500000,-164.9856,0.0093535734
1031000000,-164.94084,0.0090648523
1040500000,-164.8739,0.0087363664
1050000000,-164.91127,0.0088543938
1059500000,-164.95076,0.0090110572
