!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Saturday, February 04, 2023 00:38:35
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(DB),SYSNPDI(DEG)
100000000,-166.52568,0.018218154
109500000,-166.36359,0.013203828
119000000,-166.32175,0.012261125
128500000,-166.26384,0.013387605
138000000,-166.23856,0.016619345
147500000,-165.81151,0.013424613
157000000,-166.26805,0.016659001
166500000,-166.16139,0.016027253
176000000,-166.14848,0.016046343
185500000,-166.15457,0.015821639
195000000,-166.14487,0.015331325
204500000,-166.07901,0.014393118
214000000,-166.08267,0.013493503
223500000,-166.0441,0.012596532
233000000,-165.98679,0.011926164
242500000,-165.94641,0.011427485
252000000,-165.92307,0.011036489
261500000,-165.91006,0.01067214
271000000,-165.92348,0.010416374
280500000,-165.94139,0.010252825
290000000,-165.95656,0.010207691
299500000,-165.9469,0.010297439
309000000,-165.96062,0.010815114
318500000,-165.94992,0.011449823
328000000,-165.88176,0.011700993
337500000,-165.90926,0.011527737
347000000,-165.75328,0.0088503407
356500000,-165.75742,0.0099035697
366000000,-165.78851,0.009799324
375500000,-165.93524,0.0099500874
385000000,-166.0015,0.0098319137
394500000,-165.96422,0.0094790664
404000000,-165.90895,0.0093051139
413500000,-165.88091,0.0094806561
423000000,-165.78491,0.0095034316
432500000,-165.71304,0.0097093182
442000000,-165.66748,0.010001728
451500000,-165.65013,0.010297007
461000000,-165.58211,0.010168197
470500000,-165.61853,0.010285252
480000000,-165.65073,0.010227868
489500000,-165.66373,0.009974747
499000000,-165.69957,0.0097713079
508500000,-165.7242,0.0095108906
518000000,-165.71283,0.0091675734
527500000,-165.68286,0.0088406866
537000000,-165.68677,0.0087317573
546500000,-165.65152,0.0085450541
556000000,-165.60962,0.0084185461
565500000,-165.55586,0.0083116991
575000000,-165.48291,0.0081700971
584500000,-165.41609,0.0080513386
594000000,-165.35588,0.0079463599
603500000,-165.30713,0.0078714667
613000000,-165.30313,0.0078912787
622500000,-165.34097,0.0079876091
632000000,-165.34244,0.0079088518
641500000,-165.34286,0.0077894107
651000000,-165.35445,0.0076956758
660500000,-165.39262,0.0077008009
670000000,-165.41301,0.0076737758
679500000,-165.44855,0.0077570914
689000000,-165.506,0.0079752915
698500000,-165.52304,0.0081220437
708000000,-165.54533,0.0083689773
717500000,-165.55588,0.0086117843
727000000,-165.554,0.0087829242
736500000,-165.49738,0.0086657899
746000000,-165.50214,0.0086721182
755500000,-165.51552,0.010299802
765000000,-165.45847,0.010625446
774500000,-165.42831,0.01100879
784000000,-165.42262,0.011450855
793500000,-165.42467,0.011818241
803000000,-165.32315,0.011512564
812500000,-165.27272,0.011347674
822000000,-165.25278,0.011263709
831500000,-165.26915,0.011274328
841000000,-165.26509,0.011146378
850500000,-165.25671,0.010987773
860000000,-165.24261,0.010815054
869500000,-165.22621,0.010638095
879000000,-165.22049,0.010563302
888500000,-165.23859,0.010650855
898000000,-165.24593,0.010712335
907500000,-165.24098,0.010743339
917000000,-165.22411,0.010745667
926500000,-165.20897,0.010773799
936000000,-165.19702,0.010809305
945500000,-165.19324,0.010865169
955000000,-165.19823,0.010943071
964500000,-165.15851,0.010766463
974000000,-165.10667,0.010486951
983500000,-165.08119,0.010274752
993000000,-165.06125,0.010077441
1002500000,-165.04749,0.0098831225
1012000000,-165.02528,0.0096361395
1021500000,-164.99174,0.0093668243
