!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 18:24:15
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPD(REAL),SYSNPD(IMAG)
100000000,1614.467,0.51254231
109500000,1674.119,0.38559818
119000000,1692.1001,0.36153439
128500000,1712.7943,0.40004772
138000000,1723.8494,0.49951899
147500000,1903.5906,0.44518986
157000000,1714.3777,0.49732241
166500000,1755.3988,0.49035847
176000000,1760.7246,0.49240384
185500000,1758.4702,0.48482752
195000000,1762.3833,0.47085434
204500000,1787.7128,0.44879463
214000000,1787.7013,0.42038849
223500000,1805.3678,0.39594486
233000000,1826.5575,0.37985355
242500000,1846.1704,0.36736998
252000000,1856.4482,0.35671192
261500000,1857.9926,0.34596974
271000000,1853.8505,0.336638
280500000,1844.3192,0.32998776
290000000,1839.1984,0.32739007
299500000,1844.1614,0.3310034
309000000,1835.2039,0.34654719
318500000,1842.8572,0.36779049
328000000,1871.7938,0.38180327
337500000,1860.0139,0.37377709
347000000,1929.076,0.29745799
356500000,1926.1526,0.33253956
366000000,1908.563,0.32669154
375500000,1846.5302,0.32069793
385000000,1818.0684,0.31209147
394500000,1835.1703,0.30348501
404000000,1858.1135,0.30173081
413500000,1868.9034,0.30941555
423000000,1912.5004,0.31708983
432500000,1942.2167,0.3293649
442000000,1962.994,0.34286278
451500000,1972.5383,0.35439852
461000000,2001.8033,0.35548967
470500000,1989.0403,0.3565782
480000000,1973.787,0.3519702
489500000,1966.5226,0.34223393
499000000,1949.726,0.3324984
508500000,1941.0562,0.32180724
518000000,1944.3873,0.3110036
527500000,1957.0422,0.30199027
537000000,1957.1001,0.29800132
546500000,1974.1835,0.29400569
556000000,1990.9633,0.29246134
565500000,2016.7692,0.29234576
575000000,2048.2056,0.2922335
584500000,2079.7925,0.29245082
594000000,2110.8955,0.29266739
603500000,2132.616,0.29318169
613000000,2135.5625,0.29419032
622500000,2116.7236,0.2951974
632000000,2116.5605,0.2921882
641500000,2118.0801,0.28774807
651000000,2111.7698,0.28352833
660500000,2093.5671,0.28123307
670000000,2082.2871,0.27893433
679500000,2066.543,0.27966464
689000000,2039.4963,0.28375331
698500000,2030.0713,0.28784266
708000000,2019.1096,0.29507533
717500000,2014.4822,0.30289939
727000000,2015.4424,0.30905238
736500000,2043.4814,0.30893263
746000000,2040.3035,0.30881956
755500000,2036.2135,0.36565426
765000000,2060.0447,0.38220373
774500000,2074.1067,0.39875096
784000000,2078.0781,0.4153069
793500000,2081.124,0.42842963
803000000,2125.9792,0.42721871
812500000,2153.446,0.4260191
822000000,2161.5159,0.42481264
831500000,2152.2285,0.42361233
841000000,2154.0808,0.41919738
850500000,2157.6973,0.41402987
860000000,2163.2009,0.40884712
869500000,2173.7615,0.4036797
879000000,2176.4543,0.4013699
888500000,2169.1072,0.40301344
898000000,2165.2588,0.40465486
907500000,2165.8499,0.40628844
917000000,2174.502,0.40795839
926500000,2181.7209,0.41045442
936000000,2185.2515,0.41294247
945500000,2189.188,0.41543782
955000000,2186.8254,0.41793606
964500000,2207.7883,0.41496938
974000000,2233.8801,0.40904954
983500000,2246.6938,0.40313002
993000000,2258.0237,0.39720958
1002500000,2262.8264,0.39078617
1012000000,2275.6433,0.38297322
1021500000,2295.4976,0.3751556
1031000000,2319.5354,0.36734185
1040500000,2352.4819,0.35952902
1050000000,2332.8291,0.36126462
1059500000,2314.6414,0.36432821
1069000000,2302.0059,0.36739975
1078500000,2300.228,0.37046346
1088000000,2290.8325,0.37450427
1097500000,2282.0857,0.37953955
1107000000,2273.2732,0.38457507
1116500000,2258.8804,0.3896105
1126000000,2239.5918,0.39358792
1135500000,2259.5146,0.38862106
1145000000,2269.7908,0.38366005
1154500000,2254.9387,0.37869418
1164000000,2227.0525,0.37372735
1173500000,2237.9526,0.36050558
1183000000,2265.4683,0.34405681
1192500000,2293.2397,0.32760939
1202000000,2341.4604,0.31116101
1211500000,2388.6152,0.29733208
1221000000,2402.9185,0.28871682
