!CSV A.01.01
!Keysight Technologies,N5242B,MY48420967,A.15.65.19
!Date: Tuesday, January 24, 2023 19:32:28
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),SYSNPDI(REAL),SYSNPDI(IMAG)
1249500000,2532.6235,0.26287851
1259000000,2516.8044,0.26385149
1268500000,2499.8779,0.26535043
1278000000,2492.4631,0.26684889
1287500000,2494.207,0.26835319
1297000000,2492.2107,0.26997826
1306500000,2482.2209,0.27170169
1316000000,2463.748,0.27342701
1325500000,2441.3918,0.27515727
1335000000,2414.2537,0.27511945
1344500000,2430.085,0.26682642
1354000000,2445.4395,0.25852659
1363500000,2457.3337,0.2502284
1373000000,2468.7571,0.24192744
1382500000,2471.8513,0.2353218
1392000000,2500.6028,0.2291681
1401500000,2550.8994,0.22300877
1411000000,2618.98,0.21685684
1420500000,2665.1501,0.21432194
1430000000,2667.8005,0.2171369
1439500000,2686.2637,0.2199565
1449000000,2710.9092,0.22277725
1458500000,2743.251,0.22570693
1468000000,2708.571,0.23493882
1477500000,2677.4199,0.24417049
1487000000,2632.7854,0.25340286
1496500000,2569.9634,0.2626355
1506000000,2530.3892,0.45401272
1515500000,2540.3118,0.44738978
1525000000,2526.6052,0.4407669
1534500000,2507.6174,0.43414176
1544000000,2496.5491,0.42751923
1553500000,2483.3623,0.42089626
1563000000,2470.6038,0.41426912
1572500000,2480.4265,0.40713814
1582000000,2516.7205,0.39941719
1591500000,2563.1809,0.39169511
1601000000,2615.166,0.38397375
1610500000,2682.0103,0.37625059
1620000000,2761.4048,0.3685289
1629500000,2839.9536,0.36080718
1639000000,2888.0564,0.35694209
1648500000,2858.8044,0.36313009
1658000000,2831.3335,0.36932153
1667500000,2802.5479,0.37550983
1677000000,2766.7664,0.38169211
1686500000,2738.4026,0.38788044
1696000000,2709.8872,0.39407131
1705500000,2683.5442,0.39962551
1715000000,2691.5693,0.39948314
1724500000,2699.6892,0.39935085
1734000000,2713.1184,0.39920849
1743500000,2720.7583,0.39907619
1753000000,2727.0303,0.39893383
1762500000,2746.4817,0.39879721
1772000000,2776.8918,0.39865452
1781500000,2802.364,0.39954573
1791000000,2828.1707,0.40052098
1800500000,2875.2593,0.4014973
1810000000,2931.9136,0.40246895
1819500000,2983.7107,0.40344509
1829000000,3028.8555,0.40442094
1838500000,3073.8208,0.40539706
1848000000,3074.5981,0.4115985
1857500000,3043.9207,0.41957936
1867000000,3002.0549,0.42755279
1876500000,2951.6301,0.43552503
1886000000,2890.4758,0.44350982
1895500000,2811.6511,0.45148033
1905000000,2726.5178,0.45946535
1914500000,2696.3992,0.45877907
1924000000,2703.3154,0.45156646
1933500000,2709.4453,0.44433865
1943000000,2725.0637,0.43712592
1952500000,2755.5315,0.42989993
1962000000,2800.5193,0.42267221
1971500000,2841.9124,0.41545823
1981000000,2880.1118,0.40943322
1990500000,2922.5276,0.405283
2000000000,2961.8115,0.40113264
END

